sid,FS_headline_cert,FS_headline_lcb,FS_matched_cert,FS_matched_lcb,BOX250_cert,BOX250_lcb,BOX250_ucb,BOX250_width,BOX500_cert,BOX500_lcb,BOX500_ucb,BOX500_width,BOX1000_cert,BOX1000_lcb,BOX1000_ucb,BOX1000_width,BOX2000_cert,BOX2000_lcb,BOX2000_ucb,BOX2000_width
officehome_convnext_full__split06__seed0,0,0.0,0,0.0,1,0.18264477436662793,0.19568124994571945,0.15515454440568016,1,0.19211710468992438,0.19414799359046644,0.10922355697525545,1,0.20113669111645494,0.18423197703322053,0.07699900440392288,1,0.2032504736558865,0.18438701904316354,0.054350306544956255
officehome_convnext_full__split06__seed1,0,0.0,0,0.0,1,0.14731187211873906,0.1717914770813058,0.15455971767333854,1,0.14997605196523114,0.16985987235587618,0.10881448535474181,1,0.15685273866713131,0.16592490838515073,0.07682663388931957,1,0.15697829569353106,0.1651569326216727,0.054121305441676704
officehome_convnext_full__split06__seed2,0,0.0,0,0.0,0,0.0,nan,0.15454547505168975,0,0.0,nan,0.10899924660335499,0,0.0,nan,0.07611412175727555,0,0.0,nan,0.05411628172329596
officehome_convnext_full__split06__seed3,0,0.0,0,0.0,1,0.15311359110361009,0.19855805150379296,0.15575524615883485,1,0.1711269062326606,0.18645039989425688,0.10752860126906624,1,0.17367033338773114,0.1881473834523995,0.07657354799967395,1,0.1746975832511835,0.1872955891222547,0.05413792880608868
officehome_convnext_full__split06__seed4,1,0.10869314463638118,1,0.10773134602926812,1,0.2511181638735646,0.19767396861053488,0.15518391288862132,1,0.2603675288430154,0.19164535851895909,0.10874151934967824,1,0.26574057626882763,0.19387031326388732,0.07629826082185587,1,0.2669593996300363,0.19158058826972652,0.05418625717007612
officehome_convnext_full__split07__seed0,1,0.177569176764481,1,0.17640215103715695,1,0.25642510907763777,0.19083886614578444,0.15372022145590836,1,0.2539703832033692,0.18886662555192035,0.10923605865320563,1,0.26031832361816126,0.18559035179407207,0.0770223635097014,1,0.26319314806013844,0.18441182089944747,0.054030400190113806
officehome_convnext_full__split07__seed1,1,0.1597268523798752,1,0.15861160396754126,1,0.26476382267431464,0.19141195476375633,0.15580414887954175,1,0.277513888067049,0.19608339519219553,0.1097801657675304,1,0.28517070508977016,0.19086731027001433,0.07648731875027438,1,0.2849340229716806,0.19131534857845928,0.05434744681593659
officehome_convnext_full__split07__seed2,0,0.0,0,0.0,1,0.2589717829972421,0.19361278849325314,0.15488089388939125,1,0.26843871581592216,0.19000383022191247,0.1087756872074013,1,0.2677487828967056,0.19018498777274445,0.07705477093862409,1,0.2728742927923561,0.18878738083450336,0.05407883830232941
officehome_convnext_full__split07__seed3,1,0.12139176492320679,0,0.0,1,0.19032892485740888,0.17272172181849713,0.15123986817915105,1,0.24163016325736902,0.1983928024487805,0.10803990546713457,1,0.24596506271340127,0.19733936380239508,0.07701825794651725,1,0.25062607838238027,0.1995476284784298,0.05426477747125952
officehome_convnext_full__split07__seed4,1,0.15649978153877192,1,0.1346256023579442,1,0.28102293674423,0.19558839739384826,0.15531827648201038,1,0.293736658000808,0.19474362351788949,0.10883556680258673,1,0.2972107151458165,0.1943404840359363,0.07656782279629595,1,0.2994704183343742,0.19373082162559593,0.05424211811100316
officehome_convnext_full__split08__seed0,0,0.0,0,0.0,0,0.0,nan,0.15450626423444197,0,0.0,nan,0.10813131227633205,0,0.0,nan,0.07686121992888723,0,0.0,nan,0.05388107591046959
officehome_convnext_full__split08__seed1,0,0.0,0,0.0,0,0.0,nan,0.15364936151857586,0,0.0,nan,0.10911395558938625,0,0.0,nan,0.07656610794008087,0,0.0,nan,0.05388711406214164
officehome_convnext_full__split08__seed2,0,0.0,0,0.0,0,0.0,nan,0.15318808305705878,0,0.0,nan,0.10846204940138326,0,0.0,nan,0.07635339002227254,0,0.0,nan,0.05403650767851528
officehome_convnext_full__split08__seed3,0,0.0,0,0.0,0,0.0,nan,0.15134177249504904,0,0.0,nan,0.10893976081669662,0,0.0,nan,0.07642986565413595,0,0.0,nan,0.053888256910338175
officehome_convnext_full__split08__seed4,1,0.16440097084372313,1,0.16352635540230187,1,0.21234875744450551,0.19887884092730504,0.15400805926476108,1,0.2130291470955097,0.19866864228572473,0.10905405231096497,1,0.2185532113385564,0.19597806520512057,0.07647797646796128,1,0.2215381967221887,0.19461929097467084,0.05401584223149761
officehome_convnext_full__split09__seed0,1,0.1298021202367421,1,0.12875937615533276,1,0.24641646385189112,0.1787444858997565,0.15502001106069463,1,0.24908500056046257,0.1788074703056399,0.10863050837761444,1,0.2539939131063159,0.1737965275844009,0.07706494322918177,1,0.2606481384392867,0.1727658756033242,0.05401520301858306
officehome_convnext_full__split09__seed1,1,0.19763082332869766,1,0.19671137303762362,1,0.2582952083304998,0.19653459080595484,0.15518168110897831,1,0.26257608415256056,0.19737594770773687,0.1081005599240103,1,0.26591972176962536,0.19998864579238582,0.07649506582164745,1,0.2667103571209196,0.1984187552517444,0.05426094722275542
officehome_convnext_full__split09__seed2,1,0.18404762618846243,1,0.1828321497300878,1,0.25805524630686183,0.18890923982271418,0.15496440177152054,1,0.2646586114673246,0.1887930764850531,0.10884079935777274,1,0.2709631125797019,0.18645076260309396,0.07661933263671,1,0.27140127962642996,0.18685686258977446,0.05394591895845427
officehome_convnext_full__split09__seed3,1,0.1398469232895785,1,0.13876828455904072,1,0.25781136284371525,0.18855429533238469,0.15381197046698525,1,0.25847773125289597,0.18842504511511748,0.10929022960623778,1,0.26428737086559606,0.18755278344902504,0.07645768623377537,1,0.274539694361283,0.18376882069362996,0.05400146971907028
officehome_convnext_full__split09__seed4,1,0.2079605794915899,1,0.2070224401784819,1,0.2521282388771467,0.19210732630758084,0.1552051990967269,1,0.25865169171259433,0.19080043005100286,0.10901651967344275,1,0.2629538415848376,0.18980863918018692,0.0768313785435527,1,0.26621913703526034,0.18904455658735383,0.05382621836817201
