semantic_id,dataset,best_auroc,best_fpr95,H_certified,H_ecc
cifar10_proser_fedavg__split09__seed3__d0.1,cifar10,0.703646,0.9,1,0.12804566180103333
cifar10_proser_fedavg__split09__seed3__d0.5,cifar10,0.744847,0.809091,1,0.1682881481006248
cifar10_proser_fedavg__split09__seed3__d5.0,cifar10,0.800749,0.750649,1,0.15242870444470066
cifar10_proser_fedavg__split09__seed4__d0.1,cifar10,0.667627,0.905195,0,0.0
cifar10_proser_fedavg__split09__seed4__d0.5,cifar10,0.689453,0.81039,0,0.0
cifar10_proser_fedavg__split09__seed4__d5.0,cifar10,0.780844,0.776623,1,0.083923384581486
officehome_convnext_frozen__split00__seed0,officehome,0.85636,0.648664,1,0.11683703493951515
officehome_convnext_frozen__split00__seed1,officehome,0.851153,0.68448,1,0.13460520508981247
officehome_convnext_frozen__split00__seed2,officehome,0.85478,0.669699,1,0.11497677431256077
officehome_convnext_frozen__split00__seed3,officehome,0.854456,0.689028,1,0.1572698497451101
officehome_convnext_frozen__split00__seed4,officehome,0.853024,0.67311,1,0.12991330551161964
officehome_convnext_frozen__split01__seed0,officehome,0.833121,0.682889,1,0.10623341423079379
officehome_convnext_frozen__split01__seed1,officehome,0.835784,0.676086,1,0.14131279362267224
officehome_convnext_frozen__split01__seed2,officehome,0.834399,0.695971,1,0.02816656485859555
officehome_convnext_frozen__split01__seed3,officehome,0.834037,0.690738,1,0.13109126848917216
officehome_convnext_frozen__split01__seed4,officehome,0.835758,0.686028,1,0.020936709003740367
officehome_convnext_frozen__split02__seed0,officehome,0.846178,0.677246,1,0.1336659499514453
officehome_convnext_frozen__split02__seed1,officehome,0.8445,0.683701,1,0.15821902190767984
officehome_convnext_frozen__split02__seed2,officehome,0.844439,0.698763,1,0.11219023283825894
officehome_convnext_frozen__split02__seed3,officehome,0.845444,0.671329,1,0.1430775240247859
officehome_convnext_frozen__split02__seed4,officehome,0.844266,0.686928,1,0.1242978465771675
officehome_convnext_frozen__split03__seed0,officehome,0.847282,0.697857,1,0.10793176555089702
officehome_convnext_frozen__split03__seed1,officehome,0.847203,0.702039,0,0.0
officehome_convnext_frozen__split03__seed2,officehome,0.846523,0.70047,0,0.0
officehome_convnext_frozen__split03__seed3,officehome,0.845151,0.695766,0,0.0
officehome_convnext_frozen__split03__seed4,officehome,0.845116,0.702039,1,0.04457359630628431
officehome_convnext_frozen__split04__seed0,officehome,0.817809,0.770465,1,0.015978847341746216
officehome_convnext_frozen__split04__seed1,officehome,0.814481,0.767146,1,0.1293900100405606
officehome_convnext_frozen__split04__seed2,officehome,0.820972,0.727876,1,0.10384603611889147
officehome_convnext_frozen__split04__seed3,officehome,0.817938,0.760509,1,0.10290767670838197
officehome_convnext_frozen__split04__seed4,officehome,0.816147,0.759956,1,0.111373923804187
officehome_convnext_frozen__split05__seed0,officehome,0.869228,0.604009,1,0.10914256697982895
officehome_convnext_frozen__split05__seed1,officehome,0.864985,0.618093,1,0.10071374220167872
officehome_convnext_frozen__split05__seed2,officehome,0.866339,0.610509,1,0.11196247385927685
officehome_convnext_frozen__split05__seed3,officehome,0.867478,0.634886,1,0.11667315855446346
officehome_convnext_frozen__split05__seed4,officehome,0.867179,0.634886,1,0.10820371272937505
officehome_convnext_frozen__split06__seed0,officehome,0.850097,0.637224,0,0.0
officehome_convnext_frozen__split06__seed1,officehome,0.854883,0.640904,1,0.07926654228065015
officehome_convnext_frozen__split06__seed2,officehome,0.85355,0.634069,1,0.07623761387275077
officehome_convnext_frozen__split06__seed3,officehome,0.851505,0.643007,1,0.10272437081401446
officehome_convnext_frozen__split06__seed4,officehome,0.852927,0.640379,1,0.04223860774650356
officehome_convnext_frozen__split07__seed0,officehome,0.867032,0.598076,1,0.09894006931643647
officehome_convnext_frozen__split07__seed1,officehome,0.865494,0.582042,1,0.06752490112655928
officehome_convnext_frozen__split07__seed2,officehome,0.863773,0.61892,1,0.07551547916445953
officehome_convnext_frozen__split07__seed3,officehome,0.866723,0.591662,1,0.09168439131301655
officehome_convnext_frozen__split07__seed4,officehome,0.865129,0.610369,1,0.1422444662509612
officehome_convnext_frozen__split08__seed0,officehome,0.829826,0.698667,0,0.0
officehome_convnext_frozen__split08__seed1,officehome,0.826529,0.6976,0,0.0
officehome_convnext_frozen__split08__seed2,officehome,0.825903,0.6832,0,0.0
officehome_convnext_frozen__split08__seed3,officehome,0.826668,0.692267,0,0.0
officehome_convnext_frozen__split08__seed4,officehome,0.829826,0.672533,1,0.025898605330860698
officehome_convnext_frozen__split09__seed0,officehome,0.842536,0.703184,1,0.10462456687332719
officehome_convnext_frozen__split09__seed1,officehome,0.844263,0.724771,1,0.1428390701353738
officehome_convnext_frozen__split09__seed2,officehome,0.845261,0.70912,1,0.15389040374827598
officehome_convnext_frozen__split09__seed3,officehome,0.846577,0.704803,0,0.0
officehome_convnext_frozen__split09__seed4,officehome,0.843953,0.714517,0,0.0
officehome_convnext_full__split00__seed0,officehome,0.880866,0.601478,1,0.1430744369425822
officehome_convnext_full__split00__seed1,officehome,0.880534,0.587834,1,0.20417137204846872
officehome_convnext_full__split00__seed2,officehome,0.877554,0.579306,1,0.21867284647584498
officehome_convnext_full__split00__seed3,officehome,0.882585,0.605458,1,0.1430744369425822
officehome_convnext_full__split00__seed4,officehome,0.877745,0.602615,1,0.20381404435430067
officehome_convnext_full__split01__seed0,officehome,0.859264,0.589744,1,0.08424854590934609
officehome_convnext_full__split01__seed1,officehome,0.859375,0.579278,1,0.08731253060325736
officehome_convnext_full__split01__seed2,officehome,0.863062,0.59236,1,0.10589643735940987
officehome_convnext_full__split01__seed3,officehome,0.859224,0.577708,1,0.10122033878276188
officehome_convnext_full__split01__seed4,officehome,0.862146,0.579801,1,0.15033573793590035
officehome_convnext_full__split02__seed0,officehome,0.876356,0.57504,1,0.157815489749388
officehome_convnext_full__split02__seed1,officehome,0.874896,0.569123,1,0.19708012817637616
officehome_convnext_full__split02__seed2,officehome,0.875055,0.58042,1,0.20225289080324438
officehome_convnext_full__split02__seed3,officehome,0.874485,0.567509,1,0.22837397017167985
officehome_convnext_full__split02__seed4,officehome,0.876916,0.568047,1,0.2230509236460652
officehome_convnext_full__split03__seed0,officehome,0.865282,0.649765,1,0.1425659097793796
officehome_convnext_full__split03__seed1,officehome,0.86203,0.624151,1,0.1313680270709738
officehome_convnext_full__split03__seed2,officehome,0.86106,0.616832,1,0.09209422325722294
officehome_convnext_full__split03__seed3,officehome,0.862785,0.620491,1,0.11866983991716755
officehome_convnext_full__split03__seed4,officehome,0.866948,0.605332,1,0.113937551615588
officehome_convnext_full__split04__seed0,officehome,0.844644,0.638274,1,0.16978655553460917
officehome_convnext_full__split04__seed1,officehome,0.837165,0.641593,1,0.11162804582551253
officehome_convnext_full__split04__seed2,officehome,0.84667,0.621128,1,0.1775571091172825
officehome_convnext_full__split04__seed3,officehome,0.828869,0.655973,0,0.0
officehome_convnext_full__split04__seed4,officehome,0.843398,0.626106,0,0.0
officehome_convnext_full__split05__seed0,officehome,0.897464,0.494583,1,0.1416323291327469
officehome_convnext_full__split05__seed1,officehome,0.898693,0.490249,1,0.21014199156621519
officehome_convnext_full__split05__seed2,officehome,0.89643,0.543337,1,0.2103188289596427
officehome_convnext_full__split05__seed3,officehome,0.895385,0.496208,1,0.19547371824876802
officehome_convnext_full__split05__seed4,officehome,0.894265,0.530878,1,0.15983457613948102
officehome_convnext_full__split06__seed0,officehome,0.875661,0.5347,0,0.0
officehome_convnext_full__split06__seed1,officehome,0.87233,0.542061,0,0.0
officehome_convnext_full__split06__seed2,officehome,0.878105,0.546793,0,0.0
officehome_convnext_full__split06__seed3,officehome,0.880312,0.560463,0,0.0
officehome_convnext_full__split06__seed4,officehome,0.879383,0.545741,1,0.10869314463638118
officehome_convnext_full__split07__seed0,officehome,0.892415,0.516301,1,0.192277578996074
officehome_convnext_full__split07__seed1,officehome,0.893079,0.512026,1,0.1597268523798752
officehome_convnext_full__split07__seed2,officehome,0.894975,0.480492,0,0.0
officehome_convnext_full__split07__seed3,officehome,0.884544,0.530732,1,0.12139176492320679
officehome_convnext_full__split07__seed4,officehome,0.892105,0.524319,1,0.15649978153877192
officehome_convnext_full__split08__seed0,officehome,0.857104,0.552,0,0.0
officehome_convnext_full__split08__seed1,officehome,0.859171,0.551467,0,0.0
officehome_convnext_full__split08__seed2,officehome,0.856141,0.548267,0,0.0
officehome_convnext_full__split08__seed3,officehome,0.862259,0.531733,0,0.0
officehome_convnext_full__split08__seed4,officehome,0.866322,0.541333,1,0.16440097084372313
officehome_convnext_full__split09__seed0,officehome,0.872925,0.637345,1,0.1298021202367421
officehome_convnext_full__split09__seed1,officehome,0.871462,0.642202,1,0.1985685496624839
officehome_convnext_full__split09__seed2,officehome,0.874175,0.609822,1,0.19265830053055163
officehome_convnext_full__split09__seed3,officehome,0.871225,0.600108,1,0.1398469232895785
officehome_convnext_full__split09__seed4,officehome,0.866161,0.635186,1,0.2079605794915899
resnext29_8x64d__pathmnist_split_00__seed0__d0.5,resnext29,0.796503,0.834146,1,0.3458953402330114
resnext29_8x64d__pathmnist_split_00__seed0__d5.0,resnext29,0.848804,0.642276,1,0.398003180642516
resnext29_8x64d__pathmnist_split_00__seed1__d0.5,resnext29,0.927493,0.417886,1,0.5290861373723033
resnext29_8x64d__pathmnist_split_00__seed1__d5.0,resnext29,0.818121,0.621138,1,0.23955688380876308
resnext29_8x64d__pathmnist_split_00__seed2__d0.5,resnext29,0.91526,0.44878,1,0.42193795961846997
resnext29_8x64d__pathmnist_split_00__seed2__d5.0,resnext29,0.847723,0.611382,1,0.355312504879042
resnext29_8x64d__pathmnist_split_00__seed3__d0.5,resnext29,0.902033,0.652033,1,0.5464146803369061
resnext29_8x64d__pathmnist_split_00__seed3__d5.0,resnext29,0.884908,0.590244,1,0.4678376257871641
resnext29_8x64d__pathmnist_split_00__seed4__d0.5,resnext29,0.876349,0.487805,1,0.19459387410219353
resnext29_8x64d__pathmnist_split_00__seed4__d5.0,resnext29,0.87411,0.588618,1,0.36003069381448993
resnext29_8x64d__pathmnist_split_01__seed0__d0.5,resnext29,0.799533,0.525,0,0.0
resnext29_8x64d__pathmnist_split_01__seed0__d5.0,resnext29,0.909783,0.186667,1,0.5118150096820842
resnext29_8x64d__pathmnist_split_01__seed1__d0.5,resnext29,0.80949,0.523333,0,0.0
resnext29_8x64d__pathmnist_split_01__seed1__d5.0,resnext29,0.916996,0.185,0,0.0
resnext29_8x64d__pathmnist_split_01__seed2__d0.5,resnext29,0.747007,0.556667,1,0.11518550402919615
resnext29_8x64d__pathmnist_split_01__seed2__d5.0,resnext29,0.858677,0.461667,0,0.0
resnext29_8x64d__pathmnist_split_01__seed3__d0.5,resnext29,0.819259,0.748333,0,0.0
resnext29_8x64d__pathmnist_split_01__seed3__d5.0,resnext29,0.847881,0.491667,0,0.0
resnext29_8x64d__pathmnist_split_01__seed4__d0.5,resnext29,0.884296,0.351667,1,0.46161577160753925
resnext29_8x64d__pathmnist_split_01__seed4__d5.0,resnext29,0.884157,0.37,0,0.0
resnext29_8x64d__pathmnist_split_02__seed0__d0.5,resnext29,0.800349,0.755556,1,0.26860274350919294
resnext29_8x64d__pathmnist_split_02__seed0__d5.0,resnext29,0.890838,0.5,1,0.6015015587265418
resnext29_8x64d__pathmnist_split_02__seed1__d0.5,resnext29,0.832651,0.780952,1,0.5214570776739866
resnext29_8x64d__pathmnist_split_02__seed1__d5.0,resnext29,0.75768,0.831746,1,0.1507783939417992
resnext29_8x64d__pathmnist_split_02__seed2__d0.5,resnext29,0.731334,0.844444,0,0.0
resnext29_8x64d__pathmnist_split_02__seed2__d5.0,resnext29,0.834745,0.774603,1,0.4784987646373189
resnext29_8x64d__pathmnist_split_02__seed3__d0.5,resnext29,0.831382,0.730159,1,0.3939920881474064
resnext29_8x64d__pathmnist_split_02__seed3__d5.0,resnext29,0.82418,0.650794,1,0.38008965446928306
resnext29_8x64d__pathmnist_split_02__seed4__d0.5,resnext29,0.880602,0.684127,1,0.5118693767258353
resnext29_8x64d__pathmnist_split_02__seed4__d5.0,resnext29,0.855645,0.626984,1,0.4880039024198151
resnext29_8x64d__pathmnist_split_03__seed0__d0.5,resnext29,0.688713,0.920255,0,0.0
resnext29_8x64d__pathmnist_split_03__seed0__d5.0,resnext29,0.768157,0.751196,0,0.0
resnext29_8x64d__pathmnist_split_03__seed1__d0.5,resnext29,0.760088,0.874003,0,0.0
resnext29_8x64d__pathmnist_split_03__seed1__d5.0,resnext29,0.797456,0.795853,0,0.0
resnext29_8x64d__pathmnist_split_03__seed2__d0.5,resnext29,0.74836,0.854864,1,0.16947585374707913
resnext29_8x64d__pathmnist_split_03__seed2__d5.0,resnext29,0.733581,0.773525,0,0.0
resnext29_8x64d__pathmnist_split_03__seed3__d0.5,resnext29,0.695421,0.923445,0,0.0
resnext29_8x64d__pathmnist_split_03__seed3__d5.0,resnext29,0.650291,0.950558,0,0.0
resnext29_8x64d__pathmnist_split_03__seed4__d0.5,resnext29,0.712609,0.838915,1,0.2187431630858342
resnext29_8x64d__pathmnist_split_03__seed4__d5.0,resnext29,0.774462,0.907496,1,0.299294070394481
resnext29_8x64d__pathmnist_split_04__seed0__d0.5,resnext29,0.613224,0.68062,0,0.0
resnext29_8x64d__pathmnist_split_04__seed0__d5.0,resnext29,0.665197,0.789147,0,0.0
resnext29_8x64d__pathmnist_split_04__seed1__d0.5,resnext29,0.662402,0.899225,1,0.16839194775927221
resnext29_8x64d__pathmnist_split_04__seed1__d5.0,resnext29,0.688213,0.705426,0,0.0
resnext29_8x64d__pathmnist_split_04__seed2__d0.5,resnext29,0.576734,0.88062,0,0.0
resnext29_8x64d__pathmnist_split_04__seed2__d5.0,resnext29,0.636723,0.888372,0,0.0
resnext29_8x64d__pathmnist_split_04__seed3__d0.5,resnext29,0.711088,0.714729,0,0.0
resnext29_8x64d__pathmnist_split_04__seed3__d5.0,resnext29,0.62637,0.765891,0,0.0
resnext29_8x64d__pathmnist_split_04__seed4__d0.5,resnext29,0.505274,0.885271,0,0.0
resnext29_8x64d__pathmnist_split_04__seed4__d5.0,resnext29,0.599644,0.834109,0,0.0
