semantic_id,dataset,d,audit_n_per_client,n_cells,n_cell_replicates,certified_count,certification_rate,effective_certified_acceptance,conditional_certified_acceptance
cifar100_proser_fedavg__split07__seed1__d0.1,cifar100,0.1,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed1__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed1__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed1__d0.5,cifar100,0.5,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed1__d0.5,cifar100,0.5,1028,1.0,200.0,5.0,0.025,0.0026179990323986864,0.10471996129594745
cifar100_proser_fedavg__split07__seed1__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed1__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed1__d5.0,cifar100,5.0,514,1.0,200.0,46.0,0.23,0.0264765508037612,0.1151154382772226
cifar100_proser_fedavg__split07__seed1__d5.0,cifar100,5.0,1028,1.0,200.0,193.0,0.965,0.1519996704387328,0.15751261185360912
cifar100_proser_fedavg__split07__seed2__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed2__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed2__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed2__d0.1,cifar100,0.1,1028,1.0,200.0,1.0,0.005,6.73899712022035e-05,0.0134779942404407
cifar100_proser_fedavg__split07__seed2__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed2__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed2__d0.5,cifar100,0.5,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed2__d0.5,cifar100,0.5,1028,1.0,200.0,74.0,0.37,0.028805112382173096,0.07785165508695431
cifar100_proser_fedavg__split07__seed2__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed2__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed2__d5.0,cifar100,5.0,514,1.0,200.0,1.0,0.005,0.0004781342543832815,0.0956268508766563
cifar100_proser_fedavg__split07__seed2__d5.0,cifar100,5.0,1028,1.0,200.0,54.0,0.27,0.023816573959204133,0.08820953318223752
cifar100_proser_fedavg__split07__seed3__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed3__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed3__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed3__d0.1,cifar100,0.1,1028,1.0,200.0,20.0,0.1,0.00650732981248041,0.0650732981248041
cifar100_proser_fedavg__split07__seed3__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed3__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed3__d0.5,cifar100,0.5,514,1.0,200.0,28.0,0.14,0.009643911740439808,0.06888508386028433
cifar100_proser_fedavg__split07__seed3__d0.5,cifar100,0.5,1028,1.0,200.0,184.0,0.92,0.11537456675902572,0.1254071377815497
cifar100_proser_fedavg__split07__seed3__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed3__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed3__d5.0,cifar100,5.0,514,1.0,200.0,4.0,0.02,0.002212672948433604,0.1106336474216802
cifar100_proser_fedavg__split07__seed3__d5.0,cifar100,5.0,1028,1.0,200.0,137.0,0.685,0.07945436258855747,0.11599177020227369
cifar100_proser_fedavg__split07__seed4__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed4__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed4__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed4__d0.1,cifar100,0.1,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed4__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed4__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed4__d0.5,cifar100,0.5,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed4__d0.5,cifar100,0.5,1028,1.0,200.0,47.0,0.235,0.025386688900132466,0.10802846340481904
cifar100_proser_fedavg__split07__seed4__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed4__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed4__d5.0,cifar100,5.0,514,1.0,200.0,9.0,0.045,0.004504338112133608,0.10009640249185797
cifar100_proser_fedavg__split07__seed4__d5.0,cifar100,5.0,1028,1.0,200.0,124.0,0.62,0.07888428390900243,0.127232715982262
cifar100_proser_fedavg__split08__seed0__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed0__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed0__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed0__d0.1,cifar100,0.1,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed0__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed0__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed0__d0.5,cifar100,0.5,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed0__d0.5,cifar100,0.5,1028,1.0,200.0,3.0,0.015,0.0017604273375577595,0.11736182250385063
cifar100_proser_fedavg__split08__seed0__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed0__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed0__d5.0,cifar100,5.0,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed0__d5.0,cifar100,5.0,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed1__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed1__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed1__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed1__d0.1,cifar100,0.1,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed1__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed1__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed1__d0.5,cifar100,0.5,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed1__d0.5,cifar100,0.5,1028,1.0,200.0,1.0,0.005,8.947303399419928e-05,0.017894606798839856
cifar100_proser_fedavg__split08__seed1__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed1__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed1__d5.0,cifar100,5.0,514,1.0,200.0,3.0,0.015,0.0012431748595938404,0.0828783239729227
cifar100_proser_fedavg__split08__seed1__d5.0,cifar100,5.0,1028,1.0,200.0,78.0,0.39,0.03460591664612412,0.08873311960544646
cifar100_proser_fedavg__split08__seed2__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed2__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed2__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed2__d0.1,cifar100,0.1,1028,1.0,200.0,8.0,0.04,0.0006690891246257971,0.016727228115644928
cifar100_proser_fedavg__split08__seed2__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed2__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed2__d0.5,cifar100,0.5,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed2__d0.5,cifar100,0.5,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed2__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed2__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed2__d5.0,cifar100,5.0,514,1.0,200.0,2.0,0.01,0.00061826161526105,0.061826161526105
cifar100_proser_fedavg__split08__seed2__d5.0,cifar100,5.0,1028,1.0,200.0,45.0,0.225,0.016255085307502793,0.0722448235889013
cifar100_proser_fedavg__split08__seed3__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed3__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed3__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed3__d0.1,cifar100,0.1,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed3__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed3__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed3__d0.5,cifar100,0.5,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed3__d0.5,cifar100,0.5,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed3__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed3__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed3__d5.0,cifar100,5.0,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed3__d5.0,cifar100,5.0,1028,1.0,200.0,15.0,0.075,0.004376924531946918,0.058358993759292245
cifar100_proser_fedavg__split08__seed4__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed4__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed4__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed4__d0.1,cifar100,0.1,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed4__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed4__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed4__d0.5,cifar100,0.5,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed4__d0.5,cifar100,0.5,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed4__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed4__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed4__d5.0,cifar100,5.0,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split08__seed4__d5.0,cifar100,5.0,1028,1.0,200.0,12.0,0.06,0.004740203062657802,0.07900338437763002
cifar100_proser_fedavg__split09__seed0__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed0__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed0__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed0__d0.1,cifar100,0.1,1028,1.0,200.0,7.0,0.035,0.0011614118428456175,0.03318319550987479
cifar100_proser_fedavg__split09__seed0__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed0__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed0__d0.5,cifar100,0.5,514,1.0,200.0,3.0,0.015,0.0012385140325130257,0.08256760216753505
cifar100_proser_fedavg__split09__seed0__d0.5,cifar100,0.5,1028,1.0,200.0,90.0,0.45,0.04333113166831159,0.09629140370735909
cifar100_proser_fedavg__split09__seed0__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed0__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed0__d5.0,cifar100,5.0,514,1.0,200.0,36.0,0.18,0.016443326731829605,0.09135181517683114
cifar100_proser_fedavg__split09__seed0__d5.0,cifar100,5.0,1028,1.0,200.0,191.0,0.955,0.1323783690849792,0.13861609328270075
cifar100_proser_fedavg__split09__seed1__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed1__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed1__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed1__d0.1,cifar100,0.1,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed1__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed1__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed1__d0.5,cifar100,0.5,514,1.0,200.0,1.0,0.005,0.0003212264032168913,0.06424528064337826
cifar100_proser_fedavg__split09__seed1__d0.5,cifar100,0.5,1028,1.0,200.0,40.0,0.2,0.019854404363379475,0.09927202181689736
cifar100_proser_fedavg__split09__seed1__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed1__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed1__d5.0,cifar100,5.0,514,1.0,200.0,23.0,0.115,0.010750771181258011,0.09348496679354792
cifar100_proser_fedavg__split09__seed1__d5.0,cifar100,5.0,1028,1.0,200.0,170.0,0.85,0.10704820828251836,0.12593906856766868
cifar100_proser_fedavg__split09__seed2__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed2__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed2__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed2__d0.1,cifar100,0.1,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed2__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed2__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed2__d0.5,cifar100,0.5,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed2__d0.5,cifar100,0.5,1028,1.0,200.0,31.0,0.155,0.012518555942230765,0.08076487704665007
cifar100_proser_fedavg__split09__seed2__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed2__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed2__d5.0,cifar100,5.0,514,1.0,200.0,25.0,0.125,0.010202537271232935,0.08162029816986348
cifar100_proser_fedavg__split09__seed2__d5.0,cifar100,5.0,1028,1.0,200.0,178.0,0.89,0.11706915039849992,0.1315383712342696
cifar100_proser_fedavg__split09__seed3__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed3__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed3__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed3__d0.1,cifar100,0.1,1028,1.0,200.0,25.0,0.125,0.008760177993976834,0.07008142395181467
cifar100_proser_fedavg__split09__seed3__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed3__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed3__d0.5,cifar100,0.5,514,1.0,200.0,44.0,0.22,0.012317769252052541,0.05598986023660246
cifar100_proser_fedavg__split09__seed3__d0.5,cifar100,0.5,1028,1.0,200.0,191.0,0.955,0.09140869052678637,0.09571590631077108
cifar100_proser_fedavg__split09__seed3__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed3__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed3__d5.0,cifar100,5.0,514,1.0,200.0,79.0,0.395,0.038295548657273,0.096950756094362
cifar100_proser_fedavg__split09__seed3__d5.0,cifar100,5.0,1028,1.0,200.0,195.0,0.975,0.13974284813330115,0.14332599808543708
cifar100_proser_fedavg__split09__seed4__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed4__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed4__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed4__d0.1,cifar100,0.1,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed4__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed4__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed4__d0.5,cifar100,0.5,514,1.0,200.0,12.0,0.06,0.0037161829569425254,0.061936382615708746
cifar100_proser_fedavg__split09__seed4__d0.5,cifar100,0.5,1028,1.0,200.0,136.0,0.68,0.05897227107200802,0.08672392804707062
cifar100_proser_fedavg__split09__seed4__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed4__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split09__seed4__d5.0,cifar100,5.0,514,1.0,200.0,37.0,0.185,0.01955258520641291,0.1056896497643941
cifar100_proser_fedavg__split09__seed4__d5.0,cifar100,5.0,1028,1.0,200.0,181.0,0.905,0.1252484800325195,0.13839611053317075
cifar10_proser_fedavg__split00__seed0__d0.1,cifar10,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed0__d0.1,cifar10,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed0__d0.1,cifar10,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed0__d0.1,cifar10,0.1,1028,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed0__d0.5,cifar10,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed0__d0.5,cifar10,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed0__d0.5,cifar10,0.5,514,1.0,200.0,1.0,0.005,0.0003782983876495807,0.07565967752991613
cifar10_proser_fedavg__split00__seed0__d0.5,cifar10,0.5,1028,1.0,200.0,38.0,0.19,0.01401136479464423,0.07374402523496965
cifar10_proser_fedavg__split00__seed0__d5.0,cifar10,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed0__d5.0,cifar10,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed0__d5.0,cifar10,5.0,514,1.0,200.0,70.0,0.35,0.04330645426258954,0.12373272646454155
cifar10_proser_fedavg__split00__seed0__d5.0,cifar10,5.0,1028,1.0,200.0,193.0,0.965,0.2080840276660356,0.21563111675236854
cifar10_proser_fedavg__split00__seed1__d0.1,cifar10,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed1__d0.1,cifar10,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed1__d0.1,cifar10,0.1,514,1.0,200.0,3.0,0.015,0.0010130742724689067,0.06753828483126044
cifar10_proser_fedavg__split00__seed1__d0.1,cifar10,0.1,1028,1.0,200.0,135.0,0.675,0.051525616996541304,0.07633424740228342
cifar10_proser_fedavg__split00__seed1__d0.5,cifar10,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed1__d0.5,cifar10,0.5,256,1.0,200.0,17.0,0.085,0.01552611119830465,0.1826601317447606
cifar10_proser_fedavg__split00__seed1__d0.5,cifar10,0.5,514,1.0,200.0,177.0,0.885,0.20061559296027184,0.22668428583081565
cifar10_proser_fedavg__split00__seed1__d0.5,cifar10,0.5,1028,1.0,200.0,200.0,1.0,0.3108137297756657,0.3108137297756657
cifar10_proser_fedavg__split00__seed1__d5.0,cifar10,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed1__d5.0,cifar10,5.0,256,1.0,200.0,7.0,0.035,0.005872300744057548,0.16778002125878708
cifar10_proser_fedavg__split00__seed1__d5.0,cifar10,5.0,514,1.0,200.0,123.0,0.615,0.12104291624735873,0.1968177499957053
cifar10_proser_fedavg__split00__seed1__d5.0,cifar10,5.0,1028,1.0,200.0,197.0,0.985,0.30093780516935364,0.30552061438513056
cifar10_proser_fedavg__split00__seed2__d0.1,cifar10,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed2__d0.1,cifar10,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed2__d0.1,cifar10,0.1,514,1.0,200.0,11.0,0.055,0.0037311353394419277,0.06783882435348959
cifar10_proser_fedavg__split00__seed2__d0.1,cifar10,0.1,1028,1.0,200.0,120.0,0.6,0.05380116829612766,0.08966861382687943
cifar10_proser_fedavg__split00__seed2__d0.5,cifar10,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed2__d0.5,cifar10,0.5,256,1.0,200.0,43.0,0.215,0.03671263682553753,0.17075645035133735
cifar10_proser_fedavg__split00__seed2__d0.5,cifar10,0.5,514,1.0,200.0,181.0,0.905,0.2386391712353319,0.26368969197274245
cifar10_proser_fedavg__split00__seed2__d0.5,cifar10,0.5,1028,1.0,200.0,200.0,1.0,0.3593801827920349,0.3593801827920349
cifar10_proser_fedavg__split00__seed2__d5.0,cifar10,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed2__d5.0,cifar10,5.0,256,1.0,200.0,1.0,0.005,0.0009802018570651404,0.19604037141302808
cifar10_proser_fedavg__split00__seed2__d5.0,cifar10,5.0,514,1.0,200.0,83.0,0.415,0.07896661365912552,0.19028099676897717
cifar10_proser_fedavg__split00__seed2__d5.0,cifar10,5.0,1028,1.0,200.0,197.0,0.985,0.27487207389779855,0.2790579430434503
cifar10_proser_fedavg__split00__seed3__d0.1,cifar10,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed3__d0.1,cifar10,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed3__d0.1,cifar10,0.1,514,1.0,200.0,5.0,0.025,0.0027213574130058736,0.10885429652023496
cifar10_proser_fedavg__split00__seed3__d0.1,cifar10,0.1,1028,1.0,200.0,103.0,0.515,0.07348863872036063,0.14269638586477792
cifar10_proser_fedavg__split00__seed3__d0.5,cifar10,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed3__d0.5,cifar10,0.5,256,1.0,200.0,5.0,0.025,0.003808976705114894,0.15235906820459577
cifar10_proser_fedavg__split00__seed3__d0.5,cifar10,0.5,514,1.0,200.0,119.0,0.595,0.09865355290341746,0.1658042905939789
cifar10_proser_fedavg__split00__seed3__d0.5,cifar10,0.5,1028,1.0,200.0,200.0,1.0,0.28911935070368405,0.28911935070368405
cifar10_proser_fedavg__split00__seed3__d5.0,cifar10,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed3__d5.0,cifar10,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed3__d5.0,cifar10,5.0,514,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed3__d5.0,cifar10,5.0,1028,1.0,200.0,42.0,0.21,0.022856672833644485,0.10884129920783088
cifar10_proser_fedavg__split00__seed4__d0.1,cifar10,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed4__d0.1,cifar10,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed4__d0.1,cifar10,0.1,514,1.0,200.0,2.0,0.01,0.0011065102681655683,0.11065102681655684
cifar10_proser_fedavg__split00__seed4__d0.1,cifar10,0.1,1028,1.0,200.0,81.0,0.405,0.04478261663527441,0.11057436206240592
cifar10_proser_fedavg__split00__seed4__d0.5,cifar10,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed4__d0.5,cifar10,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed4__d0.5,cifar10,0.5,514,1.0,200.0,2.0,0.01,0.0016965248468926851,0.16965248468926852
cifar10_proser_fedavg__split00__seed4__d0.5,cifar10,0.5,1028,1.0,200.0,55.0,0.275,0.06499543637178172,0.23634704135193352
cifar10_proser_fedavg__split00__seed4__d5.0,cifar10,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed4__d5.0,cifar10,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar10_proser_fedavg__split00__seed4__d5.0,cifar10,5.0,514,1.0,200.0,6.0,0.03,0.003009430517572088,0.10031435058573628
cifar10_proser_fedavg__split00__seed4__d5.0,cifar10,5.0,1028,1.0,200.0,101.0,0.505,0.07041340295117822,0.13943248109144202
