semantic_id,dataset,d,audit_n_per_client,n_cells,n_cell_replicates,certified_count,certification_rate,effective_certified_acceptance,conditional_certified_acceptance
cifar100_proser_fedavg__split03__seed2__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split03__seed2__d5.0,cifar100,5.0,514,1.0,200.0,36.0,0.18,0.012149966989676847,0.06749981660931582
cifar100_proser_fedavg__split03__seed2__d5.0,cifar100,5.0,1028,1.0,200.0,192.0,0.96,0.11086407980474965,0.1154834164632809
cifar100_proser_fedavg__split03__seed3__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split03__seed3__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split03__seed3__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split03__seed3__d0.1,cifar100,0.1,1028,1.0,200.0,32.0,0.16,0.005621687020716767,0.03513554387947979
cifar100_proser_fedavg__split03__seed3__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split03__seed3__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split03__seed3__d0.5,cifar100,0.5,514,1.0,200.0,3.0,0.015,0.0007335672930585338,0.04890448620390225
cifar100_proser_fedavg__split03__seed3__d0.5,cifar100,0.5,1028,1.0,200.0,145.0,0.725,0.04766904453307319,0.06575040625251473
cifar100_proser_fedavg__split03__seed3__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split03__seed3__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split03__seed3__d5.0,cifar100,5.0,514,1.0,200.0,29.0,0.145,0.008540441035162737,0.0588995933459499
cifar100_proser_fedavg__split03__seed3__d5.0,cifar100,5.0,1028,1.0,200.0,191.0,0.955,0.08223931020644049,0.08611446094915234
cifar100_proser_fedavg__split03__seed4__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split03__seed4__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split03__seed4__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split03__seed4__d0.1,cifar100,0.1,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split03__seed4__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split03__seed4__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split03__seed4__d0.5,cifar100,0.5,514,1.0,200.0,10.0,0.05,0.0035275883719561173,0.07055176743912234
cifar100_proser_fedavg__split03__seed4__d0.5,cifar100,0.5,1028,1.0,200.0,112.0,0.56,0.04369839499771423,0.07803284821020398
cifar100_proser_fedavg__split03__seed4__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split03__seed4__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split03__seed4__d5.0,cifar100,5.0,514,1.0,200.0,108.0,0.54,0.044092101791273375,0.08165204035420993
cifar100_proser_fedavg__split03__seed4__d5.0,cifar100,5.0,1028,1.0,200.0,197.0,0.985,0.12388489135353865,0.12577146330308492
cifar100_proser_fedavg__split04__seed0__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed0__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed0__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed0__d0.1,cifar100,0.1,1028,1.0,200.0,1.0,0.005,0.0003165063398446132,0.06330126796892264
cifar100_proser_fedavg__split04__seed0__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed0__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed0__d0.5,cifar100,0.5,514,1.0,200.0,45.0,0.225,0.017814279211981823,0.0791745742754748
cifar100_proser_fedavg__split04__seed0__d0.5,cifar100,0.5,1028,1.0,200.0,190.0,0.95,0.10238307108855717,0.10777165377742859
cifar100_proser_fedavg__split04__seed0__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed0__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed0__d5.0,cifar100,5.0,514,1.0,200.0,43.0,0.215,0.02482816042526262,0.11547981593145401
cifar100_proser_fedavg__split04__seed0__d5.0,cifar100,5.0,1028,1.0,200.0,188.0,0.94,0.14734888344943997,0.15675413132919144
cifar100_proser_fedavg__split04__seed1__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed1__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed1__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed1__d0.1,cifar100,0.1,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed1__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed1__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed1__d0.5,cifar100,0.5,514,1.0,200.0,61.0,0.305,0.018082618935963753,0.05928727519988116
cifar100_proser_fedavg__split04__seed1__d0.5,cifar100,0.5,1028,1.0,200.0,196.0,0.98,0.10592487640054646,0.10808660857198615
cifar100_proser_fedavg__split04__seed1__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed1__d5.0,cifar100,5.0,256,1.0,200.0,1.0,0.005,0.0002748506735274922,0.054970134705498434
cifar100_proser_fedavg__split04__seed1__d5.0,cifar100,5.0,514,1.0,200.0,117.0,0.585,0.06119367862360345,0.10460457884376659
cifar100_proser_fedavg__split04__seed1__d5.0,cifar100,5.0,1028,1.0,200.0,200.0,1.0,0.16228869396147266,0.16228869396147266
cifar100_proser_fedavg__split04__seed2__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed2__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed2__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed2__d0.1,cifar100,0.1,1028,1.0,200.0,6.0,0.03,0.0009977622492369962,0.0332587416412332
cifar100_proser_fedavg__split04__seed2__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed2__d0.5,cifar100,0.5,256,1.0,200.0,1.0,0.005,0.0005081094053165152,0.10162188106330305
cifar100_proser_fedavg__split04__seed2__d0.5,cifar100,0.5,514,1.0,200.0,80.0,0.4,0.04136519360914793,0.10341298402286983
cifar100_proser_fedavg__split04__seed2__d0.5,cifar100,0.5,1028,1.0,200.0,199.0,0.995,0.15764724324241072,0.1584394404446339
cifar100_proser_fedavg__split04__seed2__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed2__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed2__d5.0,cifar100,5.0,514,1.0,200.0,12.0,0.06,0.004683735201731024,0.07806225336218374
cifar100_proser_fedavg__split04__seed2__d5.0,cifar100,5.0,1028,1.0,200.0,162.0,0.81,0.09094370413029358,0.11227617793863406
cifar100_proser_fedavg__split04__seed3__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed3__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed3__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed3__d0.1,cifar100,0.1,1028,1.0,200.0,12.0,0.06,0.003257186159974437,0.05428643599957394
cifar100_proser_fedavg__split04__seed3__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed3__d0.5,cifar100,0.5,256,1.0,200.0,1.0,0.005,0.0003658056018207851,0.07316112036415702
cifar100_proser_fedavg__split04__seed3__d0.5,cifar100,0.5,514,1.0,200.0,71.0,0.355,0.02889425692337132,0.0813922730235812
cifar100_proser_fedavg__split04__seed3__d0.5,cifar100,0.5,1028,1.0,200.0,197.0,0.985,0.1191926322339496,0.12100774846086254
cifar100_proser_fedavg__split04__seed3__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed3__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed3__d5.0,cifar100,5.0,514,1.0,200.0,45.0,0.225,0.022467519355128158,0.09985564157834736
cifar100_proser_fedavg__split04__seed3__d5.0,cifar100,5.0,1028,1.0,200.0,172.0,0.86,0.12941898900931245,0.15048719652245635
cifar100_proser_fedavg__split04__seed4__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed4__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed4__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed4__d0.1,cifar100,0.1,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed4__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed4__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed4__d0.5,cifar100,0.5,514,1.0,200.0,7.0,0.035,0.002186468797013369,0.062470537057524825
cifar100_proser_fedavg__split04__seed4__d0.5,cifar100,0.5,1028,1.0,200.0,102.0,0.51,0.034095319766103846,0.06685356816883106
cifar100_proser_fedavg__split04__seed4__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed4__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split04__seed4__d5.0,cifar100,5.0,514,1.0,200.0,22.0,0.11,0.010101401338482334,0.09183092125893032
cifar100_proser_fedavg__split04__seed4__d5.0,cifar100,5.0,1028,1.0,200.0,132.0,0.66,0.07028492606225942,0.10649231221554456
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,0.1,1028,1.0,200.0,2.0,0.01,0.0005403460871970428,0.05403460871970428
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,0.5,514,1.0,200.0,9.0,0.045,0.002879355083591683,0.06398566852425963
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,0.5,1028,1.0,200.0,146.0,0.73,0.06307459912813115,0.08640356044949474
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,5.0,514,1.0,200.0,4.0,0.02,0.0018229726698626195,0.09114863349313097
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,5.0,1028,1.0,200.0,85.0,0.425,0.04461598900016563,0.10497879764744857
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,0.1,1028,1.0,200.0,2.0,0.01,0.0002516508584266077,0.02516508584266077
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,0.5,514,1.0,200.0,9.0,0.045,0.002180715330959405,0.048460340687986776
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,0.5,1028,1.0,200.0,150.0,0.75,0.052133190746104965,0.06951092099480662
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,5.0,256,1.0,200.0,1.0,0.005,0.0002897459519812777,0.05794919039625555
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,5.0,514,1.0,200.0,44.0,0.22,0.017676906223790402,0.08034957374450183
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,5.0,1028,1.0,200.0,180.0,0.9,0.10653609137323082,0.11837343485914535
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,0.1,1028,1.0,200.0,23.0,0.115,0.003899559144347277,0.03390920995084588
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,0.5,514,1.0,200.0,2.0,0.01,0.0006431026091631638,0.06431026091631638
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,0.5,1028,1.0,200.0,115.0,0.575,0.03974424094748817,0.06912041903910987
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,5.0,514,1.0,200.0,11.0,0.055,0.004620450847365602,0.0840081972248291
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,5.0,1028,1.0,200.0,149.0,0.745,0.07483901065499202,0.10045504785904968
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,0.1,1028,1.0,200.0,15.0,0.075,0.003135220592560102,0.04180294123413471
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,0.5,514,1.0,200.0,10.0,0.05,0.0028113677355661015,0.05622735471132202
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,0.5,1028,1.0,200.0,115.0,0.575,0.03555262423839495,0.0618306508493825
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,5.0,514,1.0,200.0,22.0,0.11,0.007176495991743169,0.06524087265221064
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,5.0,1028,1.0,200.0,165.0,0.825,0.07094527801915951,0.08599427638686001
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,0.1,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed4__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed4__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed4__d0.5,cifar100,0.5,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed4__d0.5,cifar100,0.5,1028,1.0,200.0,10.0,0.05,0.003102285388879695,0.062045707777593904
cifar100_proser_fedavg__split05__seed4__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed4__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split05__seed4__d5.0,cifar100,5.0,514,1.0,200.0,8.0,0.04,0.0036150103894365816,0.09037525973591454
cifar100_proser_fedavg__split05__seed4__d5.0,cifar100,5.0,1028,1.0,200.0,75.0,0.375,0.0443000904907435,0.11813357464198262
cifar100_proser_fedavg__split06__seed0__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed0__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed0__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed0__d0.1,cifar100,0.1,1028,1.0,200.0,2.0,0.01,0.00031484775225609546,0.031484775225609545
cifar100_proser_fedavg__split06__seed0__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed0__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed0__d0.5,cifar100,0.5,514,1.0,200.0,3.0,0.015,0.0009545861659832791,0.06363907773221861
cifar100_proser_fedavg__split06__seed0__d0.5,cifar100,0.5,1028,1.0,200.0,110.0,0.55,0.04232181120138722,0.07694874763888587
cifar100_proser_fedavg__split06__seed0__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed0__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed0__d5.0,cifar100,5.0,514,1.0,200.0,20.0,0.1,0.008725776550934483,0.08725776550934482
cifar100_proser_fedavg__split06__seed0__d5.0,cifar100,5.0,1028,1.0,200.0,167.0,0.835,0.10757505283875758,0.12883239860929052
cifar100_proser_fedavg__split06__seed1__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed1__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed1__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed1__d0.1,cifar100,0.1,1028,1.0,200.0,1.0,0.005,7.465951515314692e-05,0.014931903030629384
cifar100_proser_fedavg__split06__seed1__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed1__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed1__d0.5,cifar100,0.5,514,1.0,200.0,4.0,0.02,0.001071957450813142,0.0535978725406571
cifar100_proser_fedavg__split06__seed1__d0.5,cifar100,0.5,1028,1.0,200.0,59.0,0.295,0.02374148537053273,0.08047961142553467
cifar100_proser_fedavg__split06__seed1__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed1__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed1__d5.0,cifar100,5.0,514,1.0,200.0,38.0,0.19,0.01703508809314116,0.08965835838495345
cifar100_proser_fedavg__split06__seed1__d5.0,cifar100,5.0,1028,1.0,200.0,187.0,0.935,0.1155664724688929,0.12360050531432393
cifar100_proser_fedavg__split06__seed2__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed2__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed2__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed2__d0.1,cifar100,0.1,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed2__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed2__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed2__d0.5,cifar100,0.5,514,1.0,200.0,38.0,0.19,0.012598762394419585,0.06630927576010309
cifar100_proser_fedavg__split06__seed2__d0.5,cifar100,0.5,1028,1.0,200.0,191.0,0.955,0.09246177359741994,0.09681861109677482
cifar100_proser_fedavg__split06__seed2__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed2__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed2__d5.0,cifar100,5.0,514,1.0,200.0,63.0,0.315,0.02104270549808396,0.06680223967645703
cifar100_proser_fedavg__split06__seed2__d5.0,cifar100,5.0,1028,1.0,200.0,196.0,0.98,0.09634743649265254,0.0983137107067883
cifar100_proser_fedavg__split06__seed3__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed3__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed3__d0.1,cifar100,0.1,514,1.0,200.0,1.0,0.005,0.00025731703402725927,0.051463406805451854
cifar100_proser_fedavg__split06__seed3__d0.1,cifar100,0.1,1028,1.0,200.0,62.0,0.31,0.013576676089372013,0.04379572932055488
cifar100_proser_fedavg__split06__seed3__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed3__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed3__d0.5,cifar100,0.5,514,1.0,200.0,3.0,0.015,0.0008996313356010089,0.059975422373400596
cifar100_proser_fedavg__split06__seed3__d0.5,cifar100,0.5,1028,1.0,200.0,123.0,0.615,0.04335246639068458,0.07049181526940583
cifar100_proser_fedavg__split06__seed3__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed3__d5.0,cifar100,5.0,256,1.0,200.0,1.0,0.005,0.0003047536052132915,0.06095072104265829
cifar100_proser_fedavg__split06__seed3__d5.0,cifar100,5.0,514,1.0,200.0,56.0,0.28,0.027453153965319485,0.09804697844756959
cifar100_proser_fedavg__split06__seed3__d5.0,cifar100,5.0,1028,1.0,200.0,183.0,0.915,0.12986143228752464,0.14192506260931653
cifar100_proser_fedavg__split06__seed4__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed4__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed4__d0.1,cifar100,0.1,514,1.0,200.0,1.0,0.005,0.00014276639323355865,0.02855327864671173
cifar100_proser_fedavg__split06__seed4__d0.1,cifar100,0.1,1028,1.0,200.0,29.0,0.145,0.005976075022419575,0.041214310499445336
cifar100_proser_fedavg__split06__seed4__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed4__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed4__d0.5,cifar100,0.5,514,1.0,200.0,6.0,0.03,0.0014886475670007804,0.04962158556669267
cifar100_proser_fedavg__split06__seed4__d0.5,cifar100,0.5,1028,1.0,200.0,125.0,0.625,0.047483247309201344,0.07597319569472218
cifar100_proser_fedavg__split06__seed4__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed4__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split06__seed4__d5.0,cifar100,5.0,514,1.0,200.0,17.0,0.085,0.006581042255387067,0.07742402653396552
cifar100_proser_fedavg__split06__seed4__d5.0,cifar100,5.0,1028,1.0,200.0,175.0,0.875,0.09412549155893393,0.10757199035306735
cifar100_proser_fedavg__split07__seed0__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed0__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed0__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed0__d0.1,cifar100,0.1,1028,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed0__d0.5,cifar100,0.5,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed0__d0.5,cifar100,0.5,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed0__d0.5,cifar100,0.5,514,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed0__d0.5,cifar100,0.5,1028,1.0,200.0,21.0,0.105,0.006029503426544637,0.05742384215756796
cifar100_proser_fedavg__split07__seed0__d5.0,cifar100,5.0,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed0__d5.0,cifar100,5.0,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed0__d5.0,cifar100,5.0,514,1.0,200.0,29.0,0.145,0.014761418659607086,0.10180288730763506
cifar100_proser_fedavg__split07__seed0__d5.0,cifar100,5.0,1028,1.0,200.0,176.0,0.88,0.1099760774197388,0.1249728152497032
cifar100_proser_fedavg__split07__seed1__d0.1,cifar100,0.1,128,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed1__d0.1,cifar100,0.1,256,1.0,200.0,0.0,0.0,0.0,
cifar100_proser_fedavg__split07__seed1__d0.1,cifar100,0.1,514,1.0,200.0,0.0,0.0,0.0,
