semantic_id,dataset,condition,alpha,J,traffic_counts,simplex_certified,simplex_risk_bound,simplex_coverage_lcb,bounded_certified,bounded_risk_bound,bounded_coverage_lcb,gain
cifar100_proser_fedavg__split04__seed2__d0.5,cifar100,d0.5,0.3,5,192|191|207|201|209,1,0.2874834532178822,0.13671084543802253,1,0.26984186785461195,0.1847530231818345,0
cifar100_proser_fedavg__split04__seed2__d5.0,cifar100,d5,0.05,5,187|207|209|191|206,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed2__d5.0,cifar100,d5,0.1,5,187|207|209|191|206,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed2__d5.0,cifar100,d5,0.15,5,187|207|209|191|206,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed2__d5.0,cifar100,d5,0.2,5,187|207|209|191|206,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed2__d5.0,cifar100,d5,0.25,5,187|207|209|191|206,0,,0.0,1,0.23749511002674356,0.1287943905146198,1
cifar100_proser_fedavg__split04__seed2__d5.0,cifar100,d5,0.3,5,187|207|209|191|206,1,0.289646306976098,0.12804566180103333,1,0.29978611267387256,0.2123129095957353,0
cifar100_proser_fedavg__split04__seed3__d0.1,cifar100,d0.1,0.05,5,223|188|179|202|208,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed3__d0.1,cifar100,d0.1,0.1,5,223|188|179|202|208,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed3__d0.1,cifar100,d0.1,0.15,5,223|188|179|202|208,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed3__d0.1,cifar100,d0.1,0.2,5,223|188|179|202|208,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed3__d0.1,cifar100,d0.1,0.25,5,223|188|179|202|208,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed3__d0.1,cifar100,d0.1,0.3,5,223|188|179|202|208,0,,0.0,1,0.2681149123976383,0.061447444352332445,1
cifar100_proser_fedavg__split04__seed3__d0.5,cifar100,d0.5,0.05,5,192|186|205|196|221,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed3__d0.5,cifar100,d0.5,0.1,5,192|186|205|196|221,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed3__d0.5,cifar100,d0.5,0.15,5,192|186|205|196|221,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed3__d0.5,cifar100,d0.5,0.2,5,192|186|205|196|221,0,,0.0,1,0.1843143322643374,0.0762458856303724,1
cifar100_proser_fedavg__split04__seed3__d0.5,cifar100,d0.5,0.25,5,192|186|205|196|221,1,0.23395028740164917,0.0889210237552595,1,0.19143251483423285,0.09118788764929395,0
cifar100_proser_fedavg__split04__seed3__d0.5,cifar100,d0.5,0.3,5,192|186|205|196|221,1,0.28868505365247105,0.14019070027175998,1,0.2998043688361298,0.20556254715499434,0
cifar100_proser_fedavg__split04__seed3__d5.0,cifar100,d5,0.05,5,206|210|199|209|176,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed3__d5.0,cifar100,d5,0.1,5,206|210|199|209|176,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed3__d5.0,cifar100,d5,0.15,5,206|210|199|209|176,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed3__d5.0,cifar100,d5,0.2,5,206|210|199|209|176,0,,0.0,1,0.19798635498388015,0.15057930017410215,1
cifar100_proser_fedavg__split04__seed3__d5.0,cifar100,d5,0.25,5,206|210|199|209|176,1,0.22092271386438567,0.10746855377756538,1,0.23910063904730028,0.1764800476183468,0
cifar100_proser_fedavg__split04__seed3__d5.0,cifar100,d5,0.3,5,206|210|199|209|176,1,0.2684857830271825,0.20397712586410097,1,0.2531424534724407,0.2139713476723078,0
cifar100_proser_fedavg__split04__seed4__d0.1,cifar100,d0.1,0.05,5,220|180|209|195|196,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed4__d0.1,cifar100,d0.1,0.1,5,220|180|209|195|196,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed4__d0.1,cifar100,d0.1,0.15,5,220|180|209|195|196,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed4__d0.1,cifar100,d0.1,0.2,5,220|180|209|195|196,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed4__d0.1,cifar100,d0.1,0.25,5,220|180|209|195|196,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed4__d0.1,cifar100,d0.1,0.3,5,220|180|209|195|196,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed4__d0.5,cifar100,d0.5,0.05,5,204|197|211|200|188,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed4__d0.5,cifar100,d0.5,0.1,5,204|197|211|200|188,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed4__d0.5,cifar100,d0.5,0.15,5,204|197|211|200|188,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed4__d0.5,cifar100,d0.5,0.2,5,204|197|211|200|188,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed4__d0.5,cifar100,d0.5,0.25,5,204|197|211|200|188,0,,0.0,1,0.2099736400006867,0.10318200998267307,1
cifar100_proser_fedavg__split04__seed4__d0.5,cifar100,d0.5,0.3,5,204|197|211|200|188,1,0.2725163058366193,0.1297746569620508,1,0.2778351832019906,0.20711488124173671,0
cifar100_proser_fedavg__split04__seed4__d5.0,cifar100,d5,0.05,5,192|201|199|210|198,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed4__d5.0,cifar100,d5,0.1,5,192|201|199|210|198,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed4__d5.0,cifar100,d5,0.15,5,192|201|199|210|198,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed4__d5.0,cifar100,d5,0.2,5,192|201|199|210|198,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split04__seed4__d5.0,cifar100,d5,0.25,5,192|201|199|210|198,0,,0.0,1,0.23915795475126406,0.10347807248930124,1
cifar100_proser_fedavg__split04__seed4__d5.0,cifar100,d5,0.3,5,192|201|199|210|198,1,0.2958773847609296,0.12115073228675066,1,0.2873468736123841,0.2078505068635873,0
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,d0.1,0.05,5,215|167|220|207|191,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,d0.1,0.1,5,215|167|220|207|191,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,d0.1,0.15,5,215|167|220|207|191,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,d0.1,0.2,5,215|167|220|207|191,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,d0.1,0.25,5,215|167|220|207|191,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,d0.1,0.3,5,215|167|220|207|191,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,d0.5,0.05,5,209|226|198|173|194,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,d0.5,0.1,5,209|226|198|173|194,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,d0.5,0.15,5,209|226|198|173|194,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,d0.5,0.2,5,209|226|198|173|194,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,d0.5,0.25,5,209|226|198|173|194,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,d0.5,0.3,5,209|226|198|173|194,0,,0.0,1,0.29927143617721996,0.2023113680556887,1
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,d5,0.05,5,182|198|238|187|195,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,d5,0.1,5,182|198|238|187|195,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,d5,0.15,5,182|198|238|187|195,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,d5,0.2,5,182|198|238|187|195,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,d5,0.25,5,182|198|238|187|195,0,,0.0,1,0.24909261383083328,0.16816967555824358,1
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,d5,0.3,5,182|198|238|187|195,1,0.2933714295236956,0.17005846295116048,1,0.2816845775812037,0.2060858482519347,0
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,d0.1,0.05,5,193|199|212|172|224,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,d0.1,0.1,5,193|199|212|172|224,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,d0.1,0.15,5,193|199|212|172|224,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,d0.1,0.2,5,193|199|212|172|224,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,d0.1,0.25,5,193|199|212|172|224,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,d0.1,0.3,5,193|199|212|172|224,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,d0.5,0.05,5,197|205|179|201|218,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,d0.5,0.1,5,197|205|179|201|218,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,d0.5,0.15,5,197|205|179|201|218,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,d0.5,0.2,5,197|205|179|201|218,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,d0.5,0.25,5,197|205|179|201|218,1,0.23730644591377772,0.10237773175548391,1,0.23645984107107892,0.15878830660194043,0
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,d0.5,0.3,5,197|205|179|201|218,1,0.2806189151062664,0.11258177168812457,1,0.26642789722330257,0.20801347628196937,0
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,d5,0.05,5,174|197|199|210|220,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,d5,0.1,5,174|197|199|210|220,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,d5,0.15,5,174|197|199|210|220,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,d5,0.2,5,174|197|199|210|220,1,0.190394746428224,0.05941604726528243,1,0.17502942197717816,0.1134048406764139,0
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,d5,0.25,5,174|197|199|210|220,1,0.23490339959159445,0.13671084543802253,1,0.19103715132113314,0.14650532806840305,0
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,d5,0.3,5,174|197|199|210|220,1,0.2830524282070045,0.1629867870468295,1,0.29849860558180874,0.21907582834245304,0
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,0.05,5,201|194|179|221|205,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,0.1,5,201|194|179|221|205,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,0.15,5,201|194|179|221|205,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,0.2,5,201|194|179|221|205,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,0.25,5,201|194|179|221|205,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,0.3,5,201|194|179|221|205,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,0.05,5,202|182|205|207|204,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,0.1,5,202|182|205|207|204,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,0.15,5,202|182|205|207|204,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,0.2,5,202|182|205|207|204,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,0.25,5,202|182|205|207|204,1,0.2362871554197332,0.09394603756004245,1,0.24549757150530171,0.12157109760261452,0
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,0.3,5,202|182|205|207|204,1,0.22550563040356775,0.0626310549926967,1,0.2851749359201181,0.15799506402839228,0
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,0.05,5,199|208|217|195|181,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,0.1,5,199|208|217|195|181,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,0.15,5,199|208|217|195|181,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,0.2,5,199|208|217|195|181,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,0.25,5,199|208|217|195|181,0,,0.0,1,0.22766218948410888,0.14006717542032293,1
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,0.3,5,199|208|217|195|181,1,0.2985821478596517,0.15242870444470066,1,0.29449491040620074,0.23136950047554464,0
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,0.05,5,189|164|213|208|226,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,0.1,5,189|164|213|208|226,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,0.15,5,189|164|213|208|226,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,0.2,5,189|164|213|208|226,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,0.25,5,189|164|213|208|226,0,,0.0,1,0.2454739498388856,0.09065669722791354,1
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,0.3,5,189|164|213|208|226,1,0.2813703832448004,0.10407211410259802,1,0.25920755452666344,0.11488989754184772,0
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,0.05,5,192|227|195|187|199,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,0.1,5,192|227|195|187|199,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,0.15,5,192|227|195|187|199,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,0.2,5,192|227|195|187|199,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,0.25,5,192|227|195|187|199,0,,0.0,1,0.24291299492855256,0.07012101349186205,1
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,0.3,5,192|227|195|187|199,1,0.2580954162263095,0.06748656987283631,1,0.29972871421858793,0.18833753198266895,0
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,0.05,5,180|200|229|189|202,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,0.1,5,180|200|229|189|202,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,0.15,5,180|200|229|189|202,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,0.2,5,180|200|229|189|202,0,,0.0,1,0.19803993591997307,0.05825560786704324,1
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,0.25,5,180|200|229|189|202,1,0.21482289799601842,0.0889210237552595,1,0.23719178455251994,0.18850614910333852,0
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,0.3,5,180|200|229|189|202,1,0.2843008987395213,0.19321030734982836,1,0.2580875532667914,0.21711548121985763,0
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,0.05,5,198|202|224|182|194,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,0.1,5,198|202|224|182|194,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,0.15,5,198|202|224|182|194,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,0.2,5,198|202|224|182|194,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,0.25,5,198|202|224|182|194,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,0.3,5,198|202|224|182|194,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed4__d0.5,cifar100,d0.5,0.05,5,196|210|194|164|236,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed4__d0.5,cifar100,d0.5,0.1,5,196|210|194|164|236,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed4__d0.5,cifar100,d0.5,0.15,5,196|210|194|164|236,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed4__d0.5,cifar100,d0.5,0.2,5,196|210|194|164|236,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed4__d0.5,cifar100,d0.5,0.25,5,196|210|194|164|236,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed4__d0.5,cifar100,d0.5,0.3,5,196|210|194|164|236,0,,0.0,1,0.2914637712195489,0.14663634571113185,1
cifar100_proser_fedavg__split05__seed4__d5.0,cifar100,d5,0.05,5,184|209|203|191|213,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed4__d5.0,cifar100,d5,0.1,5,184|209|203|191|213,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed4__d5.0,cifar100,d5,0.15,5,184|209|203|191|213,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split05__seed4__d5.0,cifar100,d5,0.2,5,184|209|203|191|213,0,,0.0,1,0.19111861077600711,0.08807527762803861,1
cifar100_proser_fedavg__split05__seed4__d5.0,cifar100,d5,0.25,5,184|209|203|191|213,0,,0.0,1,0.20112823245469777,0.1421989639272616,1
cifar100_proser_fedavg__split05__seed4__d5.0,cifar100,d5,0.3,5,184|209|203|191|213,1,0.284067352330845,0.15770014800815232,1,0.2317851418469098,0.17874315183568731,0
cifar100_proser_fedavg__split06__seed0__d0.1,cifar100,d0.1,0.05,5,214|195|189|202|200,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed0__d0.1,cifar100,d0.1,0.1,5,214|195|189|202|200,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed0__d0.1,cifar100,d0.1,0.15,5,214|195|189|202|200,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed0__d0.1,cifar100,d0.1,0.2,5,214|195|189|202|200,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed0__d0.1,cifar100,d0.1,0.25,5,214|195|189|202|200,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed0__d0.1,cifar100,d0.1,0.3,5,214|195|189|202|200,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed0__d0.5,cifar100,d0.5,0.05,5,193|213|183|211|200,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed0__d0.5,cifar100,d0.5,0.1,5,193|213|183|211|200,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed0__d0.5,cifar100,d0.5,0.15,5,193|213|183|211|200,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed0__d0.5,cifar100,d0.5,0.2,5,193|213|183|211|200,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed0__d0.5,cifar100,d0.5,0.25,5,193|213|183|211|200,0,,0.0,1,0.24447364103488567,0.09912342685708919,1
cifar100_proser_fedavg__split06__seed0__d0.5,cifar100,d0.5,0.3,5,193|213|183|211|200,1,0.28804750071427776,0.11087494490555679,1,0.25687031825580786,0.13970060986239585,0
cifar100_proser_fedavg__split06__seed0__d5.0,cifar100,d5,0.05,5,200|224|192|182|202,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed0__d5.0,cifar100,d5,0.1,5,200|224|192|182|202,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed0__d5.0,cifar100,d5,0.15,5,200|224|192|182|202,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed0__d5.0,cifar100,d5,0.2,5,200|224|192|182|202,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed0__d5.0,cifar100,d5,0.25,5,200|224|192|182|202,0,,0.0,1,0.23667232207932284,0.17718402705318076,1
cifar100_proser_fedavg__split06__seed0__d5.0,cifar100,d5,0.3,5,200|224|192|182|202,0,,0.0,1,0.26400195663881976,0.20385183480321678,1
cifar100_proser_fedavg__split06__seed1__d0.1,cifar100,d0.1,0.05,5,197|221|183|198|201,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed1__d0.1,cifar100,d0.1,0.1,5,197|221|183|198|201,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed1__d0.1,cifar100,d0.1,0.15,5,197|221|183|198|201,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed1__d0.1,cifar100,d0.1,0.2,5,197|221|183|198|201,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed1__d0.1,cifar100,d0.1,0.25,5,197|221|183|198|201,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed1__d0.1,cifar100,d0.1,0.3,5,197|221|183|198|201,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed1__d0.5,cifar100,d0.5,0.05,5,209|198|185|203|205,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed1__d0.5,cifar100,d0.5,0.1,5,209|198|185|203|205,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed1__d0.5,cifar100,d0.5,0.15,5,209|198|185|203|205,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed1__d0.5,cifar100,d0.5,0.2,5,209|198|185|203|205,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed1__d0.5,cifar100,d0.5,0.25,5,209|198|185|203|205,0,,0.0,1,0.24847981716708176,0.13997313261810598,1
cifar100_proser_fedavg__split06__seed1__d0.5,cifar100,d0.5,0.3,5,209|198|185|203|205,1,0.29447805206310906,0.08226388471076324,1,0.2793225736603199,0.1853243490265552,0
cifar100_proser_fedavg__split06__seed1__d5.0,cifar100,d5,0.05,5,201|202|199|193|205,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed1__d5.0,cifar100,d5,0.1,5,201|202|199|193|205,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed1__d5.0,cifar100,d5,0.15,5,201|202|199|193|205,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed1__d5.0,cifar100,d5,0.2,5,201|202|199|193|205,0,,0.0,1,0.18632301973461643,0.14302681482236526,1
cifar100_proser_fedavg__split06__seed1__d5.0,cifar100,d5,0.25,5,201|202|199|193|205,1,0.2211921567191555,0.13497382023620932,1,0.24602163195113042,0.22264191277023648,0
cifar100_proser_fedavg__split06__seed1__d5.0,cifar100,d5,0.3,5,201|202|199|193|205,1,0.2669546978586827,0.15770014800815232,1,0.28965069743858385,0.2401704779638955,0
cifar100_proser_fedavg__split06__seed2__d0.1,cifar100,d0.1,0.05,5,219|189|195|199|198,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed2__d0.1,cifar100,d0.1,0.1,5,219|189|195|199|198,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed2__d0.1,cifar100,d0.1,0.15,5,219|189|195|199|198,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed2__d0.1,cifar100,d0.1,0.2,5,219|189|195|199|198,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed2__d0.1,cifar100,d0.1,0.25,5,219|189|195|199|198,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed2__d0.1,cifar100,d0.1,0.3,5,219|189|195|199|198,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed2__d0.5,cifar100,d0.5,0.05,5,187|198|212|211|192,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed2__d0.5,cifar100,d0.5,0.1,5,187|198|212|211|192,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed2__d0.5,cifar100,d0.5,0.15,5,187|198|212|211|192,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed2__d0.5,cifar100,d0.5,0.2,5,187|198|212|211|192,1,0.18202898266367668,0.0740174636052026,1,0.1879429681532832,0.09903324377075554,0
cifar100_proser_fedavg__split06__seed2__d0.5,cifar100,d0.5,0.25,5,187|198|212|211|192,1,0.2363755700864265,0.126318742423585,1,0.21460257656892567,0.13291091722440954,0
cifar100_proser_fedavg__split06__seed2__d0.5,cifar100,d0.5,0.3,5,187|198|212|211|192,1,0.26519046570998955,0.15067502031936403,1,0.22901404462396324,0.1570047922191034,0
cifar100_proser_fedavg__split06__seed2__d5.0,cifar100,d5,0.05,5,202|198|194|209|197,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed2__d5.0,cifar100,d5,0.1,5,202|198|194|209|197,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed2__d5.0,cifar100,d5,0.15,5,202|198|194|209|197,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed2__d5.0,cifar100,d5,0.2,5,202|198|194|209|197,0,,0.0,1,0.1919549950649651,0.07938751058877248,1
cifar100_proser_fedavg__split06__seed2__d5.0,cifar100,d5,0.25,5,202|198|194|209|197,1,0.22761686208900375,0.11429096820363398,1,0.24861145526492706,0.21496804498488148,0
cifar100_proser_fedavg__split06__seed2__d5.0,cifar100,d5,0.3,5,202|198|194|209|197,1,0.23449606813516444,0.16475229402669125,1,0.2913363230675923,0.257845029584661,0
cifar100_proser_fedavg__split06__seed3__d0.1,cifar100,d0.1,0.05,5,235|195|178|186|206,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed3__d0.1,cifar100,d0.1,0.1,5,235|195|178|186|206,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed3__d0.1,cifar100,d0.1,0.15,5,235|195|178|186|206,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed3__d0.1,cifar100,d0.1,0.2,5,235|195|178|186|206,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed3__d0.1,cifar100,d0.1,0.25,5,235|195|178|186|206,0,,0.0,0,,0.0,0
cifar100_proser_fedavg__split06__seed3__d0.1,cifar100,d0.1,0.3,5,235|195|178|186|206,0,,0.0,1,0.2907557870843148,0.09261311597920178,1
