result_key,stem,split_id,train_seed,alpha,group_name,group_index,accepted_count_Ag,accepted_error_count_Kg,reservoir_n_g_drawn,empirical_accepted_risk,cp_risk_ucb,cp_width,accept_rate_lcb,supports,is_binding_group,group_failure_reason
fed_isic2019__fed-isic__split03__seed0__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split03__seed0__dna__alphaANY__variantANY,split03,0,0.25,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed0__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split03__seed0__dna__alphaANY__variantANY,split03,0,0.3,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed0__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split03__seed0__dna__alphaANY__variantANY,split03,0,0.3,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY,split03,1,0.05,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY,split03,1,0.05,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY,split03,1,0.1,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY,split03,1,0.1,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY,split03,1,0.15,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY,split03,1,0.15,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY,split03,1,0.2,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY,split03,1,0.2,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY,split03,1,0.25,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY,split03,1,0.25,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY,split03,1,0.3,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split03__seed1__dna__alphaANY__variantANY,split03,1,0.3,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY,split03,2,0.05,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY,split03,2,0.05,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY,split03,2,0.1,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY,split03,2,0.1,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY,split03,2,0.15,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY,split03,2,0.15,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY,split03,2,0.2,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY,split03,2,0.2,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY,split03,2,0.25,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY,split03,2,0.25,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY,split03,2,0.3,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split03__seed2__dna__alphaANY__variantANY,split03,2,0.3,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY,split03,3,0.05,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY,split03,3,0.05,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY,split03,3,0.1,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY,split03,3,0.1,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY,split03,3,0.15,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY,split03,3,0.15,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY,split03,3,0.2,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY,split03,3,0.2,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY,split03,3,0.25,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY,split03,3,0.25,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY,split03,3,0.3,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split03__seed3__dna__alphaANY__variantANY,split03,3,0.3,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY,split03,4,0.05,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY,split03,4,0.05,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY,split03,4,0.1,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY,split03,4,0.1,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY,split03,4,0.15,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY,split03,4,0.15,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY,split03,4,0.2,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY,split03,4,0.2,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY,split03,4,0.25,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY,split03,4,0.25,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY,split03,4,0.3,HAM_derived,0,0,0,62,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split03__seed4__dna__alphaANY__variantANY,split03,4,0.3,other,1,0,0,54,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY,split04,1,0.05,HAM_derived,0,1,1,103,1.0,1.0,0.0,8.124184213499397e-05,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY,split04,1,0.05,other,1,4,0,79,0.0,0.6978624602643232,0.6978624602643232,0.010015022378292557,True,False,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY,split04,1,0.1,HAM_derived,0,1,1,103,1.0,1.0,0.0,8.124184213499397e-05,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY,split04,1,0.1,other,1,4,0,79,0.0,0.6978624602643232,0.6978624602643232,0.010015022378292557,True,False,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY,split04,1,0.15,HAM_derived,0,1,1,103,1.0,1.0,0.0,8.124184213499397e-05,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY,split04,1,0.15,other,1,4,0,79,0.0,0.6978624602643232,0.6978624602643232,0.010015022378292557,True,False,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY,split04,1,0.2,HAM_derived,0,1,1,103,1.0,1.0,0.0,8.124184213499397e-05,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY,split04,1,0.2,other,1,4,0,79,0.0,0.6978624602643232,0.6978624602643232,0.010015022378292557,True,False,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY,split04,1,0.25,HAM_derived,0,1,1,103,1.0,1.0,0.0,8.124184213499397e-05,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY,split04,1,0.25,other,1,4,0,79,0.0,0.6978624602643232,0.6978624602643232,0.010015022378292557,True,False,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY,split04,1,0.3,HAM_derived,0,1,1,103,1.0,1.0,0.0,8.124184213499397e-05,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split04__seed1__dna__alphaANY__variantANY,split04,1,0.3,other,1,4,0,79,0.0,0.6978624602643232,0.6978624602643232,0.010015022378292557,True,False,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY,split04,4,0.05,HAM_derived,0,2,0,103,0.0,0.9087129070824723,0.9087129070824723,0.00131629633711094,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY,split04,4,0.05,other,1,0,0,79,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY,split04,4,0.1,HAM_derived,0,2,0,103,0.0,0.9087129070824723,0.9087129070824723,0.00131629633711094,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY,split04,4,0.1,other,1,0,0,79,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY,split04,4,0.15,HAM_derived,0,2,0,103,0.0,0.9087129070824723,0.9087129070824723,0.00131629633711094,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY,split04,4,0.15,other,1,0,0,79,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY,split04,4,0.2,HAM_derived,0,2,0,103,0.0,0.9087129070824723,0.9087129070824723,0.00131629633711094,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY,split04,4,0.2,other,1,0,0,79,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY,split04,4,0.25,HAM_derived,0,2,0,103,0.0,0.9087129070824723,0.9087129070824723,0.00131629633711094,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY,split04,4,0.25,other,1,0,0,79,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY,split04,4,0.3,HAM_derived,0,2,0,103,0.0,0.9087129070824723,0.9087129070824723,0.00131629633711094,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split04__seed4__dna__alphaANY__variantANY,split04,4,0.3,other,1,0,0,79,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY,split06,0,0.05,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY,split06,0,0.05,other,1,2,2,77,1.0,1.0,0.0,0.0017632878277638758,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY,split06,0,0.1,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY,split06,0,0.1,other,1,2,2,77,1.0,1.0,0.0,0.0017632878277638758,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY,split06,0,0.15,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY,split06,0,0.15,other,1,2,2,77,1.0,1.0,0.0,0.0017632878277638758,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY,split06,0,0.2,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY,split06,0,0.2,other,1,2,2,77,1.0,1.0,0.0,0.0017632878277638758,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY,split06,0,0.25,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY,split06,0,0.25,other,1,2,2,77,1.0,1.0,0.0,0.0017632878277638758,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY,split06,0,0.3,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split06__seed0__dna__alphaANY__variantANY,split06,0,0.3,other,1,2,2,77,1.0,1.0,0.0,0.0017632878277638758,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY,split06,1,0.05,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY,split06,1,0.05,other,1,0,0,77,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY,split06,1,0.1,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY,split06,1,0.1,other,1,0,0,77,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY,split06,1,0.15,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY,split06,1,0.15,other,1,0,0,77,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY,split06,1,0.2,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY,split06,1,0.2,other,1,0,0,77,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY,split06,1,0.25,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY,split06,1,0.25,other,1,0,0,77,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY,split06,1,0.3,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split06__seed1__dna__alphaANY__variantANY,split06,1,0.3,other,1,0,0,77,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY,split06,2,0.05,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
