result_key,stem,split_id,train_seed,alpha,group_name,group_index,accepted_count_Ag,accepted_error_count_Kg,reservoir_n_g_drawn,empirical_accepted_risk,cp_risk_ucb,cp_width,accept_rate_lcb,supports,is_binding_group,group_failure_reason
fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY,split06,2,0.05,other,1,1,0,77,0.0,0.9916666666666667,0.9916666666666667,0.00010867266184801601,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY,split06,2,0.1,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY,split06,2,0.1,other,1,1,0,77,0.0,0.9916666666666667,0.9916666666666667,0.00010867266184801601,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY,split06,2,0.15,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY,split06,2,0.15,other,1,1,0,77,0.0,0.9916666666666667,0.9916666666666667,0.00010867266184801601,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY,split06,2,0.2,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY,split06,2,0.2,other,1,1,0,77,0.0,0.9916666666666667,0.9916666666666667,0.00010867266184801601,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY,split06,2,0.25,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY,split06,2,0.25,other,1,1,0,77,0.0,0.9916666666666667,0.9916666666666667,0.00010867266184801601,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY,split06,2,0.3,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split06__seed2__dna__alphaANY__variantANY,split06,2,0.3,other,1,1,0,77,0.0,0.9916666666666667,0.9916666666666667,0.00010867266184801601,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY,split06,3,0.05,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY,split06,3,0.05,other,1,5,2,77,0.4,0.9009406336579223,0.5009406336579223,0.016164851131215238,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY,split06,3,0.1,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY,split06,3,0.1,other,1,5,2,77,0.4,0.9009406336579223,0.5009406336579223,0.016164851131215238,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY,split06,3,0.15,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY,split06,3,0.15,other,1,5,2,77,0.4,0.9009406336579223,0.5009406336579223,0.016164851131215238,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY,split06,3,0.2,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY,split06,3,0.2,other,1,5,2,77,0.4,0.9009406336579223,0.5009406336579223,0.016164851131215238,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY,split06,3,0.25,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY,split06,3,0.25,other,1,5,2,77,0.4,0.9009406336579223,0.5009406336579223,0.016164851131215238,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY,split06,3,0.3,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split06__seed3__dna__alphaANY__variantANY,split06,3,0.3,other,1,5,2,77,0.4,0.9009406336579223,0.5009406336579223,0.016164851131215238,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY,split06,4,0.05,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY,split06,4,0.05,other,1,0,0,77,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY,split06,4,0.1,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY,split06,4,0.1,other,1,0,0,77,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY,split06,4,0.15,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY,split06,4,0.15,other,1,0,0,77,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY,split06,4,0.2,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY,split06,4,0.2,other,1,0,0,77,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY,split06,4,0.25,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY,split06,4,0.25,other,1,0,0,77,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY,split06,4,0.3,HAM_derived,0,0,0,116,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split06__seed4__dna__alphaANY__variantANY,split06,4,0.3,other,1,0,0,77,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY,split09,0,0.05,HAM_derived,0,0,0,111,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY,split09,0,0.05,other,1,0,0,60,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY,split09,0,0.1,HAM_derived,0,0,0,111,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY,split09,0,0.1,other,1,0,0,60,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY,split09,0,0.15,HAM_derived,0,0,0,111,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY,split09,0,0.15,other,1,0,0,60,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY,split09,0,0.2,HAM_derived,0,0,0,111,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY,split09,0,0.2,other,1,0,0,60,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY,split09,0,0.25,HAM_derived,0,0,0,111,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY,split09,0,0.25,other,1,0,0,60,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY,split09,0,0.3,HAM_derived,0,0,0,111,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split09__seed0__dna__alphaANY__variantANY,split09,0,0.3,other,1,0,0,60,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY,split09,1,0.05,HAM_derived,0,12,0,111,0.0,0.3289808783890964,0.3289808783890964,0.04897311411737117,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY,split09,1,0.05,other,1,0,0,60,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY,split09,1,0.1,HAM_derived,0,12,0,111,0.0,0.3289808783890964,0.3289808783890964,0.04897311411737117,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY,split09,1,0.1,other,1,0,0,60,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY,split09,1,0.15,HAM_derived,0,12,0,111,0.0,0.3289808783890964,0.3289808783890964,0.04897311411737117,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY,split09,1,0.15,other,1,0,0,60,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY,split09,1,0.2,HAM_derived,0,12,0,111,0.0,0.3289808783890964,0.3289808783890964,0.04897311411737117,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY,split09,1,0.2,other,1,0,0,60,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY,split09,1,0.25,HAM_derived,0,12,0,111,0.0,0.3289808783890964,0.3289808783890964,0.04897311411737117,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY,split09,1,0.25,other,1,0,0,60,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY,split09,1,0.3,HAM_derived,0,12,0,111,0.0,0.3289808783890964,0.3289808783890964,0.04897311411737117,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split09__seed1__dna__alphaANY__variantANY,split09,1,0.3,other,1,0,0,60,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY,split09,2,0.05,HAM_derived,0,10,3,111,0.3,0.7118011740430626,0.41180117404306266,0.037016296506568507,True,False,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY,split09,2,0.05,other,1,3,2,60,0.6666666666666666,0.9972144702507099,0.33054780358404323,0.006883329727777982,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY,split09,2,0.1,HAM_derived,0,10,3,111,0.3,0.7118011740430626,0.41180117404306266,0.037016296506568507,True,False,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY,split09,2,0.1,other,1,3,2,60,0.6666666666666666,0.9972144702507099,0.33054780358404323,0.006883329727777982,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY,split09,2,0.15,HAM_derived,0,10,3,111,0.3,0.7118011740430626,0.41180117404306266,0.037016296506568507,True,False,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY,split09,2,0.15,other,1,3,2,60,0.6666666666666666,0.9972144702507099,0.33054780358404323,0.006883329727777982,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY,split09,2,0.2,HAM_derived,0,10,3,111,0.3,0.7118011740430626,0.41180117404306266,0.037016296506568507,True,False,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY,split09,2,0.2,other,1,3,2,60,0.6666666666666666,0.9972144702507099,0.33054780358404323,0.006883329727777982,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY,split09,2,0.25,HAM_derived,0,10,3,111,0.3,0.7118011740430626,0.41180117404306266,0.037016296506568507,True,False,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY,split09,2,0.25,other,1,3,2,60,0.6666666666666666,0.9972144702507099,0.33054780358404323,0.006883329727777982,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY,split09,2,0.3,HAM_derived,0,10,3,111,0.3,0.7118011740430626,0.41180117404306266,0.037016296506568507,True,False,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split09__seed2__dna__alphaANY__variantANY,split09,2,0.3,other,1,3,2,60,0.6666666666666666,0.9972144702507099,0.33054780358404323,0.006883329727777982,True,True,empirical_risk_>=_alpha (point estimate already over target)
fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY,split09,3,0.05,HAM_derived,0,0,0,111,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY,split09,3,0.05,other,1,0,0,60,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY,split09,3,0.1,HAM_derived,0,0,0,111,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY,split09,3,0.1,other,1,0,0,60,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY,split09,3,0.15,HAM_derived,0,0,0,111,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY,split09,3,0.15,other,1,0,0,60,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY,split09,3,0.2,HAM_derived,0,0,0,111,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY,split09,3,0.2,other,1,0,0,60,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY,split09,3,0.25,HAM_derived,0,0,0,111,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY,split09,3,0.25,other,1,0,0,60,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY,split09,3,0.3,HAM_derived,0,0,0,111,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split09__seed3__dna__alphaANY__variantANY,split09,3,0.3,other,1,0,0,60,,1.0,,0.0,False,False,no_accepted_units_A_g=0
fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY,split09,4,0.05,HAM_derived,0,9,0,111,0.0,0.41253788901020616,0.41253788901020616,0.03131300564934465,True,False,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY|alpha0.05|grouped,fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY,split09,4,0.05,other,1,1,0,60,0.0,0.9916666666666667,0.9916666666666667,0.00013946110223818527,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY,split09,4,0.1,HAM_derived,0,9,0,111,0.0,0.41253788901020616,0.41253788901020616,0.03131300564934465,True,False,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY|alpha0.1|grouped,fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY,split09,4,0.1,other,1,1,0,60,0.0,0.9916666666666667,0.9916666666666667,0.00013946110223818527,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY,split09,4,0.15,HAM_derived,0,9,0,111,0.0,0.41253788901020616,0.41253788901020616,0.03131300564934465,True,False,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY|alpha0.15|grouped,fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY,split09,4,0.15,other,1,1,0,60,0.0,0.9916666666666667,0.9916666666666667,0.00013946110223818527,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY,split09,4,0.2,HAM_derived,0,9,0,111,0.0,0.41253788901020616,0.41253788901020616,0.03131300564934465,True,False,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY|alpha0.2|grouped,fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY,split09,4,0.2,other,1,1,0,60,0.0,0.9916666666666667,0.9916666666666667,0.00013946110223818527,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY,split09,4,0.25,HAM_derived,0,9,0,111,0.0,0.41253788901020616,0.41253788901020616,0.03131300564934465,True,False,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY|alpha0.25|grouped,fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY,split09,4,0.25,other,1,1,0,60,0.0,0.9916666666666667,0.9916666666666667,0.00013946110223818527,True,True,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY|alpha0.3|grouped,fed_isic2019__fed-isic__split09__seed4__dna__alphaANY__variantANY,split09,4,0.3,HAM_derived,0,9,0,111,0.0,0.41253788901020616,0.41253788901020616,0.03131300564934465,True,False,cp_width_blocks (empirical<alpha but finite-sample UCB>alpha)
