semantic_id,dataset,condition,d,arm,alpha,J,M,delta_r,delta_c,legacy_eps_c,theorem_eps_c,holm_min_iut_pvalue,holm_n_risk_rejected,legacy_n_certified_candidates,theorem_n_certified_candidates,coverage_allocation_change,legacy_certified,legacy_selected_index,legacy_selected_score,legacy_selected_gamma,legacy_coverage_lcb,legacy_selected_iut_pvalue,theorem_certified,theorem_selected_index,theorem_selected_score,theorem_selected_gamma,theorem_coverage_lcb,theorem_selected_iut_pvalue,archive_convention_holm_reported_pvalue,selection_changed,certification_transition,archive_available,archive_holm_match,archive_simultaneous_match,archive_match_all
cifar100_proser_fedavg__split04__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,0.2,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.07593560956887963,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.07593560956887963,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split04__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,0.25,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.05549315171681674,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.05549315171681674,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split04__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,0.3,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.0027769709691234067,1,1,1,delta_c/(M J) -> delta_c/M,1,0.0,proser,0.3,0.1043056093803049,0.0027769709691234067,1,0.0,proser,0.3,0.11087494490555679,0.0027769709691234067,0.0027769709691234067,0,1->1,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.05,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.7737809375,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.7737809375,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.1,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.5147278302366224,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.5147278302366224,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.15,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.32057708828125,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.32057708828125,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.2,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.3980232092549123,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.3980232092549123,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.25,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.1916821438644547,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.1916821438644547,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.3,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.19348844208806493,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.19348844208806493,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.05,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.849505567685617,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.849505567685617,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.1,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.32932878686648326,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.32932878686648326,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.15,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.07690403466014539,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.07690403466014539,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.2,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.02709106107492064,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.02709106107492064,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.25,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.002813389392082812,2,2,2,delta_c/(M J) -> delta_c/M,1,9.0,margin,0.5,0.13625583189029453,0.003908717340526117,1,9.0,margin,0.5,0.14367813470053795,0.003908717340526117,0.003908717340526117,0,1->1,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.3,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.00016122836554055775,4,4,4,delta_c/(M J) -> delta_c/M,1,9.0,margin,0.5,0.16378831856751058,0.00024233096456682037,1,9.0,margin,0.5,0.17183034880148174,0.00024233096456682037,0.00024233096456682037,0,1->1,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,0.05,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.8948256730720225,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.8948256730720225,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,0.1,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.645862472754519,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.645862472754519,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,0.15,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.1723890907091047,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.1723890907091047,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,0.2,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.036026531905136605,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.036026531905136605,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,0.25,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.0011346393054649168,1,1,1,delta_c/(M J) -> delta_c/M,1,8.0,margin,0.3,0.08788803742934319,0.0011346393054649168,1,8.0,margin,0.3,0.09394603756004245,0.0011346393054649168,0.0011346393054649168,0,1->1,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,0.3,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,4.723709579499727e-05,4,4,4,delta_c/(M J) -> delta_c/M,1,9.0,margin,0.5,0.184753200303743,0.0023362963934486745,1,9.0,margin,0.5,0.19321030734982836,0.0023362963934486745,0.0023362963934486745,0,1->1,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.05,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.8470144374111835,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.8470144374111835,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.1,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.5370940500509412,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.5370940500509412,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.15,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.5197576036524477,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.5197576036524477,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.2,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.20608471894847413,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.20608471894847413,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.25,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.1281533592899618,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.1281533592899618,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.3,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.03594538889135117,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.03594538889135117,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.05,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.6608172656088018,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.6608172656088018,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.1,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.27120590646136666,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.27120590646136666,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.15,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.05716790200607563,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.05716790200607563,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.2,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.009301414330363723,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.009301414330363723,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.25,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.0013007234131539906,5,5,5,delta_c/(M J) -> delta_c/M,1,2.0,proser,0.7,0.15167988187265882,0.003572984426034687,1,2.0,proser,0.7,0.15946069672391058,0.003572984426034687,0.003572984426034687,0,1->1,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.3,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,1.7682122913943022e-05,6,6,6,delta_c/(M J) -> delta_c/M,1,2.0,proser,0.7,0.20063524715038938,0.004392549480917343,1,2.0,proser,0.7,0.2093786679105595,0.004392549480917343,0.004392549480917343,0,1->1,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,0.05,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.5535420754317871,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.5535420754317871,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,0.1,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.23783231399592314,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.23783231399592314,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,0.15,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.02602592664698425,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.02602592664698425,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,0.2,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.0017126460786898506,1,1,1,delta_c/(M J) -> delta_c/M,1,0.0,proser,0.3,0.06864441351691945,0.0017126460786898506,1,0.0,proser,0.3,0.0740174636052026,0.0017126460786898506,0.0017126460786898506,0,1->1,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,0.25,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,3.725643251563013e-05,2,2,2,delta_c/(M J) -> delta_c/M,1,9.0,margin,0.5,0.13115308740086287,0.0012133881166029787,1,9.0,margin,0.5,0.13844981359374123,0.0012133881166029787,0.0012133881166029787,0,1->1,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,0.3,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,1.397072479150529e-05,5,5,5,delta_c/(M J) -> delta_c/M,1,9.0,margin,0.5,0.15167988187265882,1.9652219305868002e-05,1,9.0,margin,0.5,0.15946069672391058,1.9652219305868002e-05,1.9652219305868002e-05,0,1->1,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.05,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.915082486148121,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.915082486148121,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.1,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.6484088244830362,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.6484088244830362,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.15,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.4385143972350173,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.4385143972350173,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.2,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.18228334623876855,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.18228334623876855,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.25,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.16239247803957824,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.16239247803957824,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.3,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.020799973368403345,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.020799973368403345,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.05,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.8840554116406609,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.8840554116406609,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.1,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.4593829223240161,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.4593829223240161,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.15,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.16842653581497485,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.16842653581497485,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.2,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.02576155896167122,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.02576155896167122,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.25,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.01099232637848076,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.01099232637848076,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.3,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.0001300084686972058,2,2,2,delta_c/(M J) -> delta_c/M,1,8.0,margin,0.3,0.06236242671606222,0.0001300084686972058,1,8.0,margin,0.3,0.06748656987283631,0.0001300084686972058,0.0001300084686972058,0,1->1,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,0.05,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.7992469762612021,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.7992469762612021,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,0.1,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.3062502599318895,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.3062502599318895,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,0.15,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.12283002078962318,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.12283002078962318,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,0.2,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.07981030273295078,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.07981030273295078,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,0.25,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.007324322318079426,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.007324322318079426,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,0.3,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.00044016271676824753,4,4,4,delta_c/(M J) -> delta_c/M,1,9.0,margin,0.5,0.16205285280090476,0.002057262828131689,1,9.0,margin,0.5,0.17005846295116048,0.002057262828131689,0.002057262828131689,0,1->1,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.05,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.81450625,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.81450625,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.1,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.5105052356919835,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.5105052356919835,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.15,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.2296413433206584,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.2296413433206584,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.2,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.0650117104380722,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.0650117104380722,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.25,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.016355217292501275,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.016355217292501275,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.3,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.00047460570445283896,3,3,3,delta_c/(M J) -> delta_c/M,1,1.0,proser,0.5,0.10099766497327699,0.002643598880576864,1,1.0,proser,0.5,0.10746855377756538,0.002643598880576864,0.002643598880576864,0,1->1,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.05,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.735091890625,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.735091890625,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.1,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.4349600327827392,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.4349600327827392,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.15,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.377149515625,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.377149515625,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.2,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.03744768618838282,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.03744768618838282,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.25,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.033708487750021804,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.033708487750021804,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,0.3,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.002830958868451765,1,1,1,delta_c/(M J) -> delta_c/M,1,8.0,margin,0.3,0.07340234399074838,0.002830958868451765,1,8.0,margin,0.3,0.07895487171953283,0.002830958868451765,0.002830958868451765,0,1->1,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,0.05,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.3235335449737094,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.3235335449737094,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,0.1,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.12237649135522524,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.12237649135522524,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,0.15,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.05937540873318483,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.05937540873318483,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,0.2,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.007888888613980228,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.007888888613980228,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,0.25,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.00019169050921034856,2,2,2,delta_c/(M J) -> delta_c/M,1,0.0,proser,0.3,0.0911462576066347,0.00019169050921034856,1,0.0,proser,0.3,0.09731047765897691,0.00019169050921034856,0.00019169050921034856,0,1->1,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,0.3,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,7.994621183278182e-05,5,5,5,delta_c/(M J) -> delta_c/M,1,9.0,margin,0.5,0.18651140825857165,0.0032309258085420362,1,9.0,margin,0.5,0.19500134841768263,0.0032309258085420362,0.0032309258085420362,0,1->1,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.05,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.81450625,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.81450625,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.1,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.6560999999999999,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.6560999999999999,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.15,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.52200625,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.52200625,0,0->0,1,1.0,1.0,1.0
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,0.2,5,12,0.05,0.05,0.0008333333333333334,0.004166666666666667,0.4095999999999999,0,0,0,delta_c/(M J) -> delta_c/M,0,,,,0.0,,0,,,,0.0,,0.4095999999999999,0,0->0,1,1.0,1.0,1.0
