semantic_id,dataset,condition,arm,split,repetition,alpha,delta_r,delta_c,J,M,procedure,certified,effective_certified_coverage,coverage_lcb,risk_ucb,holm_raw_pvalue,holm_adjusted_pvalue,selected_candidate_index,selected_score,selected_slot,selected_gamma,selected_threshold
cifar100_proser_fedavg__split08__seed4__d0.5,cifar100,d0.5,proser_fedavg,8,4,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split08__seed4__d0.5,cifar100,d0.5,proser_fedavg,8,4,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split08__seed4__d5.0,cifar100,d5,proser_fedavg,8,4,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split08__seed4__d5.0,cifar100,d5,proser_fedavg,8,4,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split08__seed4__d5.0,cifar100,d5,proser_fedavg,8,4,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed0__d0.1,cifar100,d0.1,proser_fedavg,9,0,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed0__d0.1,cifar100,d0.1,proser_fedavg,9,0,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed0__d0.1,cifar100,d0.1,proser_fedavg,9,0,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed0__d0.5,cifar100,d0.5,proser_fedavg,9,0,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed0__d0.5,cifar100,d0.5,proser_fedavg,9,0,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed0__d0.5,cifar100,d0.5,proser_fedavg,9,0,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed0__d5.0,cifar100,d5,proser_fedavg,9,0,0.2,0.05,0.05,5,12,H,1,0.1315056998250879,0.1315056998250879,,0.004012899238082303,0.04414189161890534,1.0,proser,native,0.5,0.9913303726492916
cifar100_proser_fedavg__split09__seed0__d5.0,cifar100,d5,proser_fedavg,9,0,0.2,0.05,0.05,5,12,S,1,0.1315056998250879,0.1315056998250879,0.19941607322080146,,,1.0,proser,native,0.5,0.9913303726492916
cifar100_proser_fedavg__split09__seed0__d5.0,cifar100,d5,proser_fedavg,9,0,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed1__d0.1,cifar100,d0.1,proser_fedavg,9,1,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed1__d0.1,cifar100,d0.1,proser_fedavg,9,1,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed1__d0.1,cifar100,d0.1,proser_fedavg,9,1,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed1__d0.5,cifar100,d0.5,proser_fedavg,9,1,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed1__d0.5,cifar100,d0.5,proser_fedavg,9,1,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed1__d0.5,cifar100,d0.5,proser_fedavg,9,1,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed1__d5.0,cifar100,d5,proser_fedavg,9,1,0.2,0.05,0.05,5,12,H,1,0.083923384581486,0.083923384581486,,0.003348766154462989,0.040185193853555866,8.0,margin,margin,0.3,0.9999569058418274
cifar100_proser_fedavg__split09__seed1__d5.0,cifar100,d5,proser_fedavg,9,1,0.2,0.05,0.05,5,12,S,1,0.083923384581486,0.083923384581486,0.1958631248415047,,,8.0,margin,margin,0.3,0.9999569058418274
cifar100_proser_fedavg__split09__seed1__d5.0,cifar100,d5,proser_fedavg,9,1,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed2__d0.1,cifar100,d0.1,proser_fedavg,9,2,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed2__d0.1,cifar100,d0.1,proser_fedavg,9,2,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed2__d0.1,cifar100,d0.1,proser_fedavg,9,2,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed2__d0.5,cifar100,d0.5,proser_fedavg,9,2,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed2__d0.5,cifar100,d0.5,proser_fedavg,9,2,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed2__d0.5,cifar100,d0.5,proser_fedavg,9,2,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed2__d5.0,cifar100,d5,proser_fedavg,9,2,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed2__d5.0,cifar100,d5,proser_fedavg,9,2,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed2__d5.0,cifar100,d5,proser_fedavg,9,2,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed3__d0.1,cifar100,d0.1,proser_fedavg,9,3,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed3__d0.1,cifar100,d0.1,proser_fedavg,9,3,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed3__d0.1,cifar100,d0.1,proser_fedavg,9,3,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed3__d0.5,cifar100,d0.5,proser_fedavg,9,3,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed3__d0.5,cifar100,d0.5,proser_fedavg,9,3,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed3__d0.5,cifar100,d0.5,proser_fedavg,9,3,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed3__d5.0,cifar100,d5,proser_fedavg,9,3,0.2,0.05,0.05,5,12,H,1,0.085586118851824,0.085586118851824,,0.0017447518128594314,0.020937021754313175,8.0,margin,margin,0.3,0.9999957084655762
cifar100_proser_fedavg__split09__seed3__d5.0,cifar100,d5,proser_fedavg,9,3,0.2,0.05,0.05,5,12,S,1,0.085586118851824,0.085586118851824,0.18463770411914054,,,8.0,margin,margin,0.3,0.9999957084655762
cifar100_proser_fedavg__split09__seed3__d5.0,cifar100,d5,proser_fedavg,9,3,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed4__d0.1,cifar100,d0.1,proser_fedavg,9,4,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed4__d0.1,cifar100,d0.1,proser_fedavg,9,4,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed4__d0.1,cifar100,d0.1,proser_fedavg,9,4,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed4__d0.5,cifar100,d0.5,proser_fedavg,9,4,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed4__d0.5,cifar100,d0.5,proser_fedavg,9,4,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed4__d0.5,cifar100,d0.5,proser_fedavg,9,4,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed4__d5.0,cifar100,d5,proser_fedavg,9,4,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed4__d5.0,cifar100,d5,proser_fedavg,9,4,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar100_proser_fedavg__split09__seed4__d5.0,cifar100,d5,proser_fedavg,9,4,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed0__d0.1,cifar10,d0.1,proser_fedavg,0,0,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed0__d0.1,cifar10,d0.1,proser_fedavg,0,0,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed0__d0.1,cifar10,d0.1,proser_fedavg,0,0,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed0__d0.5,cifar10,d0.5,proser_fedavg,0,0,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed0__d0.5,cifar10,d0.5,proser_fedavg,0,0,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed0__d0.5,cifar10,d0.5,proser_fedavg,0,0,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed0__d5.0,cifar10,d5,proser_fedavg,0,0,0.2,0.05,0.05,5,12,H,1,0.1006859670193697,0.1006859670193697,,0.002313883954491709,0.027766607453900506,4.0,energy,energy,0.3,9.092254951247403
cifar10_proser_fedavg__split00__seed0__d5.0,cifar10,d5,proser_fedavg,0,0,0.2,0.05,0.05,5,12,S,1,0.1006859670193697,0.1006859670193697,0.1899696246931853,,,4.0,energy,energy,0.3,9.092254951247403
cifar10_proser_fedavg__split00__seed0__d5.0,cifar10,d5,proser_fedavg,0,0,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed1__d0.1,cifar10,d0.1,proser_fedavg,0,1,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed1__d0.1,cifar10,d0.1,proser_fedavg,0,1,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed1__d0.1,cifar10,d0.1,proser_fedavg,0,1,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed1__d0.5,cifar10,d0.5,proser_fedavg,0,1,0.2,0.05,0.05,5,12,H,1,0.2402019320030513,0.2402019320030513,,0.00043822908054709086,0.004820519886017999,1.0,proser,native,0.5,0.982669343717122
cifar10_proser_fedavg__split00__seed1__d0.5,cifar10,d0.5,proser_fedavg,0,1,0.2,0.05,0.05,5,12,S,1,0.2402019320030513,0.2402019320030513,0.1777306898137767,,,1.0,proser,native,0.5,0.982669343717122
cifar10_proser_fedavg__split00__seed1__d0.5,cifar10,d0.5,proser_fedavg,0,1,0.2,0.05,0.05,5,12,B,1,0.2309707976920745,0.2309707976920745,0.19395099020178125,,,1.0,proser,native,0.5,0.982669343717122
cifar10_proser_fedavg__split00__seed1__d5.0,cifar10,d5,proser_fedavg,0,1,0.2,0.05,0.05,5,12,H,1,0.2402019320030513,0.2402019320030513,,0.0007576472006314774,0.008334119206946251,9.0,margin,margin,0.5,0.9999964304990993
cifar10_proser_fedavg__split00__seed1__d5.0,cifar10,d5,proser_fedavg,0,1,0.2,0.05,0.05,5,12,S,1,0.2402019320030513,0.2402019320030513,0.18165466149170922,,,9.0,margin,margin,0.5,0.9999964304990993
cifar10_proser_fedavg__split00__seed1__d5.0,cifar10,d5,proser_fedavg,0,1,0.2,0.05,0.05,5,12,B,1,0.2309707976920745,0.2309707976920745,0.19902518343477094,,,9.0,margin,margin,0.5,0.9999964304990993
cifar10_proser_fedavg__split00__seed2__d0.1,cifar10,d0.1,proser_fedavg,0,2,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed2__d0.1,cifar10,d0.1,proser_fedavg,0,2,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed2__d0.1,cifar10,d0.1,proser_fedavg,0,2,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed2__d0.5,cifar10,d0.5,proser_fedavg,0,2,0.2,0.05,0.05,5,12,H,1,0.3065535017932921,0.3065535017932921,,0.0017156935863351177,0.013725548690680942,1.0,proser,native,0.5,0.9756574582894112
cifar10_proser_fedavg__split00__seed2__d0.5,cifar10,d0.5,proser_fedavg,0,2,0.2,0.05,0.05,5,12,S,1,0.3065535017932921,0.3065535017932921,0.1913513899604919,,,1.0,proser,native,0.5,0.9756574582894112
cifar10_proser_fedavg__split00__seed2__d0.5,cifar10,d0.5,proser_fedavg,0,2,0.2,0.05,0.05,5,12,B,1,0.2781296793758956,0.2781296793758956,0.19563395090491398,,,5.0,energy,energy,0.5,5.521372460202629
cifar10_proser_fedavg__split00__seed2__d5.0,cifar10,d5,proser_fedavg,0,2,0.2,0.05,0.05,5,12,H,1,0.2111818007138661,0.2111818007138661,,0.0023358934830677498,0.025694828313745248,9.0,margin,margin,0.5,0.9999997615814208
cifar10_proser_fedavg__split00__seed2__d5.0,cifar10,d5,proser_fedavg,0,2,0.2,0.05,0.05,5,12,S,1,0.2111818007138661,0.2111818007138661,0.1930058437760407,,,9.0,margin,margin,0.5,0.9999997615814208
cifar10_proser_fedavg__split00__seed2__d5.0,cifar10,d5,proser_fedavg,0,2,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed3__d0.1,cifar10,d0.1,proser_fedavg,0,3,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed3__d0.1,cifar10,d0.1,proser_fedavg,0,3,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed3__d0.1,cifar10,d0.1,proser_fedavg,0,3,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed3__d0.5,cifar10,d0.5,proser_fedavg,0,3,0.2,0.05,0.05,5,12,H,1,0.085586118851824,0.085586118851824,,0.0016913395931140642,0.02029607511736877,0.0,proser,native,0.3,0.9940378133668548
cifar10_proser_fedavg__split00__seed3__d0.5,cifar10,d0.5,proser_fedavg,0,3,0.2,0.05,0.05,5,12,S,1,0.085586118851824,0.085586118851824,0.1851048197141975,,,0.0,proser,native,0.3,0.9940378133668548
cifar10_proser_fedavg__split00__seed3__d0.5,cifar10,d0.5,proser_fedavg,0,3,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed3__d5.0,cifar10,d5,proser_fedavg,0,3,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed3__d5.0,cifar10,d5,proser_fedavg,0,3,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed3__d5.0,cifar10,d5,proser_fedavg,0,3,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed4__d0.1,cifar10,d0.1,proser_fedavg,0,4,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed4__d0.1,cifar10,d0.1,proser_fedavg,0,4,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed4__d0.1,cifar10,d0.1,proser_fedavg,0,4,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed4__d0.5,cifar10,d0.5,proser_fedavg,0,4,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed4__d0.5,cifar10,d0.5,proser_fedavg,0,4,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed4__d0.5,cifar10,d0.5,proser_fedavg,0,4,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed4__d5.0,cifar10,d5,proser_fedavg,0,4,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed4__d5.0,cifar10,d5,proser_fedavg,0,4,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split00__seed4__d5.0,cifar10,d5,proser_fedavg,0,4,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split01__seed0__d0.1,cifar10,d0.1,proser_fedavg,1,0,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split01__seed0__d0.1,cifar10,d0.1,proser_fedavg,1,0,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split01__seed0__d0.1,cifar10,d0.1,proser_fedavg,1,0,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split01__seed0__d0.5,cifar10,d0.5,proser_fedavg,1,0,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split01__seed0__d0.5,cifar10,d0.5,proser_fedavg,1,0,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split01__seed0__d0.5,cifar10,d0.5,proser_fedavg,1,0,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split01__seed0__d5.0,cifar10,d5,proser_fedavg,1,0,0.2,0.05,0.05,5,12,H,1,0.35339710447454,0.35339710447454,,0.001256469359637202,0.008795285517460415,9.0,margin,margin,0.5,0.999945526537688
cifar10_proser_fedavg__split01__seed0__d5.0,cifar10,d5,proser_fedavg,1,0,0.2,0.05,0.05,5,12,S,1,0.35339710447454,0.35339710447454,0.18912350510914316,,,9.0,margin,margin,0.5,0.999945526537688
cifar10_proser_fedavg__split01__seed0__d5.0,cifar10,d5,proser_fedavg,1,0,0.2,0.05,0.05,5,12,B,1,0.3205382840968935,0.3205382840968935,0.19088044541176913,,,5.0,energy,energy,0.5,6.278508041215979
cifar10_proser_fedavg__split01__seed1__d0.1,cifar10,d0.1,proser_fedavg,1,1,0.2,0.05,0.05,5,12,H,1,0.1789333031415155,0.1789333031415155,,0.0017645056807769157,0.02117406816932299,0.0,proser,native,0.3,0.5895502515461134
cifar10_proser_fedavg__split01__seed1__d0.1,cifar10,d0.1,proser_fedavg,1,1,0.2,0.05,0.05,5,12,S,1,0.1789333031415155,0.1789333031415155,0.18894426290411753,,,0.0,proser,native,0.3,0.5895502515461134
cifar10_proser_fedavg__split01__seed1__d0.1,cifar10,d0.1,proser_fedavg,1,1,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split01__seed1__d0.5,cifar10,d0.5,proser_fedavg,1,1,0.2,0.05,0.05,5,12,H,1,0.3760883474258517,0.3760883474258517,,8.564342325009837e-05,0.0007707908092508854,5.0,energy,energy,0.5,3.4985928144742013
cifar10_proser_fedavg__split01__seed1__d0.5,cifar10,d0.5,proser_fedavg,1,1,0.2,0.05,0.05,5,12,S,1,0.3760883474258517,0.3760883474258517,0.17029238716275952,,,5.0,energy,energy,0.5,3.4985928144742013
cifar10_proser_fedavg__split01__seed1__d0.5,cifar10,d0.5,proser_fedavg,1,1,0.2,0.05,0.05,5,12,B,1,0.3654261741451777,0.3654261741451777,0.18342475769272415,,,5.0,energy,energy,0.5,3.4985928144742013
cifar10_proser_fedavg__split01__seed1__d5.0,cifar10,d5,proser_fedavg,1,1,0.2,0.05,0.05,5,12,H,1,0.3439812828054374,0.3439812828054374,,0.0002592362913998107,0.0028515992053979172,4.0,energy,energy,0.3,6.2171910789898
cifar10_proser_fedavg__split01__seed1__d5.0,cifar10,d5,proser_fedavg,1,1,0.2,0.05,0.05,5,12,S,1,0.3439812828054374,0.3439812828054374,0.1766356179392738,,,4.0,energy,energy,0.3,6.2171910789898
cifar10_proser_fedavg__split01__seed1__d5.0,cifar10,d5,proser_fedavg,1,1,0.2,0.05,0.05,5,12,B,1,0.3335653460137279,0.3335653460137279,0.19065929614308086,,,4.0,energy,energy,0.3,6.2171910789898
cifar10_proser_fedavg__split01__seed2__d0.1,cifar10,d0.1,proser_fedavg,1,2,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split01__seed2__d0.1,cifar10,d0.1,proser_fedavg,1,2,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split01__seed2__d0.1,cifar10,d0.1,proser_fedavg,1,2,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split01__seed2__d0.5,cifar10,d0.5,proser_fedavg,1,2,0.2,0.05,0.05,5,12,H,1,0.3855813628592469,0.3855813628592469,,0.0011171781262095733,0.007820246883467013,9.0,margin,margin,0.5,0.9995411271634308
cifar10_proser_fedavg__split01__seed2__d0.5,cifar10,d0.5,proser_fedavg,1,2,0.2,0.05,0.05,5,12,S,1,0.3855813628592469,0.3855813628592469,0.1886611844362736,,,9.0,margin,margin,0.5,0.9995411271634308
cifar10_proser_fedavg__split01__seed2__d0.5,cifar10,d0.5,proser_fedavg,1,2,0.2,0.05,0.05,5,12,B,1,0.3673100393851205,0.3673100393851205,0.18415242040728158,,,5.0,energy,energy,0.5,4.361128952192224
cifar10_proser_fedavg__split01__seed2__d5.0,cifar10,d5,proser_fedavg,1,2,0.2,0.05,0.05,5,12,H,1,0.4180235930891458,0.4180235930891458,,0.0022911509632225005,0.016400437128823435,5.0,energy,energy,0.5,4.427393268980709
cifar10_proser_fedavg__split01__seed2__d5.0,cifar10,d5,proser_fedavg,1,2,0.2,0.05,0.05,5,12,S,1,0.4180235930891458,0.4180235930891458,0.19484960066162438,,,5.0,energy,energy,0.5,4.427393268980709
cifar10_proser_fedavg__split01__seed2__d5.0,cifar10,d5,proser_fedavg,1,2,0.2,0.05,0.05,5,12,B,1,0.3223959433672152,0.3223959433672152,0.16804151267590967,,,4.0,energy,energy,0.3,5.222527031914445
cifar10_proser_fedavg__split01__seed3__d0.1,cifar10,d0.1,proser_fedavg,1,3,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split01__seed3__d0.1,cifar10,d0.1,proser_fedavg,1,3,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split01__seed3__d0.1,cifar10,d0.1,proser_fedavg,1,3,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split01__seed3__d0.5,cifar10,d0.5,proser_fedavg,1,3,0.2,0.05,0.05,5,12,H,1,0.3028319988523356,0.3028319988523356,,0.000375481388852639,0.004505776666231668,9.0,margin,margin,0.5,0.9995642962264376
cifar10_proser_fedavg__split01__seed3__d0.5,cifar10,d0.5,proser_fedavg,1,3,0.2,0.05,0.05,5,12,S,1,0.3028319988523356,0.3028319988523356,0.17820383853009952,,,9.0,margin,margin,0.5,0.9995642962264376
cifar10_proser_fedavg__split01__seed3__d0.5,cifar10,d0.5,proser_fedavg,1,3,0.2,0.05,0.05,5,12,B,1,0.2928102444095538,0.2928102444095538,0.19313499255497119,,,9.0,margin,margin,0.5,0.9995642962264376
cifar10_proser_fedavg__split01__seed3__d5.0,cifar10,d5,proser_fedavg,1,3,0.2,0.05,0.05,5,12,H,1,0.419939886602774,0.419939886602774,,0.008842525750258859,0.035370103001035436,2.0,proser,native,0.7,0.9278291653231234
cifar10_proser_fedavg__split01__seed3__d5.0,cifar10,d5,proser_fedavg,1,3,0.2,0.05,0.05,5,12,S,1,0.410367196520659,0.410367196520659,0.18564892693282253,,,6.0,energy,energy,0.7,4.863598552435936
cifar10_proser_fedavg__split01__seed3__d5.0,cifar10,d5,proser_fedavg,1,3,0.2,0.05,0.05,5,12,B,1,0.3994976464593973,0.3994976464593973,0.1991846504157856,,,6.0,energy,energy,0.7,4.863598552435936
cifar10_proser_fedavg__split01__seed4__d0.1,cifar10,d0.1,proser_fedavg,1,4,0.2,0.05,0.05,5,12,H,1,0.0989968663019775,0.0989968663019775,,0.00214648379641134,0.02575780555693608,8.0,margin,margin,0.3,0.9985294072923054
cifar10_proser_fedavg__split01__seed4__d0.1,cifar10,d0.1,proser_fedavg,1,4,0.2,0.05,0.05,5,12,S,1,0.0989968663019775,0.0989968663019775,0.189377689688423,,,8.0,margin,margin,0.3,0.9985294072923054
cifar10_proser_fedavg__split01__seed4__d0.1,cifar10,d0.1,proser_fedavg,1,4,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split01__seed4__d0.5,cifar10,d0.5,proser_fedavg,1,4,0.2,0.05,0.05,5,12,H,1,0.1436781347005379,0.1436781347005379,,0.0013638728670490306,0.015002601537539337,0.0,proser,native,0.3,0.9771815982949374
cifar10_proser_fedavg__split01__seed4__d0.5,cifar10,d0.5,proser_fedavg,1,4,0.2,0.05,0.05,5,12,S,1,0.1436781347005379,0.1436781347005379,0.18547651279246757,,,0.0,proser,native,0.3,0.9771815982949374
cifar10_proser_fedavg__split01__seed4__d0.5,cifar10,d0.5,proser_fedavg,1,4,0.2,0.05,0.05,5,12,B,1,0.1294566878391349,0.1294566878391349,0.1900384829509632,,,8.0,margin,margin,0.3,0.9999878326786004
cifar10_proser_fedavg__split01__seed4__d5.0,cifar10,d5,proser_fedavg,1,4,0.2,0.05,0.05,5,12,H,1,0.4778356665193009,0.4778356665193009,,0.007269566807080086,0.043617400842480517,6.0,energy,energy,0.7,4.197590662085491
cifar10_proser_fedavg__split01__seed4__d5.0,cifar10,d5,proser_fedavg,1,4,0.2,0.05,0.05,5,12,S,1,0.4084552946345663,0.4084552946345663,0.17659282073944454,,,9.0,margin,margin,0.5,0.999710235308644
cifar10_proser_fedavg__split01__seed4__d5.0,cifar10,d5,proser_fedavg,1,4,0.2,0.05,0.05,5,12,B,1,0.3975958481510068,0.3975958481510068,0.18994173598061848,,,9.0,margin,margin,0.5,0.999710235308644
cifar10_proser_fedavg__split02__seed0__d0.1,cifar10,d0.1,proser_fedavg,2,0,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split02__seed0__d0.1,cifar10,d0.1,proser_fedavg,2,0,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split02__seed0__d0.1,cifar10,d0.1,proser_fedavg,2,0,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split02__seed0__d0.5,cifar10,d0.5,proser_fedavg,2,0,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
