semantic_id,dataset,condition,arm,split,repetition,alpha,delta_r,delta_c,J,M,procedure,certified,effective_certified_coverage,coverage_lcb,risk_ucb,holm_raw_pvalue,holm_adjusted_pvalue,selected_candidate_index,selected_score,selected_slot,selected_gamma,selected_threshold
cifar10_proser_fedavg__split07__seed1__d0.1,cifar10,d0.1,proser_fedavg,7,1,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed1__d0.1,cifar10,d0.1,proser_fedavg,7,1,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed1__d0.5,cifar10,d0.5,proser_fedavg,7,1,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed1__d0.5,cifar10,d0.5,proser_fedavg,7,1,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed1__d0.5,cifar10,d0.5,proser_fedavg,7,1,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed1__d5.0,cifar10,d5,proser_fedavg,7,1,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed1__d5.0,cifar10,d5,proser_fedavg,7,1,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed1__d5.0,cifar10,d5,proser_fedavg,7,1,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed2__d0.1,cifar10,d0.1,proser_fedavg,7,2,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed2__d0.1,cifar10,d0.1,proser_fedavg,7,2,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed2__d0.1,cifar10,d0.1,proser_fedavg,7,2,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed2__d0.5,cifar10,d0.5,proser_fedavg,7,2,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed2__d0.5,cifar10,d0.5,proser_fedavg,7,2,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed2__d0.5,cifar10,d0.5,proser_fedavg,7,2,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed2__d5.0,cifar10,d5,proser_fedavg,7,2,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed2__d5.0,cifar10,d5,proser_fedavg,7,2,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed2__d5.0,cifar10,d5,proser_fedavg,7,2,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed3__d0.1,cifar10,d0.1,proser_fedavg,7,3,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed3__d0.1,cifar10,d0.1,proser_fedavg,7,3,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed3__d0.1,cifar10,d0.1,proser_fedavg,7,3,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed3__d0.5,cifar10,d0.5,proser_fedavg,7,3,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed3__d0.5,cifar10,d0.5,proser_fedavg,7,3,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed3__d0.5,cifar10,d0.5,proser_fedavg,7,3,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed3__d5.0,cifar10,d5,proser_fedavg,7,3,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed3__d5.0,cifar10,d5,proser_fedavg,7,3,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed3__d5.0,cifar10,d5,proser_fedavg,7,3,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed4__d0.1,cifar10,d0.1,proser_fedavg,7,4,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed4__d0.1,cifar10,d0.1,proser_fedavg,7,4,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed4__d0.1,cifar10,d0.1,proser_fedavg,7,4,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed4__d0.5,cifar10,d0.5,proser_fedavg,7,4,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed4__d0.5,cifar10,d0.5,proser_fedavg,7,4,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed4__d0.5,cifar10,d0.5,proser_fedavg,7,4,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed4__d5.0,cifar10,d5,proser_fedavg,7,4,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed4__d5.0,cifar10,d5,proser_fedavg,7,4,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split07__seed4__d5.0,cifar10,d5,proser_fedavg,7,4,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed0__d0.1,cifar10,d0.1,proser_fedavg,8,0,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed0__d0.1,cifar10,d0.1,proser_fedavg,8,0,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed0__d0.1,cifar10,d0.1,proser_fedavg,8,0,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed0__d0.5,cifar10,d0.5,proser_fedavg,8,0,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed0__d0.5,cifar10,d0.5,proser_fedavg,8,0,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed0__d0.5,cifar10,d0.5,proser_fedavg,8,0,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed0__d5.0,cifar10,d5,proser_fedavg,8,0,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed0__d5.0,cifar10,d5,proser_fedavg,8,0,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed0__d5.0,cifar10,d5,proser_fedavg,8,0,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed1__d0.1,cifar10,d0.1,proser_fedavg,8,1,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed1__d0.1,cifar10,d0.1,proser_fedavg,8,1,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed1__d0.1,cifar10,d0.1,proser_fedavg,8,1,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed1__d0.5,cifar10,d0.5,proser_fedavg,8,1,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed1__d0.5,cifar10,d0.5,proser_fedavg,8,1,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed1__d0.5,cifar10,d0.5,proser_fedavg,8,1,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed1__d5.0,cifar10,d5,proser_fedavg,8,1,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed1__d5.0,cifar10,d5,proser_fedavg,8,1,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed1__d5.0,cifar10,d5,proser_fedavg,8,1,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed2__d0.1,cifar10,d0.1,proser_fedavg,8,2,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed2__d0.1,cifar10,d0.1,proser_fedavg,8,2,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed2__d0.1,cifar10,d0.1,proser_fedavg,8,2,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed2__d0.5,cifar10,d0.5,proser_fedavg,8,2,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed2__d0.5,cifar10,d0.5,proser_fedavg,8,2,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed2__d0.5,cifar10,d0.5,proser_fedavg,8,2,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed2__d5.0,cifar10,d5,proser_fedavg,8,2,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed2__d5.0,cifar10,d5,proser_fedavg,8,2,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed2__d5.0,cifar10,d5,proser_fedavg,8,2,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed3__d0.1,cifar10,d0.1,proser_fedavg,8,3,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed3__d0.1,cifar10,d0.1,proser_fedavg,8,3,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed3__d0.1,cifar10,d0.1,proser_fedavg,8,3,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed3__d0.5,cifar10,d0.5,proser_fedavg,8,3,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed3__d0.5,cifar10,d0.5,proser_fedavg,8,3,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed3__d0.5,cifar10,d0.5,proser_fedavg,8,3,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed3__d5.0,cifar10,d5,proser_fedavg,8,3,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed3__d5.0,cifar10,d5,proser_fedavg,8,3,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed3__d5.0,cifar10,d5,proser_fedavg,8,3,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed4__d0.1,cifar10,d0.1,proser_fedavg,8,4,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed4__d0.1,cifar10,d0.1,proser_fedavg,8,4,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed4__d0.1,cifar10,d0.1,proser_fedavg,8,4,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed4__d0.5,cifar10,d0.5,proser_fedavg,8,4,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed4__d0.5,cifar10,d0.5,proser_fedavg,8,4,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed4__d0.5,cifar10,d0.5,proser_fedavg,8,4,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed4__d5.0,cifar10,d5,proser_fedavg,8,4,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed4__d5.0,cifar10,d5,proser_fedavg,8,4,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split08__seed4__d5.0,cifar10,d5,proser_fedavg,8,4,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed0__d0.1,cifar10,d0.1,proser_fedavg,9,0,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed0__d0.1,cifar10,d0.1,proser_fedavg,9,0,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed0__d0.1,cifar10,d0.1,proser_fedavg,9,0,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed0__d0.5,cifar10,d0.5,proser_fedavg,9,0,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed0__d0.5,cifar10,d0.5,proser_fedavg,9,0,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed0__d0.5,cifar10,d0.5,proser_fedavg,9,0,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed0__d5.0,cifar10,d5,proser_fedavg,9,0,0.2,0.05,0.05,5,12,H,1,0.3270915532420068,0.3270915532420068,,0.00015234917109956805,0.0018281900531948165,5.0,energy,energy,0.5,7.410304672343276
cifar10_proser_fedavg__split09__seed0__d5.0,cifar10,d5,proser_fedavg,9,0,0.2,0.05,0.05,5,12,S,1,0.3270915532420068,0.3270915532420068,0.17120198222990296,,,5.0,energy,energy,0.5,7.410304672343276
cifar10_proser_fedavg__split09__seed0__d5.0,cifar10,d5,proser_fedavg,9,0,0.2,0.05,0.05,5,12,B,1,0.3168263424064076,0.3168263424064076,0.18590303627511756,,,5.0,energy,energy,0.5,7.410304672343276
cifar10_proser_fedavg__split09__seed1__d0.1,cifar10,d0.1,proser_fedavg,9,1,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed1__d0.1,cifar10,d0.1,proser_fedavg,9,1,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed1__d0.1,cifar10,d0.1,proser_fedavg,9,1,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed1__d0.5,cifar10,d0.5,proser_fedavg,9,1,0.2,0.05,0.05,5,12,H,1,0.3609463107617132,0.3609463107617132,,0.0035107955566282927,0.03159716000965464,9.0,margin,margin,0.5,0.9998253795215516
cifar10_proser_fedavg__split09__seed1__d0.5,cifar10,d0.5,proser_fedavg,9,1,0.2,0.05,0.05,5,12,S,1,0.3609463107617132,0.3609463107617132,0.19841373250782268,,,9.0,margin,margin,0.5,0.9998253795215516
cifar10_proser_fedavg__split09__seed1__d0.5,cifar10,d0.5,proser_fedavg,9,1,0.2,0.05,0.05,5,12,B,1,0.3205382840968935,0.3205382840968935,0.1962243338446345,,,5.0,energy,energy,0.5,4.88751000305482
cifar10_proser_fedavg__split09__seed1__d5.0,cifar10,d5,proser_fedavg,9,1,0.2,0.05,0.05,5,12,H,1,0.3590576379982162,0.3590576379982162,,0.003841287746262296,0.04609545295514755,9.0,margin,margin,0.5,0.9999919768958586
cifar10_proser_fedavg__split09__seed1__d5.0,cifar10,d5,proser_fedavg,9,1,0.2,0.05,0.05,5,12,S,1,0.3590576379982162,0.3590576379982162,0.1992414302756812,,,9.0,margin,margin,0.5,0.9999919768958586
cifar10_proser_fedavg__split09__seed1__d5.0,cifar10,d5,proser_fedavg,9,1,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed2__d0.1,cifar10,d0.1,proser_fedavg,9,2,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed2__d0.1,cifar10,d0.1,proser_fedavg,9,2,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed2__d0.1,cifar10,d0.1,proser_fedavg,9,2,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed2__d0.5,cifar10,d0.5,proser_fedavg,9,2,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed2__d0.5,cifar10,d0.5,proser_fedavg,9,2,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed2__d0.5,cifar10,d0.5,proser_fedavg,9,2,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed2__d5.0,cifar10,d5,proser_fedavg,9,2,0.2,0.05,0.05,5,12,H,1,0.3893848190377891,0.3893848190377891,,0.0003829492588342578,0.0033208352052328683,5.0,energy,energy,0.5,5.0319663465621085
cifar10_proser_fedavg__split09__seed2__d5.0,cifar10,d5,proser_fedavg,9,2,0.2,0.05,0.05,5,12,S,1,0.3893848190377891,0.3893848190377891,0.1811060852618912,,,5.0,energy,energy,0.5,5.0319663465621085
cifar10_proser_fedavg__split09__seed2__d5.0,cifar10,d5,proser_fedavg,9,2,0.2,0.05,0.05,5,12,B,1,0.3786355563024496,0.3786355563024496,0.19416225305362433,,,5.0,energy,energy,0.5,5.0319663465621085
cifar10_proser_fedavg__split09__seed3__d0.1,cifar10,d0.1,proser_fedavg,9,3,0.2,0.05,0.05,5,12,H,1,0.126318742423585,0.126318742423585,,0.00032664116320851687,0.003919693958502202,8.0,margin,margin,0.3,0.9941349382384564
cifar10_proser_fedavg__split09__seed3__d0.1,cifar10,d0.1,proser_fedavg,9,3,0.2,0.05,0.05,5,12,S,1,0.126318742423585,0.126318742423585,0.16944571596193914,,,8.0,margin,margin,0.3,0.9941349382384564
cifar10_proser_fedavg__split09__seed3__d0.1,cifar10,d0.1,proser_fedavg,9,3,0.2,0.05,0.05,5,12,B,1,0.1193277683909949,0.1193277683909949,0.1892427735888847,,,8.0,margin,margin,0.3,0.9941349382384564
cifar10_proser_fedavg__split09__seed3__d0.5,cifar10,d0.5,proser_fedavg,9,3,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed3__d0.5,cifar10,d0.5,proser_fedavg,9,3,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed3__d0.5,cifar10,d0.5,proser_fedavg,9,3,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed3__d5.0,cifar10,d5,proser_fedavg,9,3,0.2,0.05,0.05,5,12,H,1,0.1665194198150116,0.1665194198150116,,1.7330909988828975e-05,0.0002079709198659477,4.0,energy,energy,0.3,8.261458996546306
cifar10_proser_fedavg__split09__seed3__d5.0,cifar10,d5,proser_fedavg,9,3,0.2,0.05,0.05,5,12,S,1,0.1665194198150116,0.1665194198150116,0.13968482688390071,,,4.0,energy,energy,0.3,8.261458996546306
cifar10_proser_fedavg__split09__seed3__d5.0,cifar10,d5,proser_fedavg,9,3,0.2,0.05,0.05,5,12,B,1,0.1585875344216875,0.1585875344216875,0.15884379368120227,,,4.0,energy,energy,0.3,8.261458996546306
cifar10_proser_fedavg__split09__seed4__d0.1,cifar10,d0.1,proser_fedavg,9,4,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed4__d0.1,cifar10,d0.1,proser_fedavg,9,4,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed4__d0.1,cifar10,d0.1,proser_fedavg,9,4,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed4__d0.5,cifar10,d0.5,proser_fedavg,9,4,0.2,0.05,0.05,5,12,H,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed4__d0.5,cifar10,d0.5,proser_fedavg,9,4,0.2,0.05,0.05,5,12,S,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed4__d0.5,cifar10,d0.5,proser_fedavg,9,4,0.2,0.05,0.05,5,12,B,0,0.0,0.0,,,,,,,,
cifar10_proser_fedavg__split09__seed4__d5.0,cifar10,d5,proser_fedavg,9,4,0.2,0.05,0.05,5,12,H,1,0.3196096406194151,0.3196096406194151,,0.0015359866064301704,0.015359866064301704,9.0,margin,margin,0.5,0.9999961853027344
cifar10_proser_fedavg__split09__seed4__d5.0,cifar10,d5,proser_fedavg,9,4,0.2,0.05,0.05,5,12,S,1,0.3196096406194151,0.3196096406194151,0.19081114734468224,,,9.0,margin,margin,0.5,0.9999961853027344
cifar10_proser_fedavg__split09__seed4__d5.0,cifar10,d5,proser_fedavg,9,4,0.2,0.05,0.05,5,12,B,1,0.2928102444095538,0.2928102444095538,0.1905038286611191,,,5.0,energy,energy,0.5,7.444739678232965
officehome_convnext_frozen__split00__seed0,officehome,frozen,convnext_frozen_linear,0,0,0.2,0.05,0.05,4,12,H,1,0.1677303881607597,0.1677303881607597,,0.003531707189770888,0.028253657518167104,2.0,msp,native,0.7,0.8743266860344606
officehome_convnext_frozen__split00__seed0,officehome,frozen,convnext_frozen_linear,0,0,0.2,0.05,0.05,4,12,S,1,0.1677303881607597,0.1677303881607597,0.19889318707567988,,,2.0,msp,native,0.7,0.8743266860344606
officehome_convnext_frozen__split00__seed0,officehome,frozen,convnext_frozen_linear,0,0,0.2,0.05,0.05,4,12,B,1,0.0361027310425783,0.0361027310425783,0.18708520978749282,,,8.0,margin,margin,0.3,0.9898834559331204
officehome_convnext_frozen__split00__seed1,officehome,frozen,convnext_frozen_linear,0,1,0.2,0.05,0.05,4,12,H,1,0.1610687116333154,0.1610687116333154,,0.0057546739621098224,0.04603739169687858,2.0,msp,native,0.7,0.8865034328588673
officehome_convnext_frozen__split00__seed1,officehome,frozen,convnext_frozen_linear,0,1,0.2,0.05,0.05,4,12,S,1,0.1299133055116196,0.1299133055116196,0.18899031544142347,,,1.0,msp,native,0.5,0.9326031708465174
officehome_convnext_frozen__split00__seed1,officehome,frozen,convnext_frozen_linear,0,1,0.2,0.05,0.05,4,12,B,0,0.0,0.0,,,,,,,,
officehome_convnext_frozen__split00__seed2,officehome,frozen,convnext_frozen_linear,0,2,0.2,0.05,0.05,4,12,H,1,0.1601184550659885,0.1601184550659885,,0.004616268751959963,0.03518431454185125,2.0,msp,native,0.7,0.8811792951703155
officehome_convnext_frozen__split00__seed2,officehome,frozen,convnext_frozen_linear,0,2,0.2,0.05,0.05,4,12,S,1,0.1317887458291849,0.1317887458291849,0.17987176534202426,,,1.0,msp,native,0.5,0.9288621981743777
officehome_convnext_frozen__split00__seed2,officehome,frozen,convnext_frozen_linear,0,2,0.2,0.05,0.05,4,12,B,1,0.1272167383924626,0.1272167383924626,0.19565506821023193,,,1.0,msp,native,0.5,0.9288621981743777
officehome_convnext_frozen__split00__seed3,officehome,frozen,convnext_frozen_linear,0,3,0.2,0.05,0.05,4,12,H,1,0.1582190219076798,0.1582190219076798,,0.004787567720366531,0.038300541762932246,10.0,margin,margin,0.7,0.8448586261722743
officehome_convnext_frozen__split00__seed3,officehome,frozen,convnext_frozen_linear,0,3,0.2,0.05,0.05,4,12,S,1,0.1271035125000629,0.1271035125000629,0.18369964767059616,,,9.0,margin,margin,0.5,0.9125409108389504
officehome_convnext_frozen__split00__seed3,officehome,frozen,convnext_frozen_linear,0,3,0.2,0.05,0.05,4,12,B,1,0.1226064092826564,0.1226064092826564,0.19977693199153618,,,9.0,margin,margin,0.5,0.9125409108389504
officehome_convnext_frozen__split00__seed4,officehome,frozen,convnext_frozen_linear,0,4,0.2,0.05,0.05,4,12,H,1,0.1648732875254419,0.1648732875254419,,0.0058821349009787575,0.035292809405872545,10.0,margin,margin,0.7,0.825567849286523
officehome_convnext_frozen__split00__seed4,officehome,frozen,convnext_frozen_linear,0,4,0.2,0.05,0.05,4,12,S,1,0.1639216153346288,0.1639216153346288,0.1985458076719902,,,2.0,msp,native,0.7,0.8834760025430304
officehome_convnext_frozen__split00__seed4,officehome,frozen,convnext_frozen_linear,0,4,0.2,0.05,0.05,4,12,B,1,0.1043043821049229,0.1043043821049229,0.1967289213840679,,,9.0,margin,margin,0.5,0.9433616014330426
officehome_convnext_frozen__split01__seed0,officehome,frozen,convnext_frozen_linear,1,0,0.2,0.05,0.05,4,12,H,1,0.1126437034189517,0.1126437034189517,,0.0005375257882905528,0.0048377320946149755,1.0,msp,native,0.5,0.9609781947935766
officehome_convnext_frozen__split01__seed0,officehome,frozen,convnext_frozen_linear,1,0,0.2,0.05,0.05,4,12,S,1,0.1126437034189517,0.1126437034189517,0.1774807382859258,,,1.0,msp,native,0.5,0.9609781947935766
officehome_convnext_frozen__split01__seed0,officehome,frozen,convnext_frozen_linear,1,0,0.2,0.05,0.05,4,12,B,1,0.1084160459630132,0.1084160459630132,0.19300010950927976,,,1.0,msp,native,0.5,0.9609781947935766
officehome_convnext_frozen__split01__seed1,officehome,frozen,convnext_frozen_linear,1,1,0.2,0.05,0.05,4,12,H,1,0.1255376004235755,0.1255376004235755,,0.005044014579307859,0.04035211663446287,1.0,msp,native,0.5,0.9483450009913674
officehome_convnext_frozen__split01__seed1,officehome,frozen,convnext_frozen_linear,1,1,0.2,0.05,0.05,4,12,S,1,0.1218441386622459,0.1218441386622459,0.19927708011461065,,,9.0,margin,margin,0.5,0.9359984185501742
officehome_convnext_frozen__split01__seed1,officehome,frozen,convnext_frozen_linear,1,1,0.2,0.05,0.05,4,12,B,1,0.0985371303830379,0.0985371303830379,0.177873673891759,,,0.0,msp,native,0.3,0.972558031541768
officehome_convnext_frozen__split01__seed2,officehome,frozen,convnext_frozen_linear,1,2,0.2,0.05,0.05,4,12,H,1,0.1153986938284415,0.1153986938284415,,0.0019847143595409194,0.017862429235868275,9.0,margin,margin,0.5,0.9441097629694843
officehome_convnext_frozen__split01__seed2,officehome,frozen,convnext_frozen_linear,1,2,0.2,0.05,0.05,4,12,S,1,0.1153986938284415,0.1153986938284415,0.1913841803229558,,,9.0,margin,margin,0.5,0.9441097629694843
officehome_convnext_frozen__split01__seed2,officehome,frozen,convnext_frozen_linear,1,2,0.2,0.05,0.05,4,12,B,1,0.0940725055049796,0.0940725055049796,0.18468277386246618,,,8.0,margin,margin,0.3,0.9672393403442388
