semantic_id,dataset,condition,selected_candidate_index,selected_score,selected_slot,selected_gamma,selected_threshold,selected_selector_sha256,evaluation_n,evaluation_A,evaluation_K,evaluation_coverage,pooled_evaluation_risk,worst_client_evaluation_risk,clients_with_zero_acceptance,accepted_known,known_accepted_errors,unknown_total,unknown_false_acceptances,unknown_share_of_accepted_errors,A_by_client,K_by_client,n_by_client,pooled_risk_le_alpha,worst_client_risk_le_alpha,proposal_certification_id_overlap,proposal_evaluation_id_overlap,certification_evaluation_id_overlap
cifar10_proser_fedavg__split05__seed2__d5.0,cifar10,d5,10,margin,margin,0.7,0.9995649066258434,748d6369a242975a8f2095950cd68b0f6390af867575ee4188621415cc5c5054,2570,1362,172,0.5299610894941634,0.1262848751835536,0.14035087719298245,0,1216,26,770,146,0.8488372093023255,"[268,251,283,275,285]","[32,31,38,31,40]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split05__seed3__d0.1,cifar10,d0.1,4,energy,energy,0.3,1.5682016774563476,a2c1e0c035d8b24016c6ceb255b7b3c29b081d3b39e15e7354bdf02915d14f3d,2570,559,32,0.21750972762645915,0.057245080500894455,0.06956521739130435,0,551,24,770,8,0.25,"[115,105,108,115,116]","[8,6,6,7,5]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split05__seed3__d0.5,cifar10,d0.5,9,margin,margin,0.5,0.9993584726167761,7e0ee39da3a0a8ba224255bfcf1da863175dd3e7020d7212bbfa6f80a73d4c53,2570,1080,117,0.42023346303501946,0.10833333333333334,0.12380952380952381,0,979,16,770,101,0.8632478632478633,"[222,210,204,222,222]","[23,26,20,26,22]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split05__seed3__d5.0,cifar10,d5,2,proser,native,0.7,0.97686600425969,57ee1975bd60a31c6be37ead2aa9c504ed92e4aaec9580bc3883ac408d675f32,2570,1230,183,0.4785992217898833,0.14878048780487804,0.1724137931034483,0,1064,17,770,166,0.907103825136612,"[249,241,240,239,261]","[28,39,37,34,45]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split05__seed4__d0.5,cifar10,d0.5,8,margin,margin,0.3,0.9992601054169262,3feab95a815159bdac1d0f5ecdb52eaaedb8b1b91f25c796adc45cdf280024df,2570,856,42,0.3330739299610895,0.04906542056074766,0.07303370786516854,0,825,11,770,31,0.7380952380952381,"[175,182,162,178,159]","[5,8,10,13,6]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split05__seed4__d5.0,cifar10,d5,8,margin,margin,0.3,0.9999991059303284,a367e0ea69f8359738e194a5fec7c7cefe2b0b091d42077a94d2fb0e94a2de3c,2570,758,38,0.29494163424124514,0.05013192612137203,0.08280254777070063,0,727,7,770,31,0.8157894736842105,"[158,146,145,152,157]","[2,11,7,5,13]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split06__seed0__d0.5,cifar10,d0.5,0,proser,native,0.3,0.984534266800386,4e3323cdeb2e2eb8aef2de71ce7644b93e247d24845f98720f7176e4801794af,2570,447,31,0.17392996108949416,0.06935123042505593,0.10309278350515463,0,419,3,770,28,0.9032258064516129,"[95,86,87,97,82]","[5,5,7,10,4]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split06__seed0__d5.0,cifar10,d5,1,proser,native,0.5,0.9857355782818236,f15bf031a66458e25edfee645414c0727bd3d0ea9cbf6bf31ae0269b06ead1f7,2570,1149,113,0.44708171206225683,0.09834638816362054,0.11210762331838565,0,1038,2,770,111,0.9823008849557522,"[230,239,223,226,231]","[19,25,25,25,19]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split06__seed1__d0.1,cifar10,d0.1,8,margin,margin,0.3,0.9581430931155099,a9ce71d21c78472ff6c02bc9da1de726328d4902f629ec9155dadcd1833dd6c0,2570,688,67,0.267704280155642,0.09738372093023256,0.12056737588652482,0,629,8,770,59,0.8805970149253731,"[133,141,142,141,131]","[15,17,14,13,8]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split06__seed1__d0.5,cifar10,d0.5,5,energy,energy,0.5,4.744196129483124,e3c5ad6cbec8e872cd1ecb79485c56273bc4669273d6544e25a3170d833b937a,2570,1163,135,0.45252918287937743,0.11607910576096303,0.13478260869565217,0,1038,10,770,125,0.9259259259259259,"[243,230,226,236,228]","[24,31,25,31,24]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split06__seed1__d5.0,cifar10,d5,5,energy,energy,0.5,6.053104560112075,cdd566219c8e7d13fc905e6ef76ffa81472356860acdd72da0442cd7143d1d98,2570,1268,149,0.4933852140077821,0.11750788643533124,0.1282051282051282,0,1126,7,770,142,0.9530201342281879,"[273,254,249,244,248]","[35,30,28,25,31]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split06__seed2__d0.5,cifar10,d0.5,2,proser,native,0.7,0.9371504990950875,f4070fb5b6862e10117cb71935db7149df103f46fa881fde2b38f2ed88176d89,2570,1246,191,0.4848249027237354,0.15329052969502407,0.17712177121771217,0,1070,15,770,176,0.9214659685863874,"[271,255,235,238,247]","[48,40,36,39,28]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split06__seed2__d5.0,cifar10,d5,5,energy,energy,0.5,5.890475418256677,fde1965e792d8831f9eb429de8d1b133337839e275cc70d2ec2c99d08a091076,2570,1231,137,0.47898832684824905,0.11129163281884646,0.12903225806451613,0,1099,5,770,132,0.9635036496350365,"[258,249,235,248,241]","[33,22,28,32,22]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split06__seed3__d0.5,cifar10,d0.5,8,margin,margin,0.3,0.9999891449775186,e458bc46c6e3329b8c082eb9a5114af7f5ca5a07e7d95b069000b1467cec8d8f,2570,651,42,0.25330739299610894,0.06451612903225806,0.0962962962962963,0,611,2,770,40,0.9523809523809523,"[137,135,127,121,131]","[4,13,7,7,11]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split07__seed1__d0.5,cifar10,d0.5,9,margin,margin,0.5,0.9999997019767761,2f9addd0bd047762cbe8d8ee38ad0a769448989ffa4504ac733db46e204ef282,2570,377,36,0.14669260700389106,0.09549071618037135,0.14516129032258066,0,341,0,770,36,1.0,"[73,70,62,90,82]","[7,7,9,7,6]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split09__seed0__d5.0,cifar10,d5,6,energy,energy,0.7,6.1270365715026855,01d424ae7d49395c14cc611b85bf67a0d70a920caff1f2acf716847ed5cc4149,2570,1354,180,0.5268482490272374,0.1329394387001477,0.15355805243445692,0,1186,12,770,168,0.9333333333333333,"[275,267,268,284,260]","[35,41,31,38,35]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split09__seed1__d0.5,cifar10,d0.5,1,proser,native,0.5,0.9520620213304475,92da79946d00fdbd3bf1f5abac6ad665a873286368252a95483864d80cedff2a,2570,1144,129,0.445136186770428,0.11276223776223776,0.1409090909090909,0,1019,4,770,125,0.9689922480620154,"[220,234,238,215,237]","[31,25,24,21,28]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split09__seed1__d5.0,cifar10,d5,9,margin,margin,0.5,0.9999919768958586,b7601a32ec43abf137e19da73cc97fd6e29b3ce38c69b9fc1d2321a764ca93e8,2570,1081,107,0.4206225680933852,0.09898242368177614,0.11009174311926606,0,977,3,770,104,0.9719626168224299,"[213,226,221,203,218]","[23,23,16,21,24]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split09__seed2__d5.0,cifar10,d5,5,energy,energy,0.5,5.0319663465621085,c208d41a35d5b91f243722304d354999e434df632e57e2f654ff8dee07cf77a9,2570,1216,125,0.47315175097276263,0.10279605263157894,0.12446351931330472,0,1097,6,770,119,0.952,"[217,255,233,265,246]","[19,23,29,25,29]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split09__seed3__d0.1,cifar10,d0.1,8,margin,margin,0.3,0.9941349382384564,31b8e739e3fb73734207618bf4e70ceb60495ce79b3eabf0cdd36b8d8dcd7764,2570,521,31,0.2027237354085603,0.05950095969289827,0.08333333333333333,0,490,0,770,31,1.0,"[113,103,96,108,101]","[5,7,8,6,5]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split09__seed3__d0.5,cifar10,d0.5,9,margin,margin,0.5,0.9999919533729553,e7d86197b8e8b81831062257b6dff29eade15a061f600baa647b99dbdf75e3cb,2570,618,65,0.24046692607003892,0.10517799352750809,0.14634146341463414,0,554,1,770,64,0.9846153846153847,"[132,116,111,136,123]","[13,9,11,14,18]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split09__seed3__d5.0,cifar10,d5,4,energy,energy,0.3,8.261458996546306,ccb5328b6ef599346eb1b469ce4c1e6c072e8c0747efbc340eb58d01ffbc3089,2570,653,34,0.25408560311284045,0.05206738131699847,0.061068702290076333,0,619,0,770,34,1.0,"[125,133,124,140,131]","[5,7,6,8,8]","[514,514,514,514,514]",1,1,0,0,0
cifar10_proser_fedavg__split09__seed4__d5.0,cifar10,d5,4,energy,energy,0.3,9.984423522566475,456d309b7d4496800fda4ec0ba25845b51ba5aaf685fa29f95926219a35a2542,2570,460,17,0.17898832684824903,0.03695652173913044,0.05263157894736842,0,444,1,770,16,0.9411764705882353,"[104,85,92,95,84]","[2,4,3,5,3]","[514,514,514,514,514]",1,1,0,0,0
officehome_convnext_frozen__split00__seed0,officehome,frozen,1,msp,native,0.5,0.9484316412902913,2baf41481423f0d9414f08c258418a2fbfa24b32e669acc5955bfbb91f0e02a3,2161,566,60,0.26191577973160574,0.10600706713780919,0.1411764705882353,0,510,4,1097,56,0.9333333333333333,"[81,85,203,197]","[8,12,22,18]","[317,607,616,621]",1,1,0,0,0
officehome_convnext_frozen__split00__seed1,officehome,frozen,1,msp,native,0.5,0.9326031708465174,fd7b5fb26ffc6ebf3ea61e8fe2ce471bd98f9b2fa6dfd571423c4b28bd808fec,2161,615,72,0.28459046737621474,0.11707317073170732,0.14736842105263157,0,547,4,1097,68,0.9444444444444444,"[85,95,224,211]","[9,14,29,20]","[317,607,616,621]",1,1,0,0,0
officehome_convnext_frozen__split00__seed2,officehome,frozen,1,msp,native,0.5,0.9288621981743777,52796c5d78afd2d2e2669fb5d9601982b77e52cdd2071fae35a41d068ef9f8e1,2161,629,78,0.2910689495603887,0.12400635930047695,0.16,0,555,4,1097,74,0.9487179487179487,"[89,100,225,215]","[9,16,30,23]","[317,607,616,621]",1,1,0,0,0
officehome_convnext_frozen__split00__seed3,officehome,frozen,10,margin,margin,0.7,0.8448586261722743,7dac6417302b1fda8df21c9ad2cf5fc92691c560322b339d43a096ca67f264ad,2161,694,102,0.3211476168440537,0.14697406340057637,0.17857142857142858,0,599,7,1097,95,0.9313725490196079,"[95,112,256,231]","[10,20,45,27]","[317,607,616,621]",1,1,0,0,0
officehome_convnext_frozen__split00__seed4,officehome,frozen,1,msp,native,0.5,0.9591539679348142,76a5fe030e7aa8e0f748cde713204dc3a8b999a56ad3938553f9cc5fea38d9c4,2161,518,47,0.23970384081443777,0.09073359073359073,0.10666666666666667,0,475,4,1097,43,0.9148936170212766,"[76,75,188,179]","[7,8,19,13]","[317,607,616,621]",1,1,0,0,0
officehome_convnext_frozen__split01__seed0,officehome,frozen,0,msp,native,0.3,0.9767953893484546,be33932953ef80dd6209254803c41c0623f0a35921df3b919c0f9fa4e039d2a6,2220,458,38,0.2063063063063063,0.08296943231441048,0.10714285714285714,0,422,2,1193,36,0.9473684210526315,"[56,66,166,170]","[6,6,16,10]","[346,614,620,640]",1,1,0,0,0
officehome_convnext_frozen__split01__seed1,officehome,frozen,1,msp,native,0.5,0.9483450009913674,41a12d70c73365f1f9114a860b1f336d1ee5085a844b714cf05e88df9a503721,2220,593,82,0.2671171171171171,0.13827993254637436,0.19230769230769232,0,514,3,1193,79,0.9634146341463414,"[78,98,209,208]","[15,18,29,20]","[346,614,620,640]",1,1,0,0,0
officehome_convnext_frozen__split01__seed2,officehome,frozen,4,energy,energy,0.3,7.397548246725074,383c28bceb2df8ad7ea738a2c8777d8745d8263c0f728f5bfb84dc7ef944908c,2220,362,35,0.16306306306306306,0.09668508287292818,0.19230769230769232,0,332,5,1193,30,0.8571428571428571,"[52,23,130,157]","[10,2,12,11]","[346,614,620,640]",1,1,0,0,0
officehome_convnext_frozen__split01__seed3,officehome,frozen,9,margin,margin,0.5,0.9358825245497592,f80d334b91be52c8c42a28e92c91ca4b1c84172e43233b45f3a2f6a8178d90c5,2220,579,80,0.2608108108108108,0.1381692573402418,0.17105263157894737,0,502,3,1193,77,0.9625,"[76,91,208,204]","[13,15,31,21]","[346,614,620,640]",1,1,0,0,0
officehome_convnext_frozen__split01__seed4,officehome,frozen,4,energy,energy,0.3,7.585918031275849,2e51cafd6e8e5f53700542289cca4c2166d8b448cd38c2d4df6282975352fedc,2220,329,28,0.1481981981981982,0.0851063829787234,0.14285714285714285,0,306,5,1193,23,0.8214285714285714,"[42,20,121,146]","[6,2,10,10]","[346,614,620,640]",1,1,0,0,0
officehome_convnext_frozen__split02__seed0,officehome,frozen,8,margin,margin,0.3,0.9540576980342764,cff3238f0f1b71d9fa0a432f56ed7c4fdb6103eaadb0334345521e961aa00540,2194,566,57,0.25797629899726526,0.10070671378091872,0.11842105263157894,0,511,2,1157,55,0.9649122807017544,"[87,76,193,210]","[8,9,16,24]","[329,607,631,627]",1,1,0,0,0
officehome_convnext_frozen__split02__seed1,officehome,frozen,1,msp,native,0.5,0.9386946343244094,fecd6cfc38366e689ca3b2cd968ea484149e8ea7e5f0f431c46f0ca95d14a564,2194,687,107,0.313126709206928,0.15574963609898107,0.1774193548387097,0,582,2,1157,105,0.9813084112149533,"[101,98,240,248]","[13,14,36,44]","[329,607,631,627]",1,1,0,0,0
officehome_convnext_frozen__split02__seed2,officehome,frozen,0,msp,native,0.3,0.9657199916735447,fc160fec801219e3c6ae90c3c6fdc322c587eae24e9dab82d78e63f4fcc818b6,2194,575,61,0.26207839562443025,0.10608695652173913,0.12037037037037036,0,516,2,1157,59,0.9672131147540983,"[83,73,203,216]","[7,7,21,26]","[329,607,631,627]",1,1,0,0,0
officehome_convnext_frozen__split02__seed3,officehome,frozen,1,msp,native,0.5,0.9409094835415525,6e417b0975e586f839df7c4a5235bb1c0e0f29cdf085a6a2af71438c00eb39d3,2194,672,103,0.3062898814949863,0.15327380952380953,0.17695473251028807,0,571,2,1157,101,0.9805825242718447,"[99,93,237,243]","[12,12,36,43]","[329,607,631,627]",1,1,0,0,0
officehome_convnext_frozen__split02__seed4,officehome,frozen,8,margin,margin,0.3,0.9605033693951884,c07c451c0cc381d3ac0ae5fd5bb8d1cd4c320e036be2a4a37fe6c158f16afb29,2194,540,51,0.24612579762989972,0.09444444444444444,0.11428571428571428,0,491,2,1157,49,0.9607843137254902,"[84,70,186,200]","[7,8,16,20]","[329,607,631,627]",1,1,0,0,0
officehome_convnext_frozen__split03__seed0,officehome,frozen,1,msp,native,0.5,0.9770010313500928,81efdb1b33394b08a0fdf07761f2417bda78f50e83a7e7f5ec740bb297a558ee,2212,556,51,0.2513562386980108,0.09172661870503597,0.17721518987341772,0,508,3,1184,48,0.9411764705882353,"[66,79,216,195]","[5,14,18,14]","[344,628,612,628]",1,1,0,0,0
officehome_convnext_frozen__split03__seed4,officehome,frozen,5,energy,energy,0.5,7.018326437353164,0a3725220eadff136e24645b200762d19d04813ac9b425b29ec99483f9138035,2212,494,51,0.22332730560578662,0.10323886639676114,0.14705882352941177,0,450,7,1184,44,0.8627450980392157,"[75,34,176,209]","[8,5,17,21]","[344,628,612,628]",1,1,0,0,0
officehome_convnext_frozen__split04__seed0,officehome,frozen,4,energy,energy,0.3,7.712860740104843,64ff6b8ea056f246668bd0c3cadc015f745d3540e65049bf84b5f1dcff8cf06a,2184,327,21,0.14972527472527472,0.06422018348623854,0.09836065573770492,0,310,4,1131,17,0.8095238095238095,"[61,14,108,144]","[6,0,1,14]","[327,597,625,635]",1,1,0,0,0
officehome_convnext_frozen__split04__seed1,officehome,frozen,2,msp,native,0.7,0.9232998507124395,fc14af7c30aa068c72cd110a4e0921bac72ba69d3bd16607a6cf5c0a005bd807,2184,674,91,0.3086080586080586,0.13501483679525222,0.15,0,585,2,1131,89,0.978021978021978,"[100,97,244,233]","[15,11,35,30]","[327,597,625,635]",1,1,0,0,0
officehome_convnext_frozen__split04__seed2,officehome,frozen,1,msp,native,0.5,0.953950579399069,2228fd24fccf6188170db4cb6527bee1f6f7fc73db1a43e45f2683d38d59848a,2184,573,51,0.2623626373626374,0.08900523560209424,0.11363636363636363,0,524,2,1131,49,0.9607843137254902,"[88,74,208,203]","[10,2,21,18]","[327,597,625,635]",1,1,0,0,0
officehome_convnext_frozen__split04__seed3,officehome,frozen,9,margin,margin,0.5,0.9416160629232289,6247d16316edc96b83773f44f6625bca2d7dd50bf831167a4e463046e392f0cd,2184,561,50,0.25686813186813184,0.08912655971479501,0.10588235294117647,0,512,1,1131,49,0.98,"[85,74,203,199]","[9,4,19,18]","[327,597,625,635]",1,1,0,0,0
officehome_convnext_frozen__split04__seed4,officehome,frozen,9,margin,margin,0.5,0.9352459893542105,c5aefc9cdca8a2d4008140a648642bd5a4b95fa104361d041966f942c4f120ca,2184,582,64,0.2664835164835165,0.10996563573883161,0.11848341232227488,0,519,1,1131,63,0.984375,"[87,73,211,211]","[10,5,24,25]","[327,597,625,635]",1,1,0,0,0
officehome_convnext_frozen__split05__seed0,officehome,frozen,0,msp,native,0.3,0.9485963872065879,753e36a03ea3bf602263a5ea6250b35d2259777c278db56b98d35fade8e2a49b,2196,529,52,0.24089253187613843,0.09829867674858223,0.1256544502617801,0,480,3,1153,49,0.9423076923076923,"[75,72,191,191]","[7,4,24,17]","[340,596,627,633]",1,1,0,0,0
officehome_convnext_frozen__split05__seed1,officehome,frozen,8,margin,margin,0.3,0.9209871590771239,8f4695731ba3bd348022e8a8ae7de415ebe2e0e81c9836b514b2b881bc1686fb,2196,537,52,0.24453551912568305,0.09683426443202979,0.11398963730569948,0,488,3,1153,49,0.9423076923076923,"[80,79,193,185]","[9,5,22,16]","[340,596,627,633]",1,1,0,0,0
officehome_convnext_frozen__split05__seed2,officehome,frozen,0,msp,native,0.3,0.9437834911799418,585da33b968fbe319e383b9ec8dd08db562d65365ae20162616e05ee0fb8ccc3,2196,526,52,0.2395264116575592,0.09885931558935361,0.13020833333333334,0,478,4,1153,48,0.9230769230769231,"[73,74,192,187]","[8,4,25,15]","[340,596,627,633]",1,1,0,0,0
officehome_convnext_frozen__split05__seed3,officehome,frozen,0,msp,native,0.3,0.9356482144077671,997d8bfa02691bb35b7284fec796e54d056cdba721e63119e4d7ddf7fbc37ab8,2196,559,62,0.25455373406193077,0.11091234347048301,0.13526570048309178,0,501,4,1153,58,0.9354838709677419,"[78,81,207,193]","[9,5,28,20]","[340,596,627,633]",1,1,0,0,0
officehome_convnext_frozen__split05__seed4,officehome,frozen,8,margin,margin,0.3,0.921603347142237,edfd9b093f6b2f33d84155014a8a7168cffe126b70fcc73f02dbb44e711e3d96,2196,537,54,0.24453551912568305,0.1005586592178771,0.11855670103092783,0,486,3,1153,51,0.9444444444444444,"[76,79,194,188]","[9,5,23,17]","[340,596,627,633]",1,1,0,0,0
officehome_convnext_frozen__split06__seed1,officehome,frozen,8,margin,margin,0.3,0.9647318133850713,2787d5508ba30b2ed189f91a7a9a35e4dca36ba5193b7b603f154bbd8742e14b,2212,466,35,0.21066907775768534,0.07510729613733906,0.1111111111111111,0,434,3,1185,32,0.9142857142857143,"[54,56,179,177]","[6,4,17,8]","[326,639,624,623]",1,1,0,0,0
officehome_convnext_frozen__split06__seed2,officehome,frozen,8,margin,margin,0.3,0.9771087862976062,ea92de4131f815aa039e001907fe455fa85ca1ada1573213c01415ad4c363e70,2212,416,31,0.18806509945750452,0.07451923076923077,0.1276595744680851,0,388,3,1185,28,0.9032258064516129,"[47,52,159,158]","[6,3,15,7]","[326,639,624,623]",1,1,0,0,0
officehome_convnext_frozen__split06__seed3,officehome,frozen,8,margin,margin,0.3,0.959409353794359,e159f8b27a704c04a3ce9d2934880f8489c4a238c836bb7781bfee67544d1cb4,2212,500,48,0.22603978300180833,0.096,0.13114754098360656,0,456,4,1185,44,0.9166666666666666,"[61,60,195,184]","[8,5,23,12]","[326,639,624,623]",1,1,0,0,0
officehome_convnext_frozen__split06__seed4,officehome,frozen,5,energy,energy,0.5,6.8426668241761535,3e5af2c16a68bd46c1f724179515fa5d950717e111113c2927353c75ac2be2c8,2212,466,52,0.21066907775768534,0.11158798283261803,0.14906832298136646,0,426,12,1185,40,0.7692307692307693,"[70,38,161,197]","[10,1,24,17]","[326,639,624,623]",1,1,0,0,0
officehome_convnext_frozen__split07__seed0,officehome,frozen,0,msp,native,0.3,0.9623090528582079,f77cee01cf196c919449d766025868dd34ebc3e04a70ecee469cc58ab788be66,2196,514,39,0.23406193078324225,0.07587548638132295,0.136986301369863,0,479,4,1157,35,0.8974358974358975,"[68,73,178,195]","[7,10,9,13]","[348,609,617,622]",1,1,0,0,0
officehome_convnext_frozen__split07__seed1,officehome,frozen,0,msp,native,0.3,0.9726861379167324,a4e1106ec9a2711d3c4b981e04b99303d65ddefacd46ef35f6c711bd68c9f83c,2196,455,24,0.20719489981785064,0.05274725274725275,0.08064516129032258,0,435,4,1157,20,0.8333333333333334,"[58,62,157,178]","[4,5,6,9]","[348,609,617,622]",1,1,0,0,0
officehome_convnext_frozen__split07__seed2,officehome,frozen,8,margin,margin,0.3,0.9603964628599954,52d7e3a23947f8af2bb8a39a6e28343022d2555355fc6c1ce267748463a4307c,2196,464,26,0.21129326047358835,0.05603448275862069,0.109375,0,442,4,1157,22,0.8461538461538461,"[62,64,157,181]","[4,7,5,10]","[348,609,617,622]",1,1,0,0,0
officehome_convnext_frozen__split07__seed3,officehome,frozen,8,margin,margin,0.3,0.9607310177705641,0eb9b6323bf9b884785170ebcf3512d079ad9d49386773759523d376ab3bf171,2196,458,31,0.20856102003642987,0.06768558951965066,0.109375,0,431,4,1157,27,0.8709677419354839,"[64,64,155,175]","[5,7,8,11]","[348,609,617,622]",1,1,0,0,0
officehome_convnext_frozen__split07__seed4,officehome,frozen,1,msp,native,0.5,0.9046722480598539,0489ac8e902a1c4f191104514ec0fb41f849039d6f20b9f4aa6174ee0c1ed8ab,2196,663,87,0.30191256830601093,0.13122171945701358,0.18,0,587,11,1157,76,0.8735632183908046,"[95,100,223,245]","[17,18,20,32]","[348,609,617,622]",1,1,0,0,0
officehome_convnext_frozen__split08__seed4,officehome,frozen,4,energy,energy,0.3,7.973740366719896,c15e8b3b1bb3f3af72b548ad137ad6817084a1df9fc2ae38ed224ff856dde11b,2211,295,24,0.13342379014020805,0.08135593220338982,0.08888888888888889,0,272,1,1174,23,0.9583333333333334,"[45,15,105,130]","[4,0,9,11]","[326,593,639,653]",1,1,0,0,0
officehome_convnext_frozen__split09__seed0,officehome,frozen,0,msp,native,0.3,0.9660544019556073,635cf6da21f7bad1ae819fc96edf6b1a8e57bcc2a1f0cb71d37ec6c73941043e,2198,515,40,0.23430391264786168,0.07766990291262135,0.15714285714285714,0,477,2,1159,38,0.95,"[72,70,185,188]","[5,11,14,10]","[332,626,617,623]",1,1,0,0,0
officehome_convnext_frozen__split09__seed1,officehome,frozen,1,msp,native,0.5,0.9155815508662304,207eb506e6cf2c3bd344e96d9dbb618624bfe565460dbbc40d481d978e6996a3,2198,673,83,0.3061874431301183,0.12332838038632987,0.22608695652173913,0,594,4,1159,79,0.9518072289156626,"[92,115,238,228]","[9,26,27,21]","[332,626,617,623]",1,0,0,0,0
officehome_convnext_frozen__split09__seed2,officehome,frozen,1,msp,native,0.5,0.9259986846151707,eabf1da5e3d6759bd80cf60c6a070b99ccc494631faa79e97399ab57cc47cc4b,2198,651,74,0.2961783439490446,0.11367127496159754,0.20388349514563106,0,579,2,1159,72,0.972972972972973,"[90,103,234,224]","[7,21,27,19]","[332,626,617,623]",1,0,0,0,0
officehome_convnext_full__split00__seed0,officehome,full,5,energy,energy,0.5,8.807798242931181,9de564d2a35f44f5b99b53fbaae9438c0bae236617bb9486d38fb7ab0da504f1,2161,662,73,0.30633965756594167,0.11027190332326284,0.13533834586466165,0,599,10,1097,63,0.863013698630137,"[74,133,260,195]","[7,18,32,16]","[317,607,616,621]",1,1,0,0,0
officehome_convnext_full__split00__seed1,officehome,full,1,msp,native,0.5,0.9782725672481598,d1e067c8ade3c326884755c82ebc9086f0bce51bc0fcf994fc0b1e4f6cdeefbe,2161,701,80,0.3243868579361407,0.11412268188302425,0.13333333333333333,0,627,6,1097,74,0.925,"[90,145,251,215]","[12,17,31,20]","[317,607,616,621]",1,1,0,0,0
officehome_convnext_full__split00__seed2,officehome,full,1,msp,native,0.5,0.9756595558101637,771342fda295b633ae40f5a03714058e1d7cdaab6ed0bdbf72ebbd6b927cf13f,2161,711,96,0.3290143452105507,0.1350210970464135,0.15753424657534246,0,619,4,1097,92,0.9583333333333334,"[87,146,258,220]","[11,23,35,27]","[317,607,616,621]",1,1,0,0,0
officehome_convnext_full__split00__seed3,officehome,full,8,margin,margin,0.3,0.9888946286929288,df6a51d8a3ab1b77fe024d29cedad31b4c61256adfdf907fab806fd4e1890b17,2161,515,36,0.23831559463211477,0.06990291262135923,0.08333333333333333,0,481,2,1097,34,0.9444444444444444,"[60,91,195,169]","[5,5,15,11]","[317,607,616,621]",1,1,0,0,0
officehome_convnext_full__split00__seed4,officehome,full,9,margin,margin,0.5,0.9642499309773782,e516144ce54386a9933b9a6a0559d4d78b7e770887ad8c981590d6b2ee7e069e,2161,696,86,0.3220731142989357,0.1235632183908046,0.14457831325301204,0,615,5,1097,81,0.9418604651162791,"[83,143,249,221]","[12,20,32,22]","[317,607,616,621]",1,1,0,0,0
officehome_convnext_full__split01__seed0,officehome,full,4,energy,energy,0.3,9.647261353962248,7612aef2167f9c05ce9dcae4c283c4a3868928d63d47831e2b038156fff1c666,2220,481,41,0.21666666666666667,0.08523908523908524,0.14285714285714285,0,444,4,1193,37,0.9024390243902439,"[42,94,200,145]","[6,9,16,10]","[346,614,620,640]",1,1,0,0,0
officehome_convnext_full__split01__seed1,officehome,full,8,margin,margin,0.3,0.994473373377941,5a44f0014c6a1c5cc54307e48a620b22c70aa8235f42a5f8d8082dfbded1c94a,2220,443,44,0.19954954954954954,0.09932279909706546,0.10666666666666667,0,402,3,1193,41,0.9318181818181818,"[40,84,169,150]","[3,7,18,16]","[346,614,620,640]",1,1,0,0,0
officehome_convnext_full__split01__seed2,officehome,full,0,msp,native,0.3,0.9947416218248489,0b8e961f8c3b6ad02aa0a337326788a91fce67fe70f3d117da055860a11d4116,2220,458,38,0.2063063063063063,0.08296943231441048,0.10810810810810811,0,422,2,1193,36,0.9473684210526315,"[37,93,178,150]","[4,8,14,12]","[346,614,620,640]",1,1,0,0,0
officehome_convnext_full__split01__seed3,officehome,full,8,margin,margin,0.3,0.9909747266453248,e74273ac0ceba0bd70c550de59c8cbc16d87fd68c43ef423184f8cca96ebf1eb,2220,523,51,0.2355855855855856,0.09751434034416825,0.1276595744680851,0,475,3,1193,48,0.9411764705882353,"[47,107,194,175]","[6,9,19,17]","[346,614,620,640]",1,1,0,0,0
