semantic_id,dataset,condition,selected_candidate_index,selected_score,selected_slot,selected_gamma,selected_threshold,selected_selector_sha256,evaluation_n,evaluation_A,evaluation_K,evaluation_coverage,pooled_evaluation_risk,worst_client_evaluation_risk,clients_with_zero_acceptance,accepted_known,known_accepted_errors,unknown_total,unknown_false_acceptances,unknown_share_of_accepted_errors,A_by_client,K_by_client,n_by_client,pooled_risk_le_alpha,worst_client_risk_le_alpha,proposal_certification_id_overlap,proposal_evaluation_id_overlap,certification_evaluation_id_overlap
officehome_convnext_full__split01__seed4,officehome,full,1,msp,native,0.5,0.9911719042247554,e8995882a52dbf1cdf17ab11dd04eb80e0c6ca2ff0ad1e9f7335cfd8f16c5a3b,2220,556,68,0.25045045045045045,0.1223021582733813,0.1509433962264151,0,492,4,1193,64,0.9411764705882353,"[53,114,208,181]","[8,15,25,20]","[346,614,620,640]",1,1,0,0,0
officehome_convnext_full__split02__seed0,officehome,full,5,energy,energy,0.5,9.135376383602319,36deed91b3db9a3d1d1ce0d2bcb1d0fee45ce18e1afae35556ecb08f7c5db146,2194,657,71,0.29945305378304465,0.1080669710806697,0.13656387665198239,0,592,6,1157,65,0.9154929577464789,"[80,124,226,227]","[8,12,20,31]","[329,607,631,627]",1,1,0,0,0
officehome_convnext_full__split02__seed1,officehome,full,9,margin,margin,0.5,0.979059662623235,3582d9a8e40d1dc0b60f88c5531c63c87fba3af51d8e58129972bf2f4ecc6763,2194,702,75,0.31996353691886964,0.10683760683760683,0.13793103448275862,0,630,3,1157,72,0.96,"[92,146,232,232]","[10,13,20,32]","[329,607,631,627]",1,1,0,0,0
officehome_convnext_full__split02__seed2,officehome,full,9,margin,margin,0.5,0.9818438435826894,d6678746228ac9d19a0264c0f35af6220fd84ebd3997e8023d9eed7bed0fb659,2194,697,84,0.31768459434822244,0.12051649928263988,0.15948275862068967,0,620,7,1157,77,0.9166666666666666,"[89,143,233,232]","[12,13,22,37]","[329,607,631,627]",1,1,0,0,0
officehome_convnext_full__split02__seed3,officehome,full,1,msp,native,0.5,0.9817212890496553,84610d6249c4689367fb0e289f6813d5c3dccc4811e8019996973e804a6876d8,2194,752,95,0.34275296262534183,0.12632978723404256,0.14107883817427386,0,662,5,1157,90,0.9473684210526315,"[99,167,245,241]","[13,20,28,34]","[329,607,631,627]",1,1,0,0,0
officehome_convnext_full__split02__seed4,officehome,full,6,energy,energy,0.7,8.73976374964594,b85499a0d7e7d3bc708def4886540bd6ce42035c5fff240d379d75705c0bf395,2194,770,114,0.35095715587967186,0.14805194805194805,0.1624548736462094,0,663,7,1157,107,0.9385964912280702,"[93,152,277,248]","[10,21,45,38]","[329,607,631,627]",1,1,0,0,0
officehome_convnext_full__split03__seed0,officehome,full,5,energy,energy,0.5,9.302500988566123,e4661c8d0eb4600f4426ef74943825e45d21af6e836b83b3dddf9d3d2527f542,2212,665,74,0.30063291139240506,0.11127819548872181,0.14074074074074075,0,594,3,1184,71,0.9594594594594594,"[65,135,269,196]","[3,19,36,16]","[344,628,612,628]",1,1,0,0,0
officehome_convnext_full__split03__seed1,officehome,full,9,margin,margin,0.5,0.9903091842806057,100b03f81c15fa03a44d2045243d7d1aa52956de0aa0fefb54e0a1c34b8be9d3,2212,661,74,0.2988245931283906,0.11195158850226929,0.14965986394557823,0,590,3,1184,71,0.9594594594594594,"[69,147,249,196]","[5,22,32,15]","[344,628,612,628]",1,1,0,0,0
officehome_convnext_full__split03__seed2,officehome,full,5,energy,energy,0.5,9.707049829630208,caf99264b934e4d4b30dd6e577c93176d6b418d9caf366c9a021c8cbebdb8367,2212,595,62,0.2689873417721519,0.10420168067226891,0.14960629921259844,0,536,3,1184,59,0.9516129032258065,"[56,127,233,179]","[4,19,24,15]","[344,628,612,628]",1,1,0,0,0
officehome_convnext_full__split03__seed3,officehome,full,5,energy,energy,0.5,9.452619120293047,7558578c33517e6ca2bb1a628225b42461451df0b835e38a6b2059c270d0a56c,2212,666,82,0.3010849909584087,0.12312312312312312,0.1773049645390071,0,589,5,1184,77,0.9390243902439024,"[68,141,262,195]","[6,25,33,18]","[344,628,612,628]",1,1,0,0,0
officehome_convnext_full__split03__seed4,officehome,full,5,energy,energy,0.5,9.54915078071139,87520593bfcda488c26ca0f83cc1303be938c46141140334463fc5143674a519,2212,668,76,0.30198915009041594,0.11377245508982035,0.13533834586466165,0,596,4,1184,72,0.9473684210526315,"[69,133,262,204]","[6,18,33,19]","[344,628,612,628]",1,1,0,0,0
officehome_convnext_full__split04__seed0,officehome,full,5,energy,energy,0.5,9.016946382769067,238978eff4bd1c1f7be4d05f452c74a975e9f7c539a6471fd87b19370f4bc9c6,2184,622,61,0.2847985347985348,0.09807073954983923,0.11282051282051282,0,565,4,1131,57,0.9344262295081968,"[70,117,240,195]","[5,8,26,22]","[327,597,625,635]",1,1,0,0,0
officehome_convnext_full__split04__seed1,officehome,full,8,margin,margin,0.3,0.9945218270918667,ab4dd7c067b942f15a6d08a2b971361e4a8f6d32fc79b0a7d262e5c5aa86eb65,2184,431,22,0.19734432234432234,0.05104408352668213,0.07352941176470588,0,410,1,1131,21,0.9545454545454546,"[48,76,171,136]","[2,3,7,10]","[327,597,625,635]",1,1,0,0,0
officehome_convnext_full__split04__seed2,officehome,full,6,energy,energy,0.7,8.9406952140369,6a94f0262b27939ba3391da3d8517c7e1458f4863876ab6befbe87e9255a64bb,2184,658,91,0.30128205128205127,0.13829787234042554,0.16793893129770993,0,574,7,1131,84,0.9230769230769231,"[73,118,262,205]","[8,13,44,26]","[327,597,625,635]",1,1,0,0,0
officehome_convnext_full__split05__seed0,officehome,full,4,energy,energy,0.3,8.904297051335686,c1bd36896abb4f45bf8b21d839e04832f71328188ac150b9628b174855e28292,2196,610,56,0.2777777777777778,0.09180327868852459,0.11475409836065574,0,569,15,1153,41,0.7321428571428571,"[64,122,229,195]","[4,14,22,16]","[340,596,627,633]",1,1,0,0,0
officehome_convnext_full__split05__seed1,officehome,full,9,margin,margin,0.5,0.9532674411834395,2c87fb62548629bc05b3e86a4ba33a0eb9457a72e478b1fecc8ca41cce8413dd,2196,708,94,0.3224043715846995,0.1327683615819209,0.13821138211382114,0,624,10,1153,84,0.8936170212765957,"[80,155,246,227]","[10,20,34,30]","[340,596,627,633]",1,1,0,0,0
officehome_convnext_full__split05__seed2,officehome,full,1,msp,native,0.5,0.9606718840483888,5d6f4a4b0ff2e9a97ec73d762220aa76b730be7ee6eca67bf784c78e4848521c,2196,739,110,0.3365209471766849,0.14884979702300405,0.15730337078651685,0,638,9,1153,101,0.9181818181818182,"[89,166,257,227]","[14,25,39,32]","[340,596,627,633]",1,1,0,0,0
officehome_convnext_full__split05__seed3,officehome,full,1,msp,native,0.5,0.9746300165326484,ef8eac3bd3d49c5d3489a137054fbdeaa2822029344769fdd85d9f190f6b8345,2196,656,82,0.2987249544626594,0.125,0.1341991341991342,0,584,10,1153,72,0.8780487804878049,"[76,142,231,207]","[7,18,31,26]","[340,596,627,633]",1,1,0,0,0
officehome_convnext_full__split05__seed4,officehome,full,0,msp,native,0.3,0.9859126782425444,b85efb8ffa062d41144909b633c84ec5e45f29b6b01a781d722acb40bdbe69e3,2196,563,54,0.2563752276867031,0.09591474245115453,0.1044776119402985,0,514,5,1153,49,0.9074074074074074,"[66,112,201,184]","[5,11,21,17]","[340,596,627,633]",1,1,0,0,0
officehome_convnext_full__split06__seed4,officehome,full,8,margin,margin,0.3,0.991469552793022,e4cfc708d5ee69e2dc39721027092a9c2f8923b2ac547f0d1499c4321fb4bb97,2212,507,47,0.22920433996383363,0.09270216962524655,0.14583333333333334,0,463,3,1185,44,0.9361702127659575,"[48,97,196,166]","[7,9,22,9]","[326,639,624,623]",1,1,0,0,0
officehome_convnext_full__split07__seed0,officehome,full,6,energy,energy,0.7,8.1977709758805,00074794f8c2d97be857a19528e2d8f4484263449a30114c26558d6bfa62fbaf,2196,770,97,0.35063752276867033,0.12597402597402596,0.14634146341463414,0,688,15,1157,82,0.845360824742268,"[82,159,276,253]","[12,20,32,33]","[348,609,617,622]",1,1,0,0,0
officehome_convnext_full__split07__seed1,officehome,full,8,margin,margin,0.3,0.9777312209918827,e40e2db30f49eb38d18eabbe6db4973d4800d46349fa747c0e0c6079e85f3042,2196,651,52,0.296448087431694,0.07987711213517665,0.1643835616438356,0,604,5,1157,47,0.9038461538461539,"[73,138,235,205]","[12,11,11,18]","[348,609,617,622]",1,1,0,0,0
officehome_convnext_full__split07__seed3,officehome,full,8,margin,margin,0.3,0.9838852116050564,d46732279168675ac271b85cb1dc1c0917b729e2a12ba74cab069c89d7fe15c3,2196,598,47,0.27231329690346084,0.07859531772575251,0.10077519379844961,0,555,4,1157,43,0.9148936170212766,"[65,129,209,195]","[6,13,9,19]","[348,609,617,622]",1,1,0,0,0
officehome_convnext_full__split07__seed4,officehome,full,6,energy,energy,0.7,8.184206065985965,14c1ccc1f5139129a7c3d3dabeef092fcf7cbff8b9b5091f1fb63b8dfb59c35b,2196,821,120,0.3738615664845173,0.146163215590743,0.18604651162790697,0,720,19,1157,101,0.8416666666666667,"[86,180,288,267]","[16,25,38,41]","[348,609,617,622]",1,1,0,0,0
officehome_convnext_full__split08__seed4,officehome,full,1,msp,native,0.5,0.9924015372394825,38944b08938f03b2a4aafe4fe010152e04ff296f29c57b85d163130c71cef62c,2211,563,68,0.25463591135232927,0.12078152753108348,0.14673913043478262,0,498,3,1174,65,0.9558823529411765,"[65,119,195,184]","[8,9,24,27]","[326,593,639,653]",1,1,0,0,0
officehome_convnext_full__split09__seed0,officehome,full,0,msp,native,0.3,0.9910831836070189,0e9d1c73ee9dabca6d1595e5a1ca9b510b89161a5ea4fff797078f1c2754aa7e,2198,577,44,0.2625113739763421,0.07625649913344887,0.12389380530973451,0,536,3,1159,41,0.9318181818181818,"[64,113,213,187]","[3,14,15,12]","[332,626,617,623]",1,1,0,0,0
officehome_convnext_full__split09__seed1,officehome,full,9,margin,margin,0.5,0.968056328884012,869e31b46eaaeb99ad711a86891d31682499525fd9c0b2e87eef060be54b5794,2198,745,98,0.33894449499545043,0.13154362416107382,0.20754716981132076,0,650,3,1159,95,0.9693877551020408,"[93,159,252,241]","[12,33,27,26]","[332,626,617,623]",1,0,0,0,0
officehome_convnext_full__split09__seed2,officehome,full,9,margin,margin,0.5,0.9694948204394938,e912b562c985a55037621d579ec5f517751bc0b2c3dad7bfb67429abc167f75f,2198,725,91,0.32984531392174704,0.12551724137931033,0.1986754966887417,0,641,7,1159,84,0.9230769230769231,"[97,151,249,228]","[12,30,28,21]","[332,626,617,623]",1,1,0,0,0
officehome_convnext_full__split09__seed3,officehome,full,0,msp,native,0.3,0.9903740284045842,42fafab90ba9e1ee7b3a275cb6b0a20c4aa67f0c0c2085c9831d01167e64e091,2198,602,57,0.27388535031847133,0.0946843853820598,0.11594202898550725,0,548,3,1159,54,0.9473684210526315,"[69,122,219,192]","[8,14,18,17]","[332,626,617,623]",1,1,0,0,0
officehome_convnext_full__split09__seed4,officehome,full,9,margin,margin,0.5,0.9727451789518853,b6e2ca2459257e53fe06287166c7396b038b1b05eb14497612a8e2e9b3b7cd25,2198,705,89,0.32074613284804365,0.12624113475177304,0.1888111888111888,0,622,6,1159,83,0.9325842696629213,"[87,143,244,231]","[10,27,30,22]","[332,626,617,623]",1,1,0,0,0
resnext29_8x64d__pathmnist_split_00__seed0__d0.5,pathmnist,d0.5,5,energy,energy,0.5,9.433801746687363,3df1b5f16ac5f71b9241ca225e83f756213d19f2a5e78d5c74d508a3fe470b61,2050,871,85,0.4248780487804878,0.09758897818599312,0.12234042553191489,0,813,27,615,58,0.6823529411764706,"[160,188,179,171,173]","[16,23,16,11,19]","[410,410,410,410,410]",1,1,0,0,0
resnext29_8x64d__pathmnist_split_00__seed0__d5.0,pathmnist,d5,1,msp,native,0.5,0.9997477515485375,d68914a99076f39e1fea5982b0d92937a9b2ce1508d41689cc43fe171aee1e76,2050,1011,99,0.49317073170731707,0.09792284866468842,0.12135922330097088,0,923,11,615,88,0.8888888888888888,"[194,206,215,202,194]","[19,25,17,16,22]","[410,410,410,410,410]",1,1,0,0,0
resnext29_8x64d__pathmnist_split_00__seed1__d0.5,pathmnist,d0.5,5,energy,energy,0.5,8.313757220239543,c1801c33817907dff24ed15bbd00b2caa9ec29d36648745ce2644bc9813d793f,2050,1193,104,0.5819512195121951,0.08717518860016764,0.1,0,1132,43,615,61,0.5865384615384616,"[240,240,229,244,240]","[24,19,17,22,22]","[410,410,410,410,410]",1,1,0,0,0
resnext29_8x64d__pathmnist_split_00__seed1__d5.0,pathmnist,d5,0,msp,native,0.3,0.9999942213396563,8640eec298fbbda48c4e56a15cab9f039604f0a84b32f327b95ab36ec2a92acb,2050,652,36,0.3180487804878049,0.05521472392638037,0.08333333333333333,0,623,7,615,29,0.8055555555555556,"[140,136,122,132,122]","[5,11,5,11,4]","[410,410,410,410,410]",1,1,0,0,0
resnext29_8x64d__pathmnist_split_00__seed2__d0.5,pathmnist,d0.5,5,energy,energy,0.5,8.619486368619478,0369cf6ea9dbeb3cab0933599dff3dfefb2d7d7eb191f058675694ac9a8c4a33,2050,1024,80,0.4995121951219512,0.078125,0.10606060606060606,0,995,51,615,29,0.3625,"[207,208,203,208,198]","[13,13,20,13,21]","[410,410,410,410,410]",1,1,0,0,0
resnext29_8x64d__pathmnist_split_00__seed2__d5.0,pathmnist,d5,9,margin,margin,0.5,0.9999189376831055,57a30983173578ac90fe6dce689edb9ef89bb45099a307baf55235926481eb5f,2050,862,83,0.42048780487804877,0.0962877030162413,0.12138728323699421,0,803,24,615,59,0.7108433734939759,"[172,178,176,173,163]","[16,11,19,21,16]","[410,410,410,410,410]",1,1,0,0,0
resnext29_8x64d__pathmnist_split_00__seed3__d0.5,pathmnist,d0.5,6,energy,energy,0.7,6.257212224213974,fd11d1a644a373c34a1812ceadd73eab3be6063da535c63f50673f26c0489674,2050,1308,153,0.6380487804878049,0.11697247706422019,0.1450381679389313,0,1200,45,615,108,0.7058823529411765,"[264,261,262,259,262]","[32,30,28,25,38]","[410,410,410,410,410]",1,1,0,0,0
resnext29_8x64d__pathmnist_split_00__seed3__d5.0,pathmnist,d5,5,energy,energy,0.5,11.666356549215157,526d5455241a55192ff22760b3433b9ee5aec7acb4e62330a7a9bac9d930a7ee,2050,1133,92,0.5526829268292683,0.08120035304501325,0.1004566210045662,0,1060,19,615,73,0.7934782608695652,"[233,237,219,225,219]","[19,16,19,16,22]","[410,410,410,410,410]",1,1,0,0,0
resnext29_8x64d__pathmnist_split_00__seed4__d0.5,pathmnist,d0.5,8,margin,margin,0.3,0.999125755750216,92613e4f0ae335bd9227677495a1a480056bbe98102386c40e570ffea9202685,2050,672,43,0.3278048780487805,0.06398809523809523,0.09923664122137404,0,636,7,615,36,0.8372093023255814,"[130,138,136,137,131]","[11,6,11,2,13]","[410,410,410,410,410]",1,1,0,0,0
resnext29_8x64d__pathmnist_split_00__seed4__d5.0,pathmnist,d5,4,energy,energy,0.3,12.937846764274262,f26360f9d1bd3ca97e99ecce28d35426b4079e7cd11cd3d9bbb05ba4d08e01b6,2050,972,64,0.4741463414634146,0.06584362139917696,0.08465608465608465,0,927,19,615,45,0.703125,"[190,198,189,202,193]","[12,12,16,9,15]","[410,410,410,410,410]",1,1,0,0,0
resnext29_8x64d__pathmnist_split_01__seed0__d5.0,pathmnist,d5,5,energy,energy,0.5,9.765076605372604,0a586d3892dfd7a760fa5585b89cea3cddae7e57bfdb68f89afe70cce759d6e9,1999,1218,108,0.609304652326163,0.08866995073891626,0.1111111111111111,0,1164,54,600,54,0.5,"[243,251,247,239,238]","[27,26,22,12,21]","[399,400,400,400,400]",1,1,0,0,0
resnext29_8x64d__pathmnist_split_01__seed2__d0.5,pathmnist,d0.5,4,energy,energy,0.3,15.187410482196107,7bf24770a5a521e9440c1b3f61d2edda45482b421594a3ebe6c6f2cda5c6f6b8,1999,320,20,0.16008004002001,0.0625,0.11428571428571428,0,301,1,600,19,0.95,"[64,57,70,69,60]","[4,2,8,3,3]","[399,400,400,400,400]",1,1,0,0,0
