Dataset and cells,No-J H / S: certified / effective,Clientwise B: certified / effective,H minus B: cells / effective
CIFAR-10 N=150,66 / 0.129; 66 / 0.124,54 / 0.101,+12 / +2.81 pp
CIFAR-100 N=150,11 / 0.007; 11 / 0.007,1 / 0.001,+10 / +0.64 pp
Office-Home N=100,88 / 0.119; 88 / 0.114,69 / 0.082,+19 / +3.72 pp
PathMNIST N=50,33 / 0.257; 33 / 0.250,24 / 0.177,+9 / +8.01 pp
Overall N=450,198 / 0.100; 198 / 0.097,148 / 0.072,+50 / +2.87 pp
