semantic_id,dataset,condition,d,arm,method,validity_status,alpha,delta_r,delta_c,J,selector_score,selector_gamma,selector_threshold,selector_proposal_feasible,selector_prop_coverage,selector_prop_risk,true_worst_client_risk,true_min_client_coverage,simulation_seed,B,ucb_coverage_count,empirical_ucb_coverage,certified_count,cert_rate,unsafe_certified_count,unsafe_cert_rate,unsafe_given_cert_rate,EffectiveCertCov,CondCertCov,effective_true_min_coverage,mean_ucb,ucb_q05,ucb_q50,ucb_q95
cifar100_proser_fedavg__split07__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9982912380958481,1,0.3177842565597668,0.19541284403669726,0.1875,0.2918287937743191,4102492988,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.30101034924040865,0.26119347777534535,0.30025465799494483,0.34434132788525185
cifar100_proser_fedavg__split07__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9982912380958481,1,0.3177842565597668,0.19541284403669726,0.1875,0.2918287937743191,4102492988,1000,786,0.786,533,0.533,0,0.0,0.0,0.15432836007223516,0.2895466417865575,0.15554474708171204,0.19953028486078853,0.17626984026744164,0.1989983420130062,0.22376974944825026
cifar100_proser_fedavg__split08__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9925674612705524,1,0.15393586005830903,0.19696969696969696,0.22297297297297297,0.14396887159533073,1352039829,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.36411249590538397,0.3077359402187924,0.3609435700671214,0.4356905858666932
cifar100_proser_fedavg__split08__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9925674612705524,1,0.15393586005830903,0.19696969696969696,0.22297297297297297,0.14396887159533073,1352039829,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.40268118975158124,0.3442242358986671,0.3976722960687924,0.47487156617459253
cifar100_proser_fedavg__split08__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9925674612705524,1,0.15393586005830903,0.19696969696969696,0.22297297297297297,0.14396887159533073,1352039829,1000,873,0.873,5,0.005,5,0.005,1.0,0.0007138772927043321,0.14277545854086643,0.0007198443579766536,0.2484268926754925,0.21349240666781938,0.2478513593516002,0.28683757445434754
cifar100_proser_fedavg__split08__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9969696372647748,1,0.26763848396501455,0.19825708061002179,0.20567375886524822,0.26264591439688717,321773031,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3003809858947922,0.25809551484675775,0.29910416767419606,0.347812713219377
cifar100_proser_fedavg__split08__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9969696372647748,1,0.26763848396501455,0.19825708061002179,0.20567375886524822,0.26264591439688717,321773031,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.32792375881354147,0.2850723529632152,0.3266229952439976,0.37623527182968913
cifar100_proser_fedavg__split08__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9969696372647748,1,0.26763848396501455,0.19825708061002179,0.20567375886524822,0.26264591439688717,321773031,1000,713,0.713,188,0.188,188,0.188,1.0,0.04840118761601924,0.25745312561712363,0.04937743190661479,0.2133184831502795,0.18785731356128907,0.2135340446799129,0.23786369178798855
cifar100_proser_fedavg__split08__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,proser,1.0,0.9314140157157362,1,0.28775510204081634,0.19959473150962512,0.2079207920792079,0.2607003891050584,375233341,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3017406481154403,0.26322643160698045,0.2995144778175163,0.3487882267625144
cifar100_proser_fedavg__split08__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,proser,1.0,0.9314140157157362,1,0.28775510204081634,0.19959473150962512,0.2079207920792079,0.2607003891050584,375233341,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.32874976164392405,0.28913602658318255,0.326341909334696,0.3761514287308482
cifar100_proser_fedavg__split08__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,proser,1.0,0.9314140157157362,1,0.28775510204081634,0.19959473150962512,0.2079207920792079,0.2607003891050584,375233341,1000,702,0.702,124,0.124,124,0.124,1.0,0.03318231592480609,0.26759932197424274,0.03232684824902724,0.21659174103291964,0.19309542905131571,0.21649789270009404,0.23959552873506718
cifar100_proser_fedavg__split08__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9854851080023724,1,0.1306122448979592,0.19419642857142858,0.2236842105263158,0.12159533073929961,1846442104,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3644728776925897,0.3095991355117463,0.3609435700671214,0.4346590567147437
cifar100_proser_fedavg__split08__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9854851080023724,1,0.1306122448979592,0.19419642857142858,0.2236842105263158,0.12159533073929961,1846442104,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.4060096941292029,0.34792175559791116,0.4024990934542566,0.47646518640618246
cifar100_proser_fedavg__split08__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9854851080023724,1,0.1306122448979592,0.19419642857142858,0.2236842105263158,0.12159533073929961,1846442104,1000,759,0.759,33,0.033,33,0.033,1.0,0.0040325584375809475,0.12219874053275598,0.004012645914396886,0.23958026547856554,0.2042768067527623,0.23892080887054562,0.2779266147348365
cifar100_proser_fedavg__split08__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9939767319621848,1,0.28775510204081634,0.19959473150962512,0.25,0.25680933852140075,1228225828,1000,998,0.998,0,0.0,0,0.0,,0.0,,0.0,0.33182181460534904,0.28454035811528394,0.33112120883043455,0.3875083627295061
cifar100_proser_fedavg__split08__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9939767319621848,1,0.28775510204081634,0.19959473150962512,0.25,0.25680933852140075,1228225828,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.36011494235994956,0.3118120131639155,0.35930307474474343,0.41818679360613276
cifar100_proser_fedavg__split08__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9939767319621848,1,0.28775510204081634,0.19959473150962512,0.25,0.25680933852140075,1228225828,1000,79,0.079,21,0.021,21,0.021,1.0,0.005414320483787188,0.25782478494224703,0.005392996108949416,0.229611727686517,0.2056346705459055,0.22946223268384486,0.2539468803586102
cifar100_proser_fedavg__split08__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9944623778496299,1,0.3177842565597668,0.2,0.2195945945945946,0.28793774319066145,3597676659,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3053181372634838,0.26781992362366835,0.30302499829411844,0.3533460193367844
cifar100_proser_fedavg__split08__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9944623778496299,1,0.3177842565597668,0.2,0.2195945945945946,0.28793774319066145,3597676659,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3312509734174054,0.29242372555863794,0.32877632996966644,0.3807071134932445
cifar100_proser_fedavg__split08__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9944623778496299,1,0.3177842565597668,0.2,0.2195945945945946,0.28793774319066145,3597676659,1000,680,0.68,40,0.04,40,0.04,1.0,0.011957276373937705,0.2989319093484426,0.01151750972762646,0.22677449422664744,0.20107647336718018,0.2268284071928086,0.2524576781939421
cifar100_proser_fedavg__split08__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,energy,1.0,13.135929720058888,1,0.1271137026239067,0.19954128440366972,0.26356589147286824,0.12159533073929961,3717368922,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.38382950723353154,0.31156462487175185,0.37735442115093654,0.4784158520895199
cifar100_proser_fedavg__split08__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,energy,1.0,13.135929720058888,1,0.1271137026239067,0.19954128440366972,0.26356589147286824,0.12159533073929961,3717368922,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.4259752815526509,0.3516433466676435,0.4206212026106858,0.5209661331064407
cifar100_proser_fedavg__split08__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,energy,1.0,13.135929720058888,1,0.1271137026239067,0.19954128440366972,0.26356589147286824,0.12159533073929961,3717368922,1000,95,0.095,71,0.071,71,0.071,1.0,0.008503231354591844,0.11976382189565979,0.008633268482490273,0.23331265556102687,0.19645316630435988,0.23302903433535782,0.27012001281455267
cifar100_proser_fedavg__split08__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9981311176931579,1,0.20408163265306123,0.19857142857142857,0.21585903083700442,0.20428015564202334,14359090,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3149514811568778,0.265449051392789,0.3137152823581471,0.3675474055558843
cifar100_proser_fedavg__split08__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9981311176931579,1,0.20408163265306123,0.19857142857142857,0.21585903083700442,0.20428015564202334,14359090,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3463002882675673,0.2957339790090876,0.3444803494274966,0.3998829132573186
cifar100_proser_fedavg__split08__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9981311176931579,1,0.20408163265306123,0.19857142857142857,0.21585903083700442,0.20428015564202334,14359090,1000,506,0.506,162,0.162,162,0.162,1.0,0.03285178037088304,0.20278876772150026,0.03309338521400778,0.2165136498989633,0.18894508693353781,0.21605413407019808,0.24553342709487241
cifar100_proser_fedavg__split08__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9974152491642878,1,0.30787172011661806,0.19981060606060605,0.23100303951367782,0.29571984435797666,3340496970,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3161589663839808,0.2792746499573029,0.31354846553546867,0.36089834721366154
cifar100_proser_fedavg__split08__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9974152491642878,1,0.30787172011661806,0.19981060606060605,0.23100303951367782,0.29571984435797666,3340496970,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.34198560658520305,0.30349078692766157,0.3396590640484388,0.387168175989357
cifar100_proser_fedavg__split08__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9974152491642878,1,0.30787172011661806,0.19981060606060605,0.23100303951367782,0.29571984435797666,3340496970,1000,572,0.572,11,0.011,11,0.011,1.0,0.0032416689272951457,0.29469717520864963,0.003252918287937743,0.2336164004624809,0.20888681393562658,0.23355469354366618,0.2575659567660597
cifar100_proser_fedavg__split08__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9906397615388086,1,0.14402332361516035,0.19838056680161945,0.2108843537414966,0.14299610894941633,2759619220,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3517093315672109,0.29458770197939166,0.34955109733782674,0.4191602947856953
cifar100_proser_fedavg__split08__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9906397615388086,1,0.14402332361516035,0.19838056680161945,0.2108843537414966,0.14299610894941633,2759619220,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.39014953144522685,0.33141963038462835,0.3884305211743642,0.4583522678334647
cifar100_proser_fedavg__split08__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9906397615388086,1,0.14402332361516035,0.19838056680161945,0.2108843537414966,0.14299610894941633,2759619220,1000,817,0.817,67,0.067,67,0.067,1.0,0.00983834385282547,0.14684095302724584,0.009580739299610893,0.22925383926938003,0.19739786712460763,0.2282313049628148,0.2654106728950545
cifar100_proser_fedavg__split08__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,proser,1.0,0.8908916504486746,1,0.260932944606414,0.19553072625698323,0.25435540069686413,0.259727626459144,2478323627,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3335049640509083,0.2888851757705155,0.3309823910056155,0.38804906336674067
cifar100_proser_fedavg__split08__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,proser,1.0,0.8908916504486746,1,0.260932944606414,0.19553072625698323,0.25435540069686413,0.259727626459144,2478323627,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3613024188285795,0.31625198531140813,0.3590835122585733,0.41594271386060266
cifar100_proser_fedavg__split08__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,proser,1.0,0.8908916504486746,1,0.260932944606414,0.19553072625698323,0.25435540069686413,0.259727626459144,2478323627,1000,211,0.211,3,0.003,3,0.003,1.0,0.0007673038267486636,0.25576794224955457,0.000779182879377432,0.24118987866561134,0.21431719710849562,0.24175892864420406,0.2692620159649915
cifar100_proser_fedavg__split08__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9982339209537442,1,0.3011661807580175,0.19748305905130686,0.254957507082153,0.29863813229571984,3184005211,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3369831095221197,0.294107779059677,0.33474012094334177,0.386140129120286
cifar100_proser_fedavg__split08__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9982339209537442,1,0.3011661807580175,0.19748305905130686,0.254957507082153,0.29863813229571984,3184005211,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3627109529800798,0.3192530369285385,0.36038002586191537,0.41333235807164465
cifar100_proser_fedavg__split08__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9982339209537442,1,0.3011661807580175,0.19748305905130686,0.254957507082153,0.29863813229571984,3184005211,1000,330,0.33,0,0.0,0,0.0,,0.0,,0.0,0.2489158526466323,0.22617203205044997,0.2482696905352508,0.27419796599072993
cifar100_proser_fedavg__split08__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,proser,1.0,0.9431127686564339,1,0.06705539358600583,0.18695652173913044,0.29310344827586204,0.05642023346303502,4112340512,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.48767787479740216,0.38903539199650433,0.4788699079394715,0.6246064130335277
cifar100_proser_fedavg__split08__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,proser,1.0,0.9431127686564339,1,0.06705539358600583,0.18695652173913044,0.29310344827586204,0.05642023346303502,4112340512,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.5500020309046656,0.44873550940396845,0.5422163632028141,0.6838942369877592
cifar100_proser_fedavg__split08__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,proser,1.0,0.9431127686564339,1,0.06705539358600583,0.18695652173913044,0.29310344827586204,0.05642023346303502,4112340512,1000,266,0.266,15,0.015,15,0.015,1.0,0.0008080337226046796,0.05386891484031197,0.0008463035019455253,0.2718498990904652,0.22009878592132812,0.27156248056949295,0.3266191456228947
cifar100_proser_fedavg__split08__seed4__d0.5,cifar100,d0.5,0.5,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9975909776113504,1,0.24431486880466471,0.19809069212410502,0.21509433962264152,0.22568093385214008,1713833168,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.31251338431598297,0.26847512265054196,0.3111475125359308,0.36228977939576446
cifar100_proser_fedavg__split08__seed4__d0.5,cifar100,d0.5,0.5,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9975909776113504,1,0.24431486880466471,0.19809069212410502,0.21509433962264152,0.22568093385214008,1713833168,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.34128051544356564,0.29624738920504723,0.3398485464444646,0.39198442839714914
cifar100_proser_fedavg__split08__seed4__d0.5,cifar100,d0.5,0.5,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9975909776113504,1,0.24431486880466471,0.19809069212410502,0.21509433962264152,0.22568093385214008,1713833168,1000,656,0.656,90,0.09,90,0.09,1.0,0.021263663546389252,0.23626292829321396,0.02031128404669261,0.2216893942155295,0.19426461901760841,0.22169414450605396,0.24846677003853637
cifar100_proser_fedavg__split08__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9988281427817202,1,0.2944606413994169,0.19900990099009902,0.2253968253968254,0.26848249027237353,29220024,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.312929371776449,0.2752666408296599,0.31068331399825755,0.36018758182607474
cifar100_proser_fedavg__split08__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9988281427817202,1,0.2944606413994169,0.19900990099009902,0.2253968253968254,0.26848249027237353,29220024,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3394786454511816,0.300433714053393,0.33717394388627253,0.38646023530143075
cifar100_proser_fedavg__split08__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9988281427817202,1,0.2944606413994169,0.19900990099009902,0.2253968253968254,0.26848249027237353,29220024,1000,696,0.696,12,0.012,12,0.012,1.0,0.0033723426946827124,0.28102855789022607,0.0032217898832684827,0.23289648959763745,0.20875906307816944,0.23277979866915693,0.2589302296656525
cifar100_proser_fedavg__split09__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9841878649383086,1,0.1772594752186589,0.19736842105263158,0.20418848167539266,0.16926070038910507,2129723063,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3210858588783154,0.2717516447523658,0.3188893858177304,0.3842376475791347
cifar100_proser_fedavg__split09__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9841878649383086,1,0.1772594752186589,0.19736842105263158,0.20418848167539266,0.16926070038910507,2129723063,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3556664203517636,0.3063560543515966,0.3535914563126966,0.42002503337849184
cifar100_proser_fedavg__split09__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9841878649383086,1,0.1772594752186589,0.19736842105263158,0.20418848167539266,0.16926070038910507,2129723063,1000,760,0.76,173,0.173,173,0.173,1.0,0.029579688587754647,0.17098085888875517,0.029282101167315177,0.2168294376764756,0.185975208336206,0.2162106508550954,0.24738750088959816
cifar100_proser_fedavg__split09__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9940700301757226,1,0.30787172011661806,0.19696969696969696,0.21036585365853658,0.29669260700389105,2659952464,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.30019604346242573,0.2634175516805901,0.2983847435350807,0.34225286834372937
cifar100_proser_fedavg__split09__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9940700301757226,1,0.30787172011661806,0.19696969696969696,0.21036585365853658,0.29669260700389105,2659952464,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3257167097628536,0.28738683495543316,0.32403190742612487,0.36911051836714803
cifar100_proser_fedavg__split09__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9940700301757226,1,0.30787172011661806,0.19696969696969696,0.21036585365853658,0.29669260700389105,2659952464,1000,772,0.772,73,0.073,73,0.073,1.0,0.02180229548550785,0.29866158199325815,0.021658560311284044,0.2209298544853765,0.1971164593211661,0.22043326383096118,0.24448148694580052
cifar100_proser_fedavg__split09__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,proser,1.0,0.9224568134964907,1,0.32448979591836735,0.1976639712488769,0.20440251572327045,0.3005836575875486,125512813,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.2849985372098692,0.2446968403976351,0.28407388826562147,0.3255428225470875
cifar100_proser_fedavg__split09__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,proser,1.0,0.9224568134964907,1,0.32448979591836735,0.1976639712488769,0.20440251572327045,0.3005836575875486,125512813,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.30996800433219884,0.2679400706691071,0.30902493007407994,0.3513519423875248
cifar100_proser_fedavg__split09__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,proser,1.0,0.9224568134964907,1,0.32448979591836735,0.1976639712488769,0.20440251572327045,0.3005836575875486,125512813,1000,598,0.598,296,0.296,296,0.296,1.0,0.08994104989644103,0.30385489829878726,0.0889727626459144,0.20754659657937485,0.18359333053213264,0.20797555046574978,0.23051010235619332
cifar100_proser_fedavg__split09__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9794364976245026,1,0.18396501457725947,0.19175911251980982,0.22941176470588234,0.1605058365758755,2517916965,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3522555010192317,0.30048485641812295,0.3495141258292494,0.4145200877569974
cifar100_proser_fedavg__split09__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9794364976245026,1,0.18396501457725947,0.19175911251980982,0.22941176470588234,0.1605058365758755,2517916965,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3885641046602657,0.3353127581516311,0.38578509647112624,0.45489705489262333
cifar100_proser_fedavg__split09__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9794364976245026,1,0.18396501457725947,0.19175911251980982,0.22941176470588234,0.1605058365758755,2517916965,1000,708,0.708,16,0.016,16,0.016,1.0,0.0025644656704162812,0.16027910440101759,0.002568093385214008,0.24045015531124292,0.2090857583667653,0.2404729694869232,0.27367846070182705
cifar100_proser_fedavg__split09__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9900331088531775,1,0.33119533527696793,0.198943661971831,0.22560975609756098,0.3103112840466926,388543296,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3066005561619433,0.2665409316295482,0.3049272769329927,0.3510777501187225
cifar100_proser_fedavg__split09__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9900331088531775,1,0.33119533527696793,0.198943661971831,0.22560975609756098,0.3103112840466926,388543296,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3319849120811231,0.2907457409524189,0.3301603568995848,0.3784236811366307
cifar100_proser_fedavg__split09__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9900331088531775,1,0.33119533527696793,0.198943661971831,0.22560975609756098,0.3103112840466926,388543296,1000,513,0.513,34,0.034,34,0.034,1.0,0.010342555464606058,0.30419280778253116,0.01055058365758755,0.22588510676239468,0.20275699362621832,0.22613594231980816,0.24986558566065306
cifar100_proser_fedavg__split09__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,proser,1.0,0.813761672846051,1,0.3545189504373178,0.1981907894736842,0.25065963060686014,0.3463035019455253,1912240218,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3355877875663309,0.29905909749853177,0.33289042751499726,0.38155807601275527
