semantic_id,dataset,condition,d,arm,method,validity_status,alpha,delta_r,delta_c,J,selector_score,selector_gamma,selector_threshold,selector_proposal_feasible,selector_prop_coverage,selector_prop_risk,true_worst_client_risk,true_min_client_coverage,simulation_seed,B,ucb_coverage_count,empirical_ucb_coverage,certified_count,cert_rate,unsafe_certified_count,unsafe_cert_rate,unsafe_given_cert_rate,EffectiveCertCov,CondCertCov,effective_true_min_coverage,mean_ucb,ucb_q05,ucb_q50,ucb_q95
cifar100_proser_fedavg__split00__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9751594907862685,1,0.1772594752186589,0.19407894736842105,0.24607329842931938,0.17996108949416342,473328915,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3585827084592717,0.304754308304698,0.35596734219177434,0.4256442018746147
cifar100_proser_fedavg__split00__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9751594907862685,1,0.1772594752186589,0.19407894736842105,0.24607329842931938,0.17996108949416342,473328915,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3933731048852805,0.33780382127463393,0.38969762399499347,0.462098162433913
cifar100_proser_fedavg__split00__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9751594907862685,1,0.1772594752186589,0.19407894736842105,0.24607329842931938,0.17996108949416342,473328915,1000,302,0.302,28,0.028,28,0.028,1.0,0.004973515150354045,0.17762554108407297,0.0050389105058365755,0.23573074171689995,0.20440991741062067,0.23601997842703637,0.26676845231469803
cifar100_proser_fedavg__split00__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9968778903667743,1,0.23090379008746356,0.19696969696969696,0.2152777777777778,0.23929961089494164,1088631802,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.30103837725170346,0.25956639133516324,0.2990778284832064,0.3517446588697519
cifar100_proser_fedavg__split00__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9968778903667743,1,0.23090379008746356,0.19696969696969696,0.2152777777777778,0.23929961089494164,1088631802,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3288042266695003,0.2861734744265782,0.32718222579907513,0.38075026329518363
cifar100_proser_fedavg__split00__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9968778903667743,1,0.23090379008746356,0.19696969696969696,0.2152777777777778,0.23929961089494164,1088631802,1000,456,0.456,212,0.212,212,0.212,1.0,0.052253873312110705,0.24648053449108823,0.050731517509727625,0.21352675199170038,0.18936154684882325,0.21307963956493328,0.24008102944119913
cifar100_proser_fedavg__split00__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9976719386601528,1,0.28775510204081634,0.19858156028368795,0.20833333333333334,0.27626459143968873,2631147399,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.28452414054641134,0.24078722894490281,0.2829887610603836,0.33403297643618285
cifar100_proser_fedavg__split00__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9976719386601528,1,0.28775510204081634,0.19858156028368795,0.20833333333333334,0.27626459143968873,2631147399,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.31057284361544507,0.265833010746295,0.309398009038042,0.36098819864721615
cifar100_proser_fedavg__split00__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9976719386601528,1,0.28775510204081634,0.19858156028368795,0.20833333333333334,0.27626459143968873,2631147399,1000,168,0.168,653,0.653,653,0.653,1.0,0.18249178748070624,0.27946674958760526,0.18040077821011669,0.19400576467139072,0.16999247487908217,0.19354469807800803,0.21843880457459447
cifar100_proser_fedavg__split00__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9939587022548535,1,0.09708454810495627,0.1981981981981982,0.2127659574468085,0.08949416342412451,517906988,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.38648362540210607,0.3107276162045383,0.38363348879478454,0.4690018126393048
cifar100_proser_fedavg__split00__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9939587022548535,1,0.09708454810495627,0.1981981981981982,0.2127659574468085,0.08949416342412451,517906988,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.4367102377261449,0.3616873997223561,0.4340807084762063,0.5203113754560791
cifar100_proser_fedavg__split00__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9939587022548535,1,0.09708454810495627,0.1981981981981982,0.2127659574468085,0.08949416342412451,517906988,1000,816,0.816,86,0.086,86,0.086,1.0,0.0072977575298507225,0.08485764569593864,0.007696498054474709,0.236223995826223,0.1918650037898664,0.2360174359706526,0.28053216115669005
cifar100_proser_fedavg__split00__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9972088516356554,1,0.22740524781341107,0.1987179487179487,0.1867704280155642,0.20330739299610895,1115238774,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.29461969510060343,0.25207039230805345,0.29189668214274594,0.34612308319591634
cifar100_proser_fedavg__split00__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9972088516356554,1,0.22740524781341107,0.1987179487179487,0.1867704280155642,0.20330739299610895,1115238774,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.32470936037941217,0.2809218400581326,0.3212395343086207,0.37734655138530543
cifar100_proser_fedavg__split00__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9972088516356554,1,0.22740524781341107,0.1987179487179487,0.1867704280155642,0.20330739299610895,1115238774,1000,889,0.889,378,0.378,0,0.0,0.0,0.08230932084690583,0.21774952605001546,0.07685019455252917,0.20570640506196639,0.1787667475557561,0.2058258716104181,0.23142150403931608
cifar100_proser_fedavg__split00__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9964726068901777,1,0.28425655976676384,0.19692307692307692,0.22077922077922077,0.259727626459144,3210113720,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.30308018936296993,0.2624995319275969,0.30183283370821506,0.35047221928666716
cifar100_proser_fedavg__split00__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9964726068901777,1,0.28425655976676384,0.19692307692307692,0.22077922077922077,0.259727626459144,3210113720,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.32960073371001236,0.28853484667414186,0.3278489140054564,0.37841100519541326
cifar100_proser_fedavg__split00__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9964726068901777,1,0.28425655976676384,0.19692307692307692,0.22077922077922077,0.259727626459144,3210113720,1000,393,0.393,115,0.115,115,0.115,1.0,0.03177819979960086,0.2763321721704422,0.02986867704280156,0.21757547530172638,0.1935925134785493,0.21738424132118764,0.2429837651501409
cifar100_proser_fedavg__split00__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9743810943935228,1,0.18746355685131194,0.19595645412130638,0.20512820512820512,0.1614785992217899,1820729601,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3102517791052822,0.26146839752681345,0.30776328389713475,0.3666513509278651
cifar100_proser_fedavg__split00__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9743810943935228,1,0.18746355685131194,0.19595645412130638,0.20512820512820512,0.1614785992217899,1820729601,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3446342872479518,0.29427871351258295,0.34224668503840605,0.40244952495915015
cifar100_proser_fedavg__split00__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9743810943935228,1,0.18746355685131194,0.19595645412130638,0.20512820512820512,0.1614785992217899,1820729601,1000,563,0.563,337,0.337,337,0.337,1.0,0.0566002461750405,0.16795325274492734,0.05441828793774319,0.20774731479983508,0.17609130906462434,0.20800167289872923,0.23849452918220318
cifar100_proser_fedavg__split00__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9927742696526058,1,0.27755102040816326,0.19852941176470587,0.265625,0.2490272373540856,2456046345,1000,998,0.998,0,0.0,0,0.0,,0.0,,0.0,0.3506109989076487,0.3014573450385426,0.34829168937114124,0.40802243929126725
cifar100_proser_fedavg__split00__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9927742696526058,1,0.27755102040816326,0.19852941176470587,0.265625,0.2490272373540856,2456046345,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.37945649056894726,0.3294382264282571,0.3771062898202493,0.4378187716898999
cifar100_proser_fedavg__split00__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9927742696526058,1,0.27755102040816326,0.19852941176470587,0.265625,0.2490272373540856,2456046345,1000,72,0.072,4,0.004,4,0.004,1.0,0.0010608044824961973,0.2652011206240493,0.0009961089494163425,0.2416099146043202,0.21513402814005617,0.24174114587942486,0.26799799158795945
cifar100_proser_fedavg__split00__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,proser,1.0,0.8850233518957693,1,0.2944606413994169,0.19900990099009902,0.27472527472527475,0.26556420233463035,4101581004,1000,987,0.987,0,0.0,0,0.0,,0.0,,0.0,0.3472244052455706,0.29117177218992873,0.3459699205469391,0.40990039831466774
cifar100_proser_fedavg__split00__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,proser,1.0,0.8850233518957693,1,0.2944606413994169,0.19900990099009902,0.27472527472527475,0.26556420233463035,4101581004,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.37555862946678026,0.3182654473043568,0.3748061437649769,0.4396062018850068
cifar100_proser_fedavg__split00__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,proser,1.0,0.8850233518957693,1,0.2944606413994169,0.19900990099009902,0.27472527472527475,0.26556420233463035,4101581004,1000,4,0.004,17,0.017,17,0.017,1.0,0.004738881753847541,0.27875775022632593,0.004514591439688717,0.23280817136802953,0.20659669890695162,0.23319591262575257,0.2586244291337193
cifar100_proser_fedavg__split00__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9754971479093749,1,0.19737609329446065,0.19940915805022155,0.21978021978021978,0.16731517509727625,1283766723,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.34651738589358444,0.2939608731080636,0.3447289810480465,0.4082072341516417
cifar100_proser_fedavg__split00__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9754971479093749,1,0.19737609329446065,0.19940915805022155,0.21978021978021978,0.16731517509727625,1283766723,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.38190124836477785,0.3274491990021028,0.3802609149014639,0.4450750823083145
cifar100_proser_fedavg__split00__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9754971479093749,1,0.19737609329446065,0.19940915805022155,0.21978021978021978,0.16731517509727625,1283766723,1000,845,0.845,26,0.026,26,0.026,1.0,0.004383914512709093,0.1686120966426574,0.004350194552529183,0.240167963492153,0.20673315279129306,0.2402264064094758,0.2736365833384599
cifar100_proser_fedavg__split00__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9928542909813565,1,0.27755102040816326,0.19957983193277312,0.25696594427244585,0.26264591439688717,2660331330,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.34634068547206187,0.3056899702364109,0.3441275993407694,0.39134217881337185
cifar100_proser_fedavg__split00__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9928542909813565,1,0.27755102040816326,0.19957983193277312,0.25696594427244585,0.26264591439688717,2660331330,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3736951926641419,0.33235567408247624,0.3718592205881275,0.41932676224579757
cifar100_proser_fedavg__split00__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9928542909813565,1,0.27755102040816326,0.19957983193277312,0.25696594427244585,0.26264591439688717,2660331330,1000,636,0.636,0,0.0,0,0.0,,0.0,,0.0,0.26285941405109975,0.23778285920662354,0.2622507111122143,0.2892005978047115
cifar100_proser_fedavg__split00__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.997095573705973,1,0.3177842565597668,0.1981651376146789,0.24793388429752067,0.29961089494163423,2831151549,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.32790055119770456,0.28776946167189676,0.3254443395195264,0.37358696812813685
cifar100_proser_fedavg__split00__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.997095573705973,1,0.3177842565597668,0.1981651376146789,0.24793388429752067,0.29961089494163423,2831151549,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.35324143996023405,0.31314681237079645,0.35034238482158986,0.39973519984151745
cifar100_proser_fedavg__split00__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.997095573705973,1,0.3177842565597668,0.1981651376146789,0.24793388429752067,0.29961089494163423,2831151549,1000,472,0.472,0,0.0,0,0.0,,0.0,,0.0,0.24685328068098725,0.22240547692501708,0.2469600668070357,0.2722260990073959
cifar100_proser_fedavg__split00__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9912438894992688,1,0.09387755102040816,0.19254658385093168,0.21839080459770116,0.07879377431906615,3832483550,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.40506611878794513,0.3302459759401514,0.4018436601692734,0.4909044654355875
cifar100_proser_fedavg__split00__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9912438894992688,1,0.09387755102040816,0.19254658385093168,0.21839080459770116,0.07879377431906615,3832483550,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.45681633571251884,0.38077294193922273,0.4510113240709638,0.5456389628810386
cifar100_proser_fedavg__split00__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9912438894992688,1,0.09387755102040816,0.19254658385093168,0.21839080459770116,0.07879377431906615,3832483550,1000,843,0.843,44,0.044,44,0.044,1.0,0.00362851520610531,0.08246625468421158,0.0034669260700389104,0.24738662933182293,0.2023231788935708,0.24630008948253274,0.2940249236271686
cifar100_proser_fedavg__split00__seed4__d0.5,cifar100,d0.5,0.5,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9952802506577609,1,0.27755102040816326,0.19852941176470587,0.23985239852398524,0.2616731517509728,2705088203,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3274337148596041,0.28304835368120806,0.3253827723440867,0.3787434231333715
cifar100_proser_fedavg__split00__seed4__d0.5,cifar100,d0.5,0.5,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9952802506577609,1,0.27755102040816326,0.19852941176470587,0.23985239852398524,0.2616731517509728,2705088203,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3558271461794737,0.3102771585407149,0.35393686665513424,0.40890312750908353
cifar100_proser_fedavg__split00__seed4__d0.5,cifar100,d0.5,0.5,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9952802506577609,1,0.27755102040816326,0.19852941176470587,0.23985239852398524,0.2616731517509728,2705088203,1000,329,0.329,25,0.025,25,0.025,1.0,0.006312007097906682,0.25248028391626726,0.00654182879377432,0.23312548449875747,0.20737445885825329,0.23347659212075506,0.25845825148108215
cifar100_proser_fedavg__split00__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9987873969269436,1,0.28775510204081634,0.19959473150962512,0.23843416370106763,0.25,3360208395,1000,999,0.999,0,0.0,0,0.0,,0.0,,0.0,0.3180927242959469,0.2711976689953619,0.31632436765547184,0.37248481148274415
cifar100_proser_fedavg__split00__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9987873969269436,1,0.28775510204081634,0.19959473150962512,0.23843416370106763,0.25,3360208395,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3461024038779217,0.29801466881227107,0.3442918501790943,0.40073926011815847
cifar100_proser_fedavg__split00__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9987873969269436,1,0.28775510204081634,0.19959473150962512,0.23843416370106763,0.25,3360208395,1000,125,0.125,99,0.099,99,0.099,1.0,0.025600897835763158,0.25859492763397124,0.02475,0.22014551366355273,0.19439895763994813,0.2197659496536212,0.24754663530937132
cifar100_proser_fedavg__split01__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9281067395688698,1,0.23760932944606414,0.2,0.25523012552301255,0.21206225680933852,2144027006,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3544557852740631,0.3048675961931897,0.35179329793905634,0.4141060370137636
cifar100_proser_fedavg__split01__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9281067395688698,1,0.23760932944606414,0.2,0.25523012552301255,0.21206225680933852,2144027006,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3857719228341682,0.3341215223110161,0.383292002474525,0.4456275356107903
cifar100_proser_fedavg__split01__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9281067395688698,1,0.23760932944606414,0.2,0.25523012552301255,0.21206225680933852,2144027006,1000,394,0.394,1,0.001,1,0.001,1.0,0.00021672613680884543,0.21672613680884542,0.00021206225680933853,0.2512036243624583,0.22228534471502237,0.2507976157278939,0.28313904772896475
cifar100_proser_fedavg__split01__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9922948938149673,1,0.3110787172011662,0.19868791002811623,0.22741433021806853,0.2918287937743191,1093799300,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3079648736850961,0.2662487532392224,0.3063363361014311,0.35214383950566064
cifar100_proser_fedavg__split01__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9922948938149673,1,0.3110787172011662,0.19868791002811623,0.22741433021806853,0.2918287937743191,1093799300,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.3335406830603388,0.2919703499895085,0.33168018486071377,0.3784508511952041
cifar100_proser_fedavg__split01__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9922948938149673,1,0.3110787172011662,0.19868791002811623,0.22741433021806853,0.2918287937743191,1093799300,1000,415,0.415,41,0.041,41,0.041,1.0,0.012096507700468613,0.2950367731821613,0.011964980544747083,0.22393753021654766,0.20113090922162982,0.2239104701108895,0.24822088991738908
cifar100_proser_fedavg__split01__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,proser,1.0,0.8367317215256069,1,0.3478134110787172,0.1994970662196144,0.21470588235294116,0.33073929961089493,1757338291,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.2980579167092447,0.2638775460987012,0.2959588600620585,0.3394190272180974
cifar100_proser_fedavg__split01__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,proser,1.0,0.8367317215256069,1,0.3478134110787172,0.1994970662196144,0.21470588235294116,0.33073929961089493,1757338291,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.32239293725738366,0.2874942887362948,0.3203297039726445,0.3652431423478742
cifar100_proser_fedavg__split01__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,proser,1.0,0.8367317215256069,1,0.3478134110787172,0.1994970662196144,0.21470588235294116,0.33073929961089493,1757338291,1000,720,0.72,43,0.043,43,0.043,1.0,0.014109082494012602,0.32811819753517685,0.014221789883268481,0.22292676800507727,0.20100773276049602,0.22282059047387437,0.24557580530931844
cifar100_proser_fedavg__split01__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9346685202225397,1,0.21749271137026238,0.19973190348525469,0.21495327102803738,0.20817120622568094,246811249,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.31934495622428666,0.2695038683161608,0.3167906688515339,0.3770147271074189
cifar100_proser_fedavg__split01__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9346685202225397,1,0.21749271137026238,0.19973190348525469,0.21495327102803738,0.20817120622568094,246811249,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.35059054724945576,0.2984850106765099,0.3481522122074433,0.40998922780505637
cifar100_proser_fedavg__split01__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9346685202225397,1,0.21749271137026238,0.19973190348525469,0.21495327102803738,0.20817120622568094,246811249,1000,617,0.617,147,0.147,147,0.147,1.0,0.03048654787483054,0.20739148214170436,0.030601167315175096,0.21913825134989343,0.18873592926944383,0.2188618124270825,0.2482192575529081
cifar100_proser_fedavg__split01__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9872009072415406,1,0.32099125364431486,0.1989100817438692,0.22701149425287356,0.30836575875486383,2013532009,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.2997080576189797,0.26036440541160605,0.2979982354194876,0.3434595433445458
cifar100_proser_fedavg__split01__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9872009072415406,1,0.32099125364431486,0.1989100817438692,0.22701149425287356,0.30836575875486383,2013532009,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.32454705020478253,0.28460049252320213,0.3223179132208054,0.368415399727866
cifar100_proser_fedavg__split01__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9872009072415406,1,0.32099125364431486,0.1989100817438692,0.22701149425287356,0.30836575875486383,2013532009,1000,215,0.215,129,0.129,129,0.129,1.0,0.039745988947732805,0.308108441455293,0.03977918287937743,0.21550112109192282,0.19265496212093672,0.2155764743399261,0.2387161370517584
cifar100_proser_fedavg__split01__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,fedcore_noJ,valid full-simplex fixed-selector CP,0.2,0.05,0.05,5,margin,1.0,0.9929883350496707,1,0.3446064139941691,0.1988155668358714,0.19834710743801653,0.30642023346303504,860297601,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.280323323958433,0.24525930027636028,0.27923930700882227,0.3223576196456783
cifar100_proser_fedavg__split01__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,bonferroni_delta_over_J,valid simultaneous per-client CP,0.2,0.05,0.05,5,margin,1.0,0.9929883350496707,1,0.3446064139941691,0.1988155668358714,0.19834710743801653,0.30642023346303504,860297601,1000,1000,1.0,0,0.0,0,0.0,,0.0,,0.0,0.30419747105329564,0.26810584768621165,0.30285776228598665,0.34800122093181385
cifar100_proser_fedavg__split01__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,pooled_CP_intentionally_invalid,invalid for worst-client target,0.2,0.05,0.05,5,margin,1.0,0.9929883350496707,1,0.3446064139941691,0.1988155668358714,0.19834710743801653,0.30642023346303504,860297601,1000,736,0.736,311,0.311,0,0.0,0.0,0.10046679767496895,0.32304436551436966,0.09529669260700391,0.2065862893812431,0.18245391168940614,0.20646189388387415,0.2283167490005538
