semantic_id,dataset,condition,d,arm,client,cert_raw_n,cert_unique_n,test_raw_n,test_unique_n,cert_test_unique_overlap,combined_raw_n,reservoir_unique_n,combined_duplication_rate,unique_accepted_n,unique_accepted_error_n,true_acceptance,true_risk,audit_draw_n
cifar100_proser_fedavg__split03__seed4__d0.5,cifar100,d0.5,0.5,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,296,57,0.28793774319066145,0.19256756756756757,514
cifar100_proser_fedavg__split03__seed4__d0.5,cifar100,d0.5,0.5,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,287,68,0.2791828793774319,0.23693379790940766,514
cifar100_proser_fedavg__split03__seed4__d0.5,cifar100,d0.5,0.5,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,289,51,0.2811284046692607,0.17647058823529413,514
cifar100_proser_fedavg__split03__seed4__d0.5,cifar100,d0.5,0.5,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,261,67,0.2538910505836576,0.2567049808429119,514
cifar100_proser_fedavg__split03__seed4__d0.5,cifar100,d0.5,0.5,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,293,55,0.2850194552529183,0.18771331058020477,514
cifar100_proser_fedavg__split03__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,336,62,0.32684824902723736,0.18452380952380953,514
cifar100_proser_fedavg__split03__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,333,61,0.3239299610894942,0.1831831831831832,514
cifar100_proser_fedavg__split03__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,330,74,0.321011673151751,0.22424242424242424,514
cifar100_proser_fedavg__split03__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,321,71,0.3122568093385214,0.22118380062305296,514
cifar100_proser_fedavg__split03__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,341,71,0.3317120622568093,0.20821114369501467,514
cifar100_proser_fedavg__split04__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,160,27,0.1556420233463035,0.16875,514
cifar100_proser_fedavg__split04__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,172,38,0.16731517509727625,0.22093023255813954,514
cifar100_proser_fedavg__split04__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,170,31,0.16536964980544747,0.18235294117647058,514
cifar100_proser_fedavg__split04__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,163,30,0.15856031128404668,0.18404907975460122,514
cifar100_proser_fedavg__split04__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,181,42,0.17607003891050585,0.23204419889502761,514
cifar100_proser_fedavg__split04__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,302,59,0.29377431906614787,0.19536423841059603,514
cifar100_proser_fedavg__split04__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,312,63,0.3035019455252918,0.20192307692307693,514
cifar100_proser_fedavg__split04__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,293,51,0.2850194552529183,0.17406143344709898,514
cifar100_proser_fedavg__split04__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,300,61,0.2918287937743191,0.20333333333333334,514
cifar100_proser_fedavg__split04__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,301,50,0.2928015564202335,0.16611295681063123,514
cifar100_proser_fedavg__split04__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,357,65,0.3472762645914397,0.18207282913165265,514
cifar100_proser_fedavg__split04__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,335,61,0.32587548638132297,0.18208955223880596,514
cifar100_proser_fedavg__split04__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,334,68,0.32490272373540857,0.20359281437125748,514
cifar100_proser_fedavg__split04__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,339,64,0.32976653696498054,0.1887905604719764,514
cifar100_proser_fedavg__split04__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,375,88,0.3647859922178988,0.23466666666666666,514
cifar100_proser_fedavg__split04__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,116,21,0.11284046692607004,0.1810344827586207,514
cifar100_proser_fedavg__split04__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,125,22,0.12159533073929961,0.176,514
cifar100_proser_fedavg__split04__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,124,28,0.12062256809338522,0.22580645161290322,514
cifar100_proser_fedavg__split04__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,135,21,0.13132295719844359,0.15555555555555556,514
cifar100_proser_fedavg__split04__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,112,28,0.10894941634241245,0.25,514
cifar100_proser_fedavg__split04__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,289,46,0.2811284046692607,0.15916955017301038,514
cifar100_proser_fedavg__split04__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,274,50,0.26653696498054474,0.18248175182481752,514
cifar100_proser_fedavg__split04__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,284,42,0.27626459143968873,0.14788732394366197,514
cifar100_proser_fedavg__split04__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,288,47,0.2801556420233463,0.16319444444444445,514
cifar100_proser_fedavg__split04__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,273,47,0.26556420233463035,0.17216117216117216,514
cifar100_proser_fedavg__split04__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,364,71,0.3540856031128405,0.19505494505494506,514
cifar100_proser_fedavg__split04__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,346,70,0.33657587548638135,0.2023121387283237,514
cifar100_proser_fedavg__split04__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,355,62,0.3453307392996109,0.17464788732394365,514
cifar100_proser_fedavg__split04__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,372,76,0.36186770428015563,0.20430107526881722,514
cifar100_proser_fedavg__split04__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,353,72,0.3433852140077821,0.20396600566572237,514
cifar100_proser_fedavg__split04__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,199,40,0.193579766536965,0.20100502512562815,514
cifar100_proser_fedavg__split04__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,175,39,0.17023346303501946,0.22285714285714286,514
cifar100_proser_fedavg__split04__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,184,44,0.17898832684824903,0.2391304347826087,514
cifar100_proser_fedavg__split04__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,183,26,0.17801556420233464,0.14207650273224043,514
cifar100_proser_fedavg__split04__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,179,39,0.17412451361867703,0.21787709497206703,514
cifar100_proser_fedavg__split04__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,306,63,0.29766536964980544,0.20588235294117646,514
cifar100_proser_fedavg__split04__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,320,55,0.311284046692607,0.171875,514
cifar100_proser_fedavg__split04__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,315,52,0.30642023346303504,0.16507936507936508,514
cifar100_proser_fedavg__split04__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,328,52,0.31906614785992216,0.15853658536585366,514
cifar100_proser_fedavg__split04__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,316,58,0.30739299610894943,0.18354430379746836,514
cifar100_proser_fedavg__split04__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,270,53,0.26264591439688717,0.1962962962962963,514
cifar100_proser_fedavg__split04__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,309,56,0.3005836575875486,0.18122977346278318,514
cifar100_proser_fedavg__split04__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,304,52,0.29571984435797666,0.17105263157894737,514
cifar100_proser_fedavg__split04__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,310,57,0.301556420233463,0.18387096774193548,514
cifar100_proser_fedavg__split04__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,332,63,0.3229571984435798,0.1897590361445783,514
cifar100_proser_fedavg__split04__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,199,41,0.193579766536965,0.20603015075376885,514
cifar100_proser_fedavg__split04__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,204,42,0.19844357976653695,0.20588235294117646,514
cifar100_proser_fedavg__split04__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,194,33,0.188715953307393,0.17010309278350516,514
cifar100_proser_fedavg__split04__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,230,50,0.2237354085603113,0.21739130434782608,514
cifar100_proser_fedavg__split04__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,209,43,0.20330739299610895,0.20574162679425836,514
cifar100_proser_fedavg__split04__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,315,58,0.30642023346303504,0.18412698412698414,514
cifar100_proser_fedavg__split04__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,304,57,0.29571984435797666,0.1875,514
cifar100_proser_fedavg__split04__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,306,50,0.29766536964980544,0.16339869281045752,514
cifar100_proser_fedavg__split04__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,308,70,0.29961089494163423,0.22727272727272727,514
cifar100_proser_fedavg__split04__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,308,60,0.29961089494163423,0.19480519480519481,514
cifar100_proser_fedavg__split04__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,346,67,0.33657587548638135,0.1936416184971098,514
cifar100_proser_fedavg__split04__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,373,74,0.36284046692607,0.19839142091152814,514
cifar100_proser_fedavg__split04__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,349,73,0.33949416342412453,0.20916905444126074,514
cifar100_proser_fedavg__split04__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,348,70,0.33852140077821014,0.20114942528735633,514
cifar100_proser_fedavg__split04__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,376,74,0.3657587548638132,0.19680851063829788,514
cifar100_proser_fedavg__split04__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,136,25,0.13229571984435798,0.18382352941176472,514
cifar100_proser_fedavg__split04__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,173,35,0.16828793774319067,0.2023121387283237,514
cifar100_proser_fedavg__split04__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,149,28,0.14494163424124515,0.18791946308724833,514
cifar100_proser_fedavg__split04__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,152,23,0.14785992217898833,0.1513157894736842,514
cifar100_proser_fedavg__split04__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,143,27,0.13910505836575876,0.1888111888111888,514
cifar100_proser_fedavg__split04__seed4__d0.5,cifar100,d0.5,0.5,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,303,54,0.29474708171206226,0.1782178217821782,514
cifar100_proser_fedavg__split04__seed4__d0.5,cifar100,d0.5,0.5,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,333,65,0.3239299610894942,0.19519519519519518,514
cifar100_proser_fedavg__split04__seed4__d0.5,cifar100,d0.5,0.5,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,320,60,0.311284046692607,0.1875,514
cifar100_proser_fedavg__split04__seed4__d0.5,cifar100,d0.5,0.5,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,313,75,0.3044747081712062,0.23961661341853036,514
cifar100_proser_fedavg__split04__seed4__d0.5,cifar100,d0.5,0.5,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,300,67,0.2918287937743191,0.22333333333333333,514
cifar100_proser_fedavg__split04__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,333,69,0.3239299610894942,0.2072072072072072,514
cifar100_proser_fedavg__split04__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,367,72,0.35700389105058367,0.19618528610354224,514
cifar100_proser_fedavg__split04__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,344,71,0.3346303501945525,0.2063953488372093,514
cifar100_proser_fedavg__split04__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,332,83,0.3229571984435798,0.25,514
cifar100_proser_fedavg__split04__seed4__d5.0,cifar100,d5,5.0,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,352,88,0.3424124513618677,0.25,514
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,196,41,0.19066147859922178,0.20918367346938777,514
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,173,41,0.16828793774319067,0.23699421965317918,514
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,198,37,0.1926070038910506,0.18686868686868688,514
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,193,43,0.1877431906614786,0.22279792746113988,514
cifar100_proser_fedavg__split05__seed0__d0.1,cifar100,d0.1,0.1,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,188,35,0.1828793774319066,0.18617021276595744,514
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,276,54,0.26848249027237353,0.1956521739130435,514
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,273,56,0.26556420233463035,0.20512820512820512,514
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,294,59,0.28599221789883267,0.20068027210884354,514
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,300,66,0.2918287937743191,0.22,514
cifar100_proser_fedavg__split05__seed0__d0.5,cifar100,d0.5,0.5,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,275,63,0.26750972762645914,0.2290909090909091,514
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,350,83,0.3404669260700389,0.23714285714285716,514
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,322,64,0.3132295719844358,0.19875776397515527,514
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,360,76,0.35019455252918286,0.2111111111111111,514
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,345,84,0.3356031128404669,0.24347826086956523,514
cifar100_proser_fedavg__split05__seed0__d5.0,cifar100,d5,5.0,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,326,76,0.31712062256809337,0.2331288343558282,514
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,196,39,0.19066147859922178,0.1989795918367347,514
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,170,33,0.16536964980544747,0.19411764705882353,514
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,185,41,0.17996108949416342,0.22162162162162163,514
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,195,33,0.18968871595330739,0.16923076923076924,514
cifar100_proser_fedavg__split05__seed1__d0.1,cifar100,d0.1,0.1,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,180,39,0.17509727626459143,0.21666666666666667,514
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,301,65,0.2928015564202335,0.2159468438538206,514
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,297,63,0.28891050583657585,0.21212121212121213,514
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,279,51,0.2714007782101167,0.1827956989247312,514
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,291,46,0.2830739299610895,0.15807560137457044,514
cifar100_proser_fedavg__split05__seed1__d0.5,cifar100,d0.5,0.5,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,285,61,0.2772373540856031,0.21403508771929824,514
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,339,80,0.32976653696498054,0.2359882005899705,514
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,336,70,0.32684824902723736,0.20833333333333334,514
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,318,60,0.3093385214007782,0.18867924528301888,514
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,322,46,0.3132295719844358,0.14285714285714285,514
cifar100_proser_fedavg__split05__seed1__d5.0,cifar100,d5,5.0,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,313,75,0.3044747081712062,0.23961661341853036,514
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,190,35,0.18482490272373542,0.18421052631578946,514
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,175,31,0.17023346303501946,0.17714285714285713,514
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,183,44,0.17801556420233464,0.24043715846994534,514
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,170,31,0.16536964980544747,0.18235294117647058,514
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,0.1,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,166,29,0.1614785992217899,0.1746987951807229,514
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,254,42,0.24708171206225682,0.16535433070866143,514
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,270,45,0.26264591439688717,0.16666666666666666,514
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,265,64,0.25778210116731515,0.24150943396226415,514
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,286,66,0.2782101167315175,0.23076923076923078,514
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,0.5,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,269,55,0.2616731517509728,0.20446096654275092,514
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,305,51,0.29669260700389105,0.16721311475409836,514
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,297,59,0.28891050583657585,0.19865319865319866,514
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,278,62,0.2704280155642023,0.22302158273381295,514
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,283,50,0.27529182879377434,0.17667844522968199,514
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,5.0,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,275,42,0.26750972762645914,0.15272727272727274,514
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,225,49,0.2188715953307393,0.21777777777777776,514
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,212,37,0.20622568093385213,0.17452830188679244,514
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,200,39,0.19455252918287938,0.195,514
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,196,35,0.19066147859922178,0.17857142857142858,514
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,0.1,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,213,40,0.20719844357976655,0.18779342723004694,514
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,290,51,0.2821011673151751,0.17586206896551723,514
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,297,60,0.28891050583657585,0.20202020202020202,514
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,282,55,0.27431906614785995,0.1950354609929078,514
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,299,70,0.2908560311284047,0.23411371237458195,514
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,0.5,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,319,63,0.3103112840466926,0.1974921630094044,514
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,325,65,0.316147859922179,0.2,514
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,331,56,0.3219844357976654,0.1691842900302115,514
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,339,86,0.32976653696498054,0.2536873156342183,514
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,329,78,0.32003891050583655,0.23708206686930092,514
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,5.0,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,341,71,0.3317120622568093,0.20821114369501467,514
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,0,514,514,514,514,0,1028,1028,0.0,156,35,0.1517509727626459,0.22435897435897437,514
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,1,514,514,514,514,0,1028,1028,0.0,155,30,0.1507782101167315,0.1935483870967742,514
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,2,514,514,514,514,0,1028,1028,0.0,150,50,0.14591439688715954,0.3333333333333333,514
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,3,514,514,514,514,0,1028,1028,0.0,154,30,0.14980544747081712,0.19480519480519481,514
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,0.1,proser_fedavg,4,514,514,514,514,0,1028,1028,0.0,131,17,0.12743190661478598,0.1297709923664122,514
