semantic_id,dataset,condition,client,reservoir_n,draw_n,unique_draw_indices,duplication_rate,max_multiplicity,draw_index_sha256
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,1,514,514,331,0.3560311284046692,5,8fd06635b18c199a301427e2b4766e7581cb61bb76e7ac1149aa3b452708c670
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,2,514,514,321,0.3754863813229572,7,70d9a1cf0204440f1bfd8b0452be96622205414fe1361cdf4cdbe72affeb1db1
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,3,514,514,321,0.3754863813229572,6,02245857f916653693bf1a8747aad778775cdb8668f6831a2528966c258e4ff9
cifar100_proser_fedavg__split05__seed2__d0.1,cifar100,d0.1,4,514,514,325,0.36770428015564205,4,6a3f10710fcce62f789540c532c2dd48f60a87d84466eb3e03f327b1dd2d0272
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,0,514,514,322,0.3735408560311284,6,94ac2b7407590d06ff53f5c363e941af13b6cdae1bbe3f222bc99dc9246810a2
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,1,514,514,331,0.3560311284046692,5,8fd06635b18c199a301427e2b4766e7581cb61bb76e7ac1149aa3b452708c670
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,2,514,514,321,0.3754863813229572,7,70d9a1cf0204440f1bfd8b0452be96622205414fe1361cdf4cdbe72affeb1db1
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,3,514,514,321,0.3754863813229572,6,02245857f916653693bf1a8747aad778775cdb8668f6831a2528966c258e4ff9
cifar100_proser_fedavg__split05__seed2__d0.5,cifar100,d0.5,4,514,514,325,0.36770428015564205,4,6a3f10710fcce62f789540c532c2dd48f60a87d84466eb3e03f327b1dd2d0272
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,0,514,514,322,0.3735408560311284,6,94ac2b7407590d06ff53f5c363e941af13b6cdae1bbe3f222bc99dc9246810a2
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,1,514,514,331,0.3560311284046692,5,8fd06635b18c199a301427e2b4766e7581cb61bb76e7ac1149aa3b452708c670
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,2,514,514,321,0.3754863813229572,7,70d9a1cf0204440f1bfd8b0452be96622205414fe1361cdf4cdbe72affeb1db1
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,3,514,514,321,0.3754863813229572,6,02245857f916653693bf1a8747aad778775cdb8668f6831a2528966c258e4ff9
cifar100_proser_fedavg__split05__seed2__d5.0,cifar100,d5,4,514,514,325,0.36770428015564205,4,6a3f10710fcce62f789540c532c2dd48f60a87d84466eb3e03f327b1dd2d0272
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,0,514,514,325,0.36770428015564205,5,5241ae9893eae6196ad7d970986906422ae958f2dd726ddce4bd40a3b339381e
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,1,514,514,323,0.3715953307392996,5,6fe93487e02c7da35e6d2f9c6d9e6cc3d5feb5485191ece576782c25cd2f9dde
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,2,514,514,319,0.37937743190661477,4,a96d502b02f911aab5179baa7277f17c1cde7222e90644984435cf2bf21ab7d7
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,3,514,514,327,0.3638132295719845,5,94aad0f594611a1b1049ca182c08a960795b022600171f46204fa1142121bfc9
cifar100_proser_fedavg__split05__seed3__d0.1,cifar100,d0.1,4,514,514,315,0.3871595330739299,5,7b4ff039c4480d7fb1998540cb38b2d94384c74357070dbc782ec44b69962552
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,0,514,514,325,0.36770428015564205,5,5241ae9893eae6196ad7d970986906422ae958f2dd726ddce4bd40a3b339381e
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,1,514,514,323,0.3715953307392996,5,6fe93487e02c7da35e6d2f9c6d9e6cc3d5feb5485191ece576782c25cd2f9dde
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,2,514,514,319,0.37937743190661477,4,a96d502b02f911aab5179baa7277f17c1cde7222e90644984435cf2bf21ab7d7
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,3,514,514,327,0.3638132295719845,5,94aad0f594611a1b1049ca182c08a960795b022600171f46204fa1142121bfc9
cifar100_proser_fedavg__split05__seed3__d0.5,cifar100,d0.5,4,514,514,315,0.3871595330739299,5,7b4ff039c4480d7fb1998540cb38b2d94384c74357070dbc782ec44b69962552
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,0,514,514,325,0.36770428015564205,5,5241ae9893eae6196ad7d970986906422ae958f2dd726ddce4bd40a3b339381e
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,1,514,514,323,0.3715953307392996,5,6fe93487e02c7da35e6d2f9c6d9e6cc3d5feb5485191ece576782c25cd2f9dde
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,2,514,514,319,0.37937743190661477,4,a96d502b02f911aab5179baa7277f17c1cde7222e90644984435cf2bf21ab7d7
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,3,514,514,327,0.3638132295719845,5,94aad0f594611a1b1049ca182c08a960795b022600171f46204fa1142121bfc9
cifar100_proser_fedavg__split05__seed3__d5.0,cifar100,d5,4,514,514,315,0.3871595330739299,5,7b4ff039c4480d7fb1998540cb38b2d94384c74357070dbc782ec44b69962552
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,0,514,514,334,0.35019455252918286,5,963e1147bf1dc7979982facfe3c830e39e66c6b4f9e2313c54b6ce0b4bca17ae
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,1,514,514,329,0.3599221789883269,6,8d45e3316e47cb751826cd9395f605d8b375bcd0cf0f34fa8b030c75eaf1cd8f
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,2,514,514,325,0.36770428015564205,6,c49250186d958b3428e28cf46af520d258749203b7232aadeaf478aff2b49de6
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,3,514,514,322,0.3735408560311284,5,2678029d9621da42e6a2bf4db0acf2f79756a4e3b37f1dc1caeffc7557414479
cifar100_proser_fedavg__split05__seed4__d0.1,cifar100,d0.1,4,514,514,329,0.3599221789883269,5,4bac88d87e1f6caae9e68e9485b47d561838fa60a5fa0f4a4c3d2c75f3e1b51e
cifar100_proser_fedavg__split05__seed4__d0.5,cifar100,d0.5,0,514,514,334,0.35019455252918286,5,963e1147bf1dc7979982facfe3c830e39e66c6b4f9e2313c54b6ce0b4bca17ae
cifar100_proser_fedavg__split05__seed4__d0.5,cifar100,d0.5,1,514,514,329,0.3599221789883269,6,8d45e3316e47cb751826cd9395f605d8b375bcd0cf0f34fa8b030c75eaf1cd8f
cifar100_proser_fedavg__split05__seed4__d0.5,cifar100,d0.5,2,514,514,325,0.36770428015564205,6,c49250186d958b3428e28cf46af520d258749203b7232aadeaf478aff2b49de6
cifar100_proser_fedavg__split05__seed4__d0.5,cifar100,d0.5,3,514,514,322,0.3735408560311284,5,2678029d9621da42e6a2bf4db0acf2f79756a4e3b37f1dc1caeffc7557414479
cifar100_proser_fedavg__split05__seed4__d0.5,cifar100,d0.5,4,514,514,329,0.3599221789883269,5,4bac88d87e1f6caae9e68e9485b47d561838fa60a5fa0f4a4c3d2c75f3e1b51e
cifar100_proser_fedavg__split05__seed4__d5.0,cifar100,d5,0,514,514,334,0.35019455252918286,5,963e1147bf1dc7979982facfe3c830e39e66c6b4f9e2313c54b6ce0b4bca17ae
cifar100_proser_fedavg__split05__seed4__d5.0,cifar100,d5,1,514,514,329,0.3599221789883269,6,8d45e3316e47cb751826cd9395f605d8b375bcd0cf0f34fa8b030c75eaf1cd8f
cifar100_proser_fedavg__split05__seed4__d5.0,cifar100,d5,2,514,514,325,0.36770428015564205,6,c49250186d958b3428e28cf46af520d258749203b7232aadeaf478aff2b49de6
cifar100_proser_fedavg__split05__seed4__d5.0,cifar100,d5,3,514,514,322,0.3735408560311284,5,2678029d9621da42e6a2bf4db0acf2f79756a4e3b37f1dc1caeffc7557414479
cifar100_proser_fedavg__split05__seed4__d5.0,cifar100,d5,4,514,514,329,0.3599221789883269,5,4bac88d87e1f6caae9e68e9485b47d561838fa60a5fa0f4a4c3d2c75f3e1b51e
cifar100_proser_fedavg__split06__seed0__d0.1,cifar100,d0.1,0,514,514,325,0.36770428015564205,5,49f14005a7d68a5a8258f00a4f9db37db0deb29b4f58968d9d683dd749c7328a
cifar100_proser_fedavg__split06__seed0__d0.1,cifar100,d0.1,1,514,514,335,0.34824902723735407,5,7fda59e02e23aa11aab6869c39a2f50ad9f48a84eda48a78335c1e7fb3898766
cifar100_proser_fedavg__split06__seed0__d0.1,cifar100,d0.1,2,514,514,319,0.37937743190661477,7,b58bc5a2ce85fe61f1d04b0783bf5cc68369b126d9a49ceca8493f7bda5d047b
cifar100_proser_fedavg__split06__seed0__d0.1,cifar100,d0.1,3,514,514,325,0.36770428015564205,5,efceb018c8abc261eafb6c5ccd8a6b83efd47c6b7873abc574dbd4b1d01db65f
cifar100_proser_fedavg__split06__seed0__d0.1,cifar100,d0.1,4,514,514,335,0.34824902723735407,5,6b103c8cd61c81494249d9721334fa2858d8ed5586a1fa3b94791b49f538529b
cifar100_proser_fedavg__split06__seed0__d0.5,cifar100,d0.5,0,514,514,325,0.36770428015564205,5,49f14005a7d68a5a8258f00a4f9db37db0deb29b4f58968d9d683dd749c7328a
cifar100_proser_fedavg__split06__seed0__d0.5,cifar100,d0.5,1,514,514,335,0.34824902723735407,5,7fda59e02e23aa11aab6869c39a2f50ad9f48a84eda48a78335c1e7fb3898766
cifar100_proser_fedavg__split06__seed0__d0.5,cifar100,d0.5,2,514,514,319,0.37937743190661477,7,b58bc5a2ce85fe61f1d04b0783bf5cc68369b126d9a49ceca8493f7bda5d047b
cifar100_proser_fedavg__split06__seed0__d0.5,cifar100,d0.5,3,514,514,325,0.36770428015564205,5,efceb018c8abc261eafb6c5ccd8a6b83efd47c6b7873abc574dbd4b1d01db65f
cifar100_proser_fedavg__split06__seed0__d0.5,cifar100,d0.5,4,514,514,335,0.34824902723735407,5,6b103c8cd61c81494249d9721334fa2858d8ed5586a1fa3b94791b49f538529b
cifar100_proser_fedavg__split06__seed0__d5.0,cifar100,d5,0,514,514,325,0.36770428015564205,5,49f14005a7d68a5a8258f00a4f9db37db0deb29b4f58968d9d683dd749c7328a
cifar100_proser_fedavg__split06__seed0__d5.0,cifar100,d5,1,514,514,335,0.34824902723735407,5,7fda59e02e23aa11aab6869c39a2f50ad9f48a84eda48a78335c1e7fb3898766
cifar100_proser_fedavg__split06__seed0__d5.0,cifar100,d5,2,514,514,319,0.37937743190661477,7,b58bc5a2ce85fe61f1d04b0783bf5cc68369b126d9a49ceca8493f7bda5d047b
cifar100_proser_fedavg__split06__seed0__d5.0,cifar100,d5,3,514,514,325,0.36770428015564205,5,efceb018c8abc261eafb6c5ccd8a6b83efd47c6b7873abc574dbd4b1d01db65f
cifar100_proser_fedavg__split06__seed0__d5.0,cifar100,d5,4,514,514,335,0.34824902723735407,5,6b103c8cd61c81494249d9721334fa2858d8ed5586a1fa3b94791b49f538529b
cifar100_proser_fedavg__split06__seed1__d0.1,cifar100,d0.1,0,514,514,330,0.357976653696498,5,52593b8eed7f6451518b71bca127802c9e99668e6a1eafaa3f5e09bc17a12f4a
cifar100_proser_fedavg__split06__seed1__d0.1,cifar100,d0.1,1,514,514,326,0.36575875486381326,5,0fea64f3bf0cb9525a0a59836ab6d396674f9c3a4c540d4b00bf55f27091b56f
cifar100_proser_fedavg__split06__seed1__d0.1,cifar100,d0.1,2,514,514,329,0.3599221789883269,7,5b926ed06c33cd79c0209587f9489126ca087179d6d9db21041514c4d8f904d8
cifar100_proser_fedavg__split06__seed1__d0.1,cifar100,d0.1,3,514,514,334,0.35019455252918286,5,a55176aa3b94afc9fbebfb73ec861843c3021c815067e315a0c2d3ae7c608124
cifar100_proser_fedavg__split06__seed1__d0.1,cifar100,d0.1,4,514,514,314,0.3891050583657587,6,b78fc480705948f5c1d8d327eaffa420339004aa390a571cea82dd44e6e037a2
cifar100_proser_fedavg__split06__seed1__d0.5,cifar100,d0.5,0,514,514,330,0.357976653696498,5,52593b8eed7f6451518b71bca127802c9e99668e6a1eafaa3f5e09bc17a12f4a
cifar100_proser_fedavg__split06__seed1__d0.5,cifar100,d0.5,1,514,514,326,0.36575875486381326,5,0fea64f3bf0cb9525a0a59836ab6d396674f9c3a4c540d4b00bf55f27091b56f
cifar100_proser_fedavg__split06__seed1__d0.5,cifar100,d0.5,2,514,514,329,0.3599221789883269,7,5b926ed06c33cd79c0209587f9489126ca087179d6d9db21041514c4d8f904d8
cifar100_proser_fedavg__split06__seed1__d0.5,cifar100,d0.5,3,514,514,334,0.35019455252918286,5,a55176aa3b94afc9fbebfb73ec861843c3021c815067e315a0c2d3ae7c608124
cifar100_proser_fedavg__split06__seed1__d0.5,cifar100,d0.5,4,514,514,314,0.3891050583657587,6,b78fc480705948f5c1d8d327eaffa420339004aa390a571cea82dd44e6e037a2
cifar100_proser_fedavg__split06__seed1__d5.0,cifar100,d5,0,514,514,330,0.357976653696498,5,52593b8eed7f6451518b71bca127802c9e99668e6a1eafaa3f5e09bc17a12f4a
cifar100_proser_fedavg__split06__seed1__d5.0,cifar100,d5,1,514,514,326,0.36575875486381326,5,0fea64f3bf0cb9525a0a59836ab6d396674f9c3a4c540d4b00bf55f27091b56f
cifar100_proser_fedavg__split06__seed1__d5.0,cifar100,d5,2,514,514,329,0.3599221789883269,7,5b926ed06c33cd79c0209587f9489126ca087179d6d9db21041514c4d8f904d8
cifar100_proser_fedavg__split06__seed1__d5.0,cifar100,d5,3,514,514,334,0.35019455252918286,5,a55176aa3b94afc9fbebfb73ec861843c3021c815067e315a0c2d3ae7c608124
cifar100_proser_fedavg__split06__seed1__d5.0,cifar100,d5,4,514,514,314,0.3891050583657587,6,b78fc480705948f5c1d8d327eaffa420339004aa390a571cea82dd44e6e037a2
cifar100_proser_fedavg__split06__seed2__d0.1,cifar100,d0.1,0,514,514,333,0.35214007782101164,5,daa630fb329c9ef4130f524696c09ab34224b44bce34189be37b58f4e58ca893
cifar100_proser_fedavg__split06__seed2__d0.1,cifar100,d0.1,1,514,514,329,0.3599221789883269,5,169fda8a1b64d7ef731d4d304c1660b33bd6b3e49cbdc579c53ab5fefebbc37d
cifar100_proser_fedavg__split06__seed2__d0.1,cifar100,d0.1,2,514,514,330,0.357976653696498,5,7cb454b80ad2f7e897dfa48dcb401646f80b6dcc729b69837e008bd8e02dfe42
cifar100_proser_fedavg__split06__seed2__d0.1,cifar100,d0.1,3,514,514,327,0.3638132295719845,5,167f25446a29c5e5296f822fadab64ebc71f04d6e20261a20573976941f62816
cifar100_proser_fedavg__split06__seed2__d0.1,cifar100,d0.1,4,514,514,320,0.377431906614786,5,6bdad97e1f30123d478206ce29e663adbe881761673d083013d7a2f1498e6915
cifar100_proser_fedavg__split06__seed2__d0.5,cifar100,d0.5,0,514,514,333,0.35214007782101164,5,daa630fb329c9ef4130f524696c09ab34224b44bce34189be37b58f4e58ca893
cifar100_proser_fedavg__split06__seed2__d0.5,cifar100,d0.5,1,514,514,329,0.3599221789883269,5,169fda8a1b64d7ef731d4d304c1660b33bd6b3e49cbdc579c53ab5fefebbc37d
cifar100_proser_fedavg__split06__seed2__d0.5,cifar100,d0.5,2,514,514,330,0.357976653696498,5,7cb454b80ad2f7e897dfa48dcb401646f80b6dcc729b69837e008bd8e02dfe42
cifar100_proser_fedavg__split06__seed2__d0.5,cifar100,d0.5,3,514,514,327,0.3638132295719845,5,167f25446a29c5e5296f822fadab64ebc71f04d6e20261a20573976941f62816
cifar100_proser_fedavg__split06__seed2__d0.5,cifar100,d0.5,4,514,514,320,0.377431906614786,5,6bdad97e1f30123d478206ce29e663adbe881761673d083013d7a2f1498e6915
cifar100_proser_fedavg__split06__seed2__d5.0,cifar100,d5,0,514,514,333,0.35214007782101164,5,daa630fb329c9ef4130f524696c09ab34224b44bce34189be37b58f4e58ca893
cifar100_proser_fedavg__split06__seed2__d5.0,cifar100,d5,1,514,514,329,0.3599221789883269,5,169fda8a1b64d7ef731d4d304c1660b33bd6b3e49cbdc579c53ab5fefebbc37d
cifar100_proser_fedavg__split06__seed2__d5.0,cifar100,d5,2,514,514,330,0.357976653696498,5,7cb454b80ad2f7e897dfa48dcb401646f80b6dcc729b69837e008bd8e02dfe42
cifar100_proser_fedavg__split06__seed2__d5.0,cifar100,d5,3,514,514,327,0.3638132295719845,5,167f25446a29c5e5296f822fadab64ebc71f04d6e20261a20573976941f62816
cifar100_proser_fedavg__split06__seed2__d5.0,cifar100,d5,4,514,514,320,0.377431906614786,5,6bdad97e1f30123d478206ce29e663adbe881761673d083013d7a2f1498e6915
cifar100_proser_fedavg__split06__seed3__d0.1,cifar100,d0.1,0,514,514,335,0.34824902723735407,6,f065b02b41541f7f63c5c43660a9864a33a57951aa8dce5033bf492ddde2164b
cifar100_proser_fedavg__split06__seed3__d0.1,cifar100,d0.1,1,514,514,323,0.3715953307392996,5,c4960aa0391c5982cde46f2a6a26100d9fa8e477881b36c1ea2d678a79532929
cifar100_proser_fedavg__split06__seed3__d0.1,cifar100,d0.1,2,514,514,335,0.34824902723735407,5,7fd0653122312fd3f96ed13c36643000b072a923b73e5eee4380ad21cff5b96b
cifar100_proser_fedavg__split06__seed3__d0.1,cifar100,d0.1,3,514,514,323,0.3715953307392996,5,5faecbbcc35fd841d9978fea3ee2d420f34bd81c4f217bdd5488f5666b64e2fb
cifar100_proser_fedavg__split06__seed3__d0.1,cifar100,d0.1,4,514,514,321,0.3754863813229572,6,cef47c8794bd1620053c6de639639984f22271e5fbcc6711d42f305b3e79ee33
cifar100_proser_fedavg__split06__seed3__d0.5,cifar100,d0.5,0,514,514,335,0.34824902723735407,6,f065b02b41541f7f63c5c43660a9864a33a57951aa8dce5033bf492ddde2164b
cifar100_proser_fedavg__split06__seed3__d0.5,cifar100,d0.5,1,514,514,323,0.3715953307392996,5,c4960aa0391c5982cde46f2a6a26100d9fa8e477881b36c1ea2d678a79532929
cifar100_proser_fedavg__split06__seed3__d0.5,cifar100,d0.5,2,514,514,335,0.34824902723735407,5,7fd0653122312fd3f96ed13c36643000b072a923b73e5eee4380ad21cff5b96b
cifar100_proser_fedavg__split06__seed3__d0.5,cifar100,d0.5,3,514,514,323,0.3715953307392996,5,5faecbbcc35fd841d9978fea3ee2d420f34bd81c4f217bdd5488f5666b64e2fb
cifar100_proser_fedavg__split06__seed3__d0.5,cifar100,d0.5,4,514,514,321,0.3754863813229572,6,cef47c8794bd1620053c6de639639984f22271e5fbcc6711d42f305b3e79ee33
cifar100_proser_fedavg__split06__seed3__d5.0,cifar100,d5,0,514,514,335,0.34824902723735407,6,f065b02b41541f7f63c5c43660a9864a33a57951aa8dce5033bf492ddde2164b
cifar100_proser_fedavg__split06__seed3__d5.0,cifar100,d5,1,514,514,323,0.3715953307392996,5,c4960aa0391c5982cde46f2a6a26100d9fa8e477881b36c1ea2d678a79532929
cifar100_proser_fedavg__split06__seed3__d5.0,cifar100,d5,2,514,514,335,0.34824902723735407,5,7fd0653122312fd3f96ed13c36643000b072a923b73e5eee4380ad21cff5b96b
cifar100_proser_fedavg__split06__seed3__d5.0,cifar100,d5,3,514,514,323,0.3715953307392996,5,5faecbbcc35fd841d9978fea3ee2d420f34bd81c4f217bdd5488f5666b64e2fb
cifar100_proser_fedavg__split06__seed3__d5.0,cifar100,d5,4,514,514,321,0.3754863813229572,6,cef47c8794bd1620053c6de639639984f22271e5fbcc6711d42f305b3e79ee33
cifar100_proser_fedavg__split06__seed4__d0.1,cifar100,d0.1,0,514,514,315,0.3871595330739299,5,8330a5415908d5afeb6ecf7a69049c1dfe183b069ff9065ad639a12c92bcc536
cifar100_proser_fedavg__split06__seed4__d0.1,cifar100,d0.1,1,514,514,325,0.36770428015564205,5,6cb4c92cc3ee88b8381a245f2aa35b2919dcbceadff337eed81a978d8b0a972b
cifar100_proser_fedavg__split06__seed4__d0.1,cifar100,d0.1,2,514,514,323,0.3715953307392996,5,daaa098f2fd59dd10ac71387d7c357e1ac5fe8bc93631a3d200769472c679aa7
cifar100_proser_fedavg__split06__seed4__d0.1,cifar100,d0.1,3,514,514,330,0.357976653696498,5,d1e6f9c84dc576aa9b60a8508cbd6d73c3c90a75c6f546fe8cc0059e76189210
cifar100_proser_fedavg__split06__seed4__d0.1,cifar100,d0.1,4,514,514,330,0.357976653696498,5,cbf9502e56a50775c479357c95f350c2f0f56b3842f63d1b6dd0744586f1ceec
cifar100_proser_fedavg__split06__seed4__d0.5,cifar100,d0.5,0,514,514,315,0.3871595330739299,5,8330a5415908d5afeb6ecf7a69049c1dfe183b069ff9065ad639a12c92bcc536
cifar100_proser_fedavg__split06__seed4__d0.5,cifar100,d0.5,1,514,514,325,0.36770428015564205,5,6cb4c92cc3ee88b8381a245f2aa35b2919dcbceadff337eed81a978d8b0a972b
cifar100_proser_fedavg__split06__seed4__d0.5,cifar100,d0.5,2,514,514,323,0.3715953307392996,5,daaa098f2fd59dd10ac71387d7c357e1ac5fe8bc93631a3d200769472c679aa7
cifar100_proser_fedavg__split06__seed4__d0.5,cifar100,d0.5,3,514,514,330,0.357976653696498,5,d1e6f9c84dc576aa9b60a8508cbd6d73c3c90a75c6f546fe8cc0059e76189210
cifar100_proser_fedavg__split06__seed4__d0.5,cifar100,d0.5,4,514,514,330,0.357976653696498,5,cbf9502e56a50775c479357c95f350c2f0f56b3842f63d1b6dd0744586f1ceec
cifar100_proser_fedavg__split06__seed4__d5.0,cifar100,d5,0,514,514,315,0.3871595330739299,5,8330a5415908d5afeb6ecf7a69049c1dfe183b069ff9065ad639a12c92bcc536
cifar100_proser_fedavg__split06__seed4__d5.0,cifar100,d5,1,514,514,325,0.36770428015564205,5,6cb4c92cc3ee88b8381a245f2aa35b2919dcbceadff337eed81a978d8b0a972b
cifar100_proser_fedavg__split06__seed4__d5.0,cifar100,d5,2,514,514,323,0.3715953307392996,5,daaa098f2fd59dd10ac71387d7c357e1ac5fe8bc93631a3d200769472c679aa7
cifar100_proser_fedavg__split06__seed4__d5.0,cifar100,d5,3,514,514,330,0.357976653696498,5,d1e6f9c84dc576aa9b60a8508cbd6d73c3c90a75c6f546fe8cc0059e76189210
cifar100_proser_fedavg__split06__seed4__d5.0,cifar100,d5,4,514,514,330,0.357976653696498,5,cbf9502e56a50775c479357c95f350c2f0f56b3842f63d1b6dd0744586f1ceec
cifar100_proser_fedavg__split07__seed0__d0.1,cifar100,d0.1,0,514,514,327,0.3638132295719845,4,87b57a5596e128ccb38ae8cd71b7a4ca908dd203acde1ae6a00724b7c29bfd89
cifar100_proser_fedavg__split07__seed0__d0.1,cifar100,d0.1,1,514,514,339,0.3404669260700389,4,3e0f05c7f117d840c09c162cd6fc0cfddacc414da120d2d0030bd9c9a616b7cd
cifar100_proser_fedavg__split07__seed0__d0.1,cifar100,d0.1,2,514,514,319,0.37937743190661477,5,0f1643a568aa2557cb321af667ec516d4782ad446197e1aca6cfeb84bea0ad9a
cifar100_proser_fedavg__split07__seed0__d0.1,cifar100,d0.1,3,514,514,325,0.36770428015564205,5,03e16f6835ed53ca20987fa23ae454039c8ddc49721a79df43d546d4d817376e
cifar100_proser_fedavg__split07__seed0__d0.1,cifar100,d0.1,4,514,514,333,0.35214007782101164,7,d29b9ee8e39d0ad28850455cfc62123861c889288c107e545887f7231e331d75
cifar100_proser_fedavg__split07__seed0__d0.5,cifar100,d0.5,0,514,514,327,0.3638132295719845,4,87b57a5596e128ccb38ae8cd71b7a4ca908dd203acde1ae6a00724b7c29bfd89
cifar100_proser_fedavg__split07__seed0__d0.5,cifar100,d0.5,1,514,514,339,0.3404669260700389,4,3e0f05c7f117d840c09c162cd6fc0cfddacc414da120d2d0030bd9c9a616b7cd
cifar100_proser_fedavg__split07__seed0__d0.5,cifar100,d0.5,2,514,514,319,0.37937743190661477,5,0f1643a568aa2557cb321af667ec516d4782ad446197e1aca6cfeb84bea0ad9a
cifar100_proser_fedavg__split07__seed0__d0.5,cifar100,d0.5,3,514,514,325,0.36770428015564205,5,03e16f6835ed53ca20987fa23ae454039c8ddc49721a79df43d546d4d817376e
cifar100_proser_fedavg__split07__seed0__d0.5,cifar100,d0.5,4,514,514,333,0.35214007782101164,7,d29b9ee8e39d0ad28850455cfc62123861c889288c107e545887f7231e331d75
cifar100_proser_fedavg__split07__seed0__d5.0,cifar100,d5,0,514,514,327,0.3638132295719845,4,87b57a5596e128ccb38ae8cd71b7a4ca908dd203acde1ae6a00724b7c29bfd89
cifar100_proser_fedavg__split07__seed0__d5.0,cifar100,d5,1,514,514,339,0.3404669260700389,4,3e0f05c7f117d840c09c162cd6fc0cfddacc414da120d2d0030bd9c9a616b7cd
cifar100_proser_fedavg__split07__seed0__d5.0,cifar100,d5,2,514,514,319,0.37937743190661477,5,0f1643a568aa2557cb321af667ec516d4782ad446197e1aca6cfeb84bea0ad9a
cifar100_proser_fedavg__split07__seed0__d5.0,cifar100,d5,3,514,514,325,0.36770428015564205,5,03e16f6835ed53ca20987fa23ae454039c8ddc49721a79df43d546d4d817376e
cifar100_proser_fedavg__split07__seed0__d5.0,cifar100,d5,4,514,514,333,0.35214007782101164,7,d29b9ee8e39d0ad28850455cfc62123861c889288c107e545887f7231e331d75
cifar100_proser_fedavg__split07__seed1__d0.1,cifar100,d0.1,0,514,514,330,0.357976653696498,6,b49641845e277fb592afd9130474cb1dcc51c964c1cac9355d65a43ca32b6015
cifar100_proser_fedavg__split07__seed1__d0.1,cifar100,d0.1,1,514,514,326,0.36575875486381326,5,66c4df17526b876e37a411584173b256a79d947bbe61d27b685924ea18c75bbd
cifar100_proser_fedavg__split07__seed1__d0.1,cifar100,d0.1,2,514,514,312,0.3929961089494164,5,eb386c37df6fa8894bf83d7ac98977081d1962d92f070915ee9bf355b3f8937f
cifar100_proser_fedavg__split07__seed1__d0.1,cifar100,d0.1,3,514,514,320,0.377431906614786,6,dcb114fb13e98652d39dfbdcf3d52f34ab7884fda857a79d8fc5bf15c33b4fcd
cifar100_proser_fedavg__split07__seed1__d0.1,cifar100,d0.1,4,514,514,333,0.35214007782101164,4,d27ec79a43594dab0b2b11e84ea6f9fa8999ff06abbcfac733605c4c1e5fbf0d
cifar100_proser_fedavg__split07__seed1__d0.5,cifar100,d0.5,0,514,514,330,0.357976653696498,6,b49641845e277fb592afd9130474cb1dcc51c964c1cac9355d65a43ca32b6015
cifar100_proser_fedavg__split07__seed1__d0.5,cifar100,d0.5,1,514,514,326,0.36575875486381326,5,66c4df17526b876e37a411584173b256a79d947bbe61d27b685924ea18c75bbd
cifar100_proser_fedavg__split07__seed1__d0.5,cifar100,d0.5,2,514,514,312,0.3929961089494164,5,eb386c37df6fa8894bf83d7ac98977081d1962d92f070915ee9bf355b3f8937f
cifar100_proser_fedavg__split07__seed1__d0.5,cifar100,d0.5,3,514,514,320,0.377431906614786,6,dcb114fb13e98652d39dfbdcf3d52f34ab7884fda857a79d8fc5bf15c33b4fcd
cifar100_proser_fedavg__split07__seed1__d0.5,cifar100,d0.5,4,514,514,333,0.35214007782101164,4,d27ec79a43594dab0b2b11e84ea6f9fa8999ff06abbcfac733605c4c1e5fbf0d
cifar100_proser_fedavg__split07__seed1__d5.0,cifar100,d5,0,514,514,330,0.357976653696498,6,b49641845e277fb592afd9130474cb1dcc51c964c1cac9355d65a43ca32b6015
